mu,Nn,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function
1.0016534673856325,3.0,3.0049604021568976,2.8257921830112704,Feynman8,mu,2.8257921830112704,0.0
1.0021981673228018,3.0,3.0065945019684053,3.0017645414882144,Feynman8,mu,3.0017645414882144,0.0
1.007231212385057,3.0,3.0216936371551713,3.0782701848460032,Feynman8,mu,3.0782701848460032,0.0
1.0116313474391894,3.0,3.034894042317568,4.51878720769605,Feynman8,mu,4.51878720769605,0.0
1.0129643406617315,3.0,3.0388930219851944,2.0628947817755305,Feynman8,mu,2.0628947817755305,0.0
1.013184896866988,3.0,3.0395546906009643,4.490274140995787,Feynman8,mu,4.490274140995787,0.0
1.0167750265746918,3.0,3.0503250797240753,3.504109295818316,Feynman8,mu,3.504109295818316,0.0
1.0205143445023261,3.0,3.0615430335069784,3.554677958577567,Feynman8,mu,3.554677958577567,0.0
1.0215570545721886,3.0,3.064671163716566,3.7365590377398683,Feynman8,mu,3.7365590377398683,0.0
1.0269073999015288,3.0,3.0807221997045864,1.6795700417988653,Feynman8,mu,1.6795700417988653,0.0
1.0270111399387418,3.0,3.0810334198162255,2.2503898187598734,Feynman8,mu,2.2503898187598734,0.0
1.0276375056380593,3.0,3.082912516914178,3.30309514107025,Feynman8,mu,3.30309514107025,0.0
1.0286884387539796,3.0,3.086065316261939,3.022146454006224,Feynman8,mu,3.022146454006224,0.0
1.0295960625877125,3.0,3.0887881877631376,2.51242433101049,Feynman8,mu,2.51242433101049,0.0
1.0344816783380208,3.0,3.1034450350140625,0.9323368478691751,Feynman8,mu,0.9323368478691751,0.0
1.0361613450607958,3.0,3.1084840351823875,3.103058626746756,Feynman8,mu,3.103058626746756,0.0
1.0410133679814182,3.0,3.1230401039442546,4.658443110085216,Feynman8,mu,4.658443110085216,0.0
1.0410811795255248,3.0,3.1232435385765744,3.5487743277935966,Feynman8,mu,3.5487743277935966,0.0
1.0415525229545963,3.0,3.124657568863789,2.987864327034481,Feynman8,mu,2.987864327034481,0.0
1.0434163164393548,3.0,3.1302489493180645,1.7401887059920675,Feynman8,mu,1.7401887059920675,0.0
1.0444777860529944,3.0,3.133433358158983,2.7895976561136875,Feynman8,mu,2.7895976561136875,0.0
1.0448345378136752,3.0,3.1345036134410256,2.384708781628734,Feynman8,mu,2.384708781628734,0.0
1.0455951616350694,3.0,3.136785484905208,4.317176347344885,Feynman8,mu,4.317176347344885,0.0
1.0459394753729767,3.0,3.13781842611893,4.264881677451417,Feynman8,mu,4.264881677451417,0.0
1.04684562068904,3.0,3.14053686206712,1.4648172912856736,Feynman8,mu,1.4648172912856736,0.0
1.0501614698602313,3.0,3.150484409580694,1.4759181032749773,Feynman8,mu,1.4759181032749773,0.0
1.0523657628962666,3.0,3.1570972886888,1.348904289473614,Feynman8,mu,1.348904289473614,0.0
1.05464212165748,3.0,3.16392636497244,2.2740470939562543,Feynman8,mu,2.2740470939562543,0.0
1.054754076660028,3.0,3.164262229980084,2.1600842426216813,Feynman8,mu,2.1600842426216813,0.0
1.0572526009180203,3.0,3.171757802754061,1.543957812345097,Feynman8,mu,1.543957812345097,0.0
1.0601358592286645,3.0,3.1804075776859935,3.395344907799534,Feynman8,mu,3.395344907799534,0.0
1.0642231124701267,3.0,3.19266933741038,3.608136420401497,Feynman8,mu,3.608136420401497,0.0
1.065110653140442,3.0,3.195331959421326,4.2776701949744655,Feynman8,mu,4.2776701949744655,0.0
1.066634127202108,3.0,3.199902381606324,2.9798150041148794,Feynman8,mu,2.9798150041148794,0.0
1.0691168695338868,3.0,3.2073506086016605,3.4939951569831873,Feynman8,mu,3.4939951569831873,0.0
1.069171422690145,3.0,3.207514268070435,1.370056405564013,Feynman8,mu,1.370056405564013,0.0
1.0692809137828365,3.0,3.2078427413485096,3.4234953773700014,Feynman8,mu,3.4234953773700014,0.0
1.0742705857123824,3.0,3.2228117571371473,3.534473864001884,Feynman8,mu,3.534473864001884,0.0
1.0760038831920187,3.0,3.228011649576056,4.9843173779925065,Feynman8,mu,4.9843173779925065,0.0
1.0784420267824464,3.0,3.235326080347339,5.613044451217304,Feynman8,mu,5.613044451217304,0.0
1.0801584393396717,3.0,3.240475318019015,1.975873045808371,Feynman8,mu,1.975873045808371,0.0
1.0823605205119646,3.0,3.247081561535894,2.9750198395583713,Feynman8,mu,2.9750198395583713,0.0
1.0840786789376917,3.0,3.252236036813075,3.28150565422437,Feynman8,mu,3.28150565422437,0.0
1.0851929674182443,3.0,3.255578902254733,2.0627876749305596,Feynman8,mu,2.0627876749305596,0.0
1.0860108024077806,3.0,3.2580324072233418,3.2043728026825447,Feynman8,mu,3.2043728026825447,0.0
1.0861300752199132,3.0,3.2583902256597397,2.101960331601761,Feynman8,mu,2.101960331601761,0.0
1.0910489006515647,3.0,3.273146701954694,0.38942942218532606,Feynman8,mu,0.38942942218532606,0.0
1.0917723190596962,3.0,3.2753169571790886,1.9654524455869067,Feynman8,mu,1.9654524455869067,0.0
1.093822209896889,3.0,3.281466629690667,4.249243882848509,Feynman8,mu,4.249243882848509,0.0
1.0961861423731154,3.0,3.288558427119346,1.3840947825702932,Feynman8,mu,1.3840947825702932,0.0
1.0963337564786948,3.0,3.2890012694360844,5.324298289952239,Feynman8,mu,5.324298289952239,0.0
1.0970573069538512,3.0,3.2911719208615535,0.5483242820323277,Feynman8,mu,0.5483242820323277,0.0
1.1006868519240975,3.0,3.3020605557722926,3.3195639407680866,Feynman8,mu,3.3195639407680866,0.0
1.1012727906878021,3.0,3.3038183720634064,2.605637453076732,Feynman8,mu,2.605637453076732,0.0
1.1021752283117006,3.0,3.3065256849351017,4.732943701347454,Feynman8,mu,4.732943701347454,0.0
1.1100628755670003,3.0,3.330188626701001,2.880644661751904,Feynman8,mu,2.880644661751904,0.0
1.1124763346208315,3.0,3.3374290038624945,3.72244628841546,Feynman8,mu,3.72244628841546,0.0
1.113404538213517,3.0,3.3402136146405508,2.37225474295615,Feynman8,mu,2.37225474295615,0.0
1.113999441460106,3.0,3.341998324380318,3.8515779007415807,Feynman8,mu,3.8515779007415807,0.0
1.1152529989600923,3.0,3.345758996880277,3.0927755562680783,Feynman8,mu,3.0927755562680783,0.0
1.1162123123584213,3.0,3.348636937075264,0.8400297217127353,Feynman8,mu,0.8400297217127353,0.0
1.1186931978452939,3.0,3.3560795935358816,2.944229587805484,Feynman8,mu,2.944229587805484,0.0
1.1201582921853088,3.0,3.3604748765559265,2.8422330007188354,Feynman8,mu,2.8422330007188354,0.0
1.1201747226632568,3.0,3.3605241679897704,4.567433659860452,Feynman8,mu,4.567433659860452,0.0
1.123664587137906,3.0,3.370993761413718,3.470267083739812,Feynman8,mu,3.470267083739812,0.0
1.12510866960256,3.0,3.37532600880768,2.2503303154469982,Feynman8,mu,2.2503303154469982,0.0
1.1252599322253771,3.0,3.3757797966761314,2.590830835782546,Feynman8,mu,2.590830835782546,0.0
1.1254671168910844,3.0,3.376401350673253,3.271907300801305,Feynman8,mu,3.271907300801305,0.0
1.1262730160443701,3.0,3.3788190481331104,4.678164447751233,Feynman8,mu,4.678164447751233,0.0
