m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0000457388293673,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08333714490244727,0.07012761347832969,Feynman5,m1,0.07012761347832969,0.0,0.08333714490244727
1.000688748483591,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08339072904029925,0.08393412850642697,Feynman5,m1,0.08393412850642697,0.0,0.08339072904029925
1.000947142513711,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08341226187614259,0.06056051062749426,Feynman5,m1,0.06056051062749426,0.0,0.08341226187614259
1.0017975730076714,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08348313108397261,0.08812893520127833,Feynman5,m1,0.08812893520127833,0.0,0.08348313108397261
1.0026764249597337,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08355636874664447,0.08898429210300915,Feynman5,m1,0.08898429210300915,0.0,0.08355636874664447
1.0031839472806223,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0835986622733852,0.10192109119815716,Feynman5,m1,0.10192109119815716,0.0,0.0835986622733852
1.0035055922836476,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0836254660236373,0.07232643757886784,Feynman5,m1,0.07232643757886784,0.0,0.0836254660236373
1.0035655244012367,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08363046036676973,0.07930784472896689,Feynman5,m1,0.07930784472896689,0.0,0.08363046036676973
1.0037687904191919,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08364739920159932,0.08964217296275814,Feynman5,m1,0.08964217296275814,0.0,0.08364739920159932
1.003956327332732,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08366302727772768,0.09984915119356025,Feynman5,m1,0.09984915119356025,0.0,0.08366302727772768
1.004437353239712,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.083703112769976,0.0951035228968643,Feynman5,m1,0.0951035228968643,0.0,0.083703112769976
1.004602407487939,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08371686729066158,0.07889441915107213,Feynman5,m1,0.07889441915107213,0.0,0.08371686729066158
1.0054315884447094,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08378596570372578,0.09309489800556539,Feynman5,m1,0.09309489800556539,0.0,0.08378596570372578
1.0058743468042866,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08382286223369055,0.08488211871081512,Feynman5,m1,0.08488211871081512,0.0,0.08382286223369055
1.0059953044405878,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08383294203671565,0.08596583657818553,Feynman5,m1,0.08596583657818553,0.0,0.08383294203671565
1.0065493465115565,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08387911220929638,0.0743375896102447,Feynman5,m1,0.0743375896102447,0.0,0.08387911220929638
1.0069602568897964,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08391335474081636,0.09239865932123104,Feynman5,m1,0.09239865932123104,0.0,0.08391335474081636
1.0070525039528957,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08392104199607464,0.09182421884337999,Feynman5,m1,0.09182421884337999,0.0,0.08392104199607464
1.0071762369955,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08393135308295833,0.08518597315649375,Feynman5,m1,0.08518597315649375,0.0,0.08393135308295833
1.0072071272550316,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08393392727125264,0.10177924381920672,Feynman5,m1,0.10177924381920672,0.0,0.08393392727125264
1.0072499346492656,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08393749455410547,0.083274362848097,Feynman5,m1,0.083274362848097,0.0,0.08393749455410547
1.0073250870652188,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0839437572554349,0.07228047400134947,Feynman5,m1,0.07228047400134947,0.0,0.0839437572554349
1.007492822921573,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08395773524346441,0.07555667527908352,Feynman5,m1,0.07555667527908352,0.0,0.08395773524346441
1.0077456987813989,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08397880823178323,0.07617305277601999,Feynman5,m1,0.07617305277601999,0.0,0.08397880823178323
1.008895216934766,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0840746014112305,0.08046420336559444,Feynman5,m1,0.08046420336559444,0.0,0.0840746014112305
1.0108793287922573,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08423994406602144,0.09458687696604894,Feynman5,m1,0.09458687696604894,0.0,0.08423994406602144
1.0110455525565327,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08425379604637773,0.08693413878341617,Feynman5,m1,0.08693413878341617,0.0,0.08425379604637773
1.0117489278987803,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0843124106582317,0.08591053693209727,Feynman5,m1,0.08591053693209727,0.0,0.0843124106582317
