omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0005588576950046,1.0,1.0,1.0,0.09352858924245301,0.13506334858266816,Feynman44,T,0.13506334858266816,0.0,0.09352858924245301
1.0,1.0039252702717674,1.0,1.0,1.0,0.09386896227764581,0.09086908073752288,Feynman44,T,0.09086908073752288,0.0,0.09386896227764581
1.0,1.005122721637726,1.0,1.0,1.0,0.09399003598268092,0.06334265221547868,Feynman44,T,0.06334265221547868,0.0,0.09399003598268092
1.0,1.0062741222335965,1.0,1.0,1.0,0.09410645408574503,0.12580210556148905,Feynman44,T,0.12580210556148905,0.0,0.09410645408574503
1.0,1.0079729085946054,1.0,1.0,1.0,0.09427821937141971,0.04952444278191706,Feynman44,T,0.04952444278191706,0.0,0.09427821937141971
1.0,1.0109701485665363,1.0,1.0,1.0,0.09458127499189618,0.15599323800136897,Feynman44,T,0.15599323800136897,0.0,0.09458127499189618
1.0,1.0118308649933265,1.0,1.0,1.0,0.0946683040628234,-0.0031310270667668644,Feynman44,T,-0.0031310270667668644,0.0,0.0946683040628234
1.0,1.0295047197193754,1.0,1.0,1.0,0.0964554156243724,0.13472280733487596,Feynman44,T,0.13472280733487596,0.0,0.0964554156243724
1.0,1.0301142534590495,1.0,1.0,1.0,0.09651705152514373,0.11350637528113613,Feynman44,T,0.11350637528113613,0.0,0.09651705152514373
1.0,1.031880503409969,1.0,1.0,1.0,0.0966956551008343,0.1576120894082546,Feynman44,T,0.1576120894082546,0.0,0.0966956551008343
1.0,1.0336825474184534,1.0,1.0,1.0,0.09687787942801782,0.1448467140070015,Feynman44,T,0.1448467140070015,0.0,0.09687787942801782
1.0,1.0341031103333775,1.0,1.0,1.0,0.09692040731284854,0.1422358145996564,Feynman44,T,0.1422358145996564,0.0,0.09692040731284854
1.0,1.0367262229306284,1.0,1.0,1.0,0.09718566150661519,0.11373635187426465,Feynman44,T,0.11373635187426465,0.0,0.09718566150661519
