mu,Nn,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function
3.0,1.0006675439789277,3.002002631936783,2.44161738695357,Feynman8,Nn,6.147120206075608,1.0
3.0,1.0032989196147128,3.0098967588441385,1.631948986640493,Feynman8,Nn,5.337451805762531,1.0
3.0,1.0120684073100161,3.0362052219300484,3.3063679093820117,Feynman8,Nn,7.01187072850405,1.0
3.0,1.0124804713196967,3.03744141395909,2.3827332638964633,Feynman8,Nn,6.088236083018502,1.0
3.0,1.0132242010724806,3.0396726032174417,4.503924619942053,Feynman8,Nn,8.209427439064092,1.0
3.0,1.0158959691325093,3.047687907397528,4.056297959839303,Feynman8,Nn,7.761800778961341,1.0
3.0,1.0240987023516732,3.0722961070550197,4.894078899506365,Feynman8,Nn,8.599581718628404,1.0
3.0,1.024143955300286,3.072431865900858,4.9159251997079245,Feynman8,Nn,8.621428018829963,1.0
3.0,1.024645403971812,3.073936211915436,3.640907343122764,Feynman8,Nn,7.346410162244802,1.0
3.0,1.0247323497473788,3.0741970492421364,3.693203750567076,Feynman8,Nn,7.398706569689114,1.0
3.0,1.025125088627599,3.0753752658827973,2.920566690689825,Feynman8,Nn,6.626069509811863,1.0
3.0,1.0261920385282348,3.0785761155847045,1.4605942819317606,Feynman8,Nn,5.166097101053799,1.0
3.0,1.0263196134792065,3.0789588404376196,2.468644500764503,Feynman8,Nn,6.174147319886542,1.0
3.0,1.0265788402313256,3.079736520693977,3.382962236926762,Feynman8,Nn,7.0884650560488005,1.0
3.0,1.0272548957028493,3.081764687108548,2.456244469787853,Feynman8,Nn,6.161747288909892,1.0
3.0,1.0283409949402045,3.0850229848206134,3.0422470984808183,Feynman8,Nn,6.747749917602857,1.0
3.0,1.029316285913095,3.0879488577392853,4.4026728075727615,Feynman8,Nn,8.1081756266948,1.0
3.0,1.030025175367471,3.090075526102413,1.751078870177406,Feynman8,Nn,5.456581689299444,1.0
3.0,1.0309489911951082,3.0928469735853246,4.484810645977303,Feynman8,Nn,8.190313465099342,1.0
3.0,1.0338054680956232,3.1014164042868697,2.6348473615265027,Feynman8,Nn,6.3403501806485405,1.0
3.0,1.0418907347454769,3.1256722042364307,3.012632803024404,Feynman8,Nn,6.718135622146442,1.0
3.0,1.0429056959181002,3.1287170877543007,2.0017367993142523,Feynman8,Nn,5.70723961843629,1.0
3.0,1.043044596999331,3.129133790997993,2.4433947246498806,Feynman8,Nn,6.148897543771919,1.0
3.0,1.0447940520313161,3.1343821560939484,4.359798807365395,Feynman8,Nn,8.065301626487432,1.0
3.0,1.045430594265616,3.1362917827968477,3.842522160744643,Feynman8,Nn,7.548024979866682,1.0
