epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0,1.0,1.0,1.000605455385928,3.0,0.06562837084665013,-0.09683906169351189,Feynman33,omega,-0.09683906169351189,0.0,0.06562837084665013
1.0,1.0,1.0,1.0,1.001306786200555,3.0,0.06583567161430769,-0.006451543069721219,Feynman33,omega,-0.006451543069721219,0.0,0.06583567161430769
1.0,1.0,1.0,1.0,1.0029970969638282,3.0,0.06633754124646124,0.40154678453409026,Feynman33,omega,0.40154678453409026,0.0,0.06633754124646124
1.0,1.0,1.0,1.0,1.0038844308719974,3.0,0.06660227343971165,-0.03340992808113506,Feynman33,omega,-0.03340992808113506,0.0,0.06660227343971165
1.0,1.0,1.0,1.0,1.0038871063277657,3.0,0.06660307298040007,0.07170944210325052,Feynman33,omega,0.07170944210325052,0.0,0.06660307298040007
1.0,1.0,1.0,1.0,1.0040374343383824,3.0,0.06664801028645036,-0.05618513953298368,Feynman33,omega,-0.05618513953298368,0.0,0.06664801028645036
1.0,1.0,1.0,1.0,1.0043182996658524,3.0,0.06673203665708775,0.0923629549034734,Feynman33,omega,0.0923629549034734,0.0,0.06673203665708775
1.0,1.0,1.0,1.0,1.005104046023122,3.0,0.0669675775977656,0.04952460314402371,Feynman33,omega,0.04952460314402371,0.0,0.0669675775977656
1.0,1.0,1.0,1.0,1.0051270174154747,3.0,0.06697447408584843,0.24927292496896858,Feynman33,omega,0.24927292496896858,0.0,0.06697447408584843
1.0,1.0,1.0,1.0,1.0051972537695424,3.0,0.06699556417023138,-0.17677803357742017,Feynman33,omega,-0.17677803357742017,0.0,0.06699556417023138
1.0,1.0,1.0,1.0,1.006895992738678,3.0,0.06750733992877435,-0.004728393112955365,Feynman33,omega,-0.004728393112955365,0.0,0.06750733992877435
1.0,1.0,1.0,1.0,1.007780337501432,3.0,0.0677750532402173,0.44483671301956096,Feynman33,omega,0.44483671301956096,0.0,0.0677750532402173
1.0,1.0,1.0,1.0,1.0079836305300716,3.0,0.06783672022128655,0.2772436126559207,Feynman33,omega,0.2772436126559207,0.0,0.06783672022128655
1.0,1.0,1.0,1.0,1.0084501780663013,3.0,0.06797842001214088,0.11004620467580668,Feynman33,omega,0.11004620467580668,0.0,0.06797842001214088
1.0,1.0,1.0,1.0,1.0085078041290263,3.0,0.06799593932677912,0.6262802205095638,Feynman33,omega,0.6262802205095638,0.0,0.06799593932677912
1.0,1.0,1.0,1.0,1.009064853978714,3.0,0.06816548647161896,-0.1666912199408038,Feynman33,omega,-0.1666912199408038,0.0,0.06816548647161896
1.0,1.0,1.0,1.0,1.0093384982221307,3.0,0.06824890371289272,0.10695164247047415,Feynman33,omega,0.10695164247047415,0.0,0.06824890371289272
1.0,1.0,1.0,1.0,1.0105255004837066,3.0,0.06861173487994893,0.20860509443923134,Feynman33,omega,0.20860509443923134,0.0,0.06861173487994893
1.0,1.0,1.0,1.0,1.0106441504438488,3.0,0.06864809100850634,-0.15297888312132935,Feynman33,omega,-0.15297888312132935,0.0,0.06864809100850634
1.0,1.0,1.0,1.0,1.0108740603477262,3.0,0.0687185846454532,0.1860010803762679,Feynman33,omega,0.1860010803762679,0.0,0.0687185846454532
1.0,1.0,1.0,1.0,1.012271882845785,3.0,0.06914847939848583,0.26253256184203605,Feynman33,omega,0.26253256184203605,0.0,0.06914847939848583
1.0,1.0,1.0,1.0,1.0123725881174157,3.0,0.06917953745628799,0.31447079263583355,Feynman33,omega,0.31447079263583355,0.0,0.06917953745628799
1.0,1.0,1.0,1.0,1.0139889910282973,3.0,0.06967964212699057,0.12746912847096947,Feynman33,omega,0.12746912847096947,0.0,0.06967964212699057
1.0,1.0,1.0,1.0,1.0141726030548308,3.0,0.06973664107789895,0.5462429767525634,Feynman33,omega,0.5462429767525634,0.0,0.06973664107789895
1.0,1.0,1.0,1.0,1.0159423363169222,3.0,0.07028802282010142,-0.24195416445969303,Feynman33,omega,-0.24195416445969303,0.0,0.07028802282010142
1.0,1.0,1.0,1.0,1.0180083322365312,3.0,0.07093631517584337,-0.41279924270111323,Feynman33,omega,-0.41279924270111323,0.0,0.07093631517584337
1.0,1.0,1.0,1.0,1.018286812582203,3.0,0.0710240811704803,0.25845580176635397,Feynman33,omega,0.25845580176635397,0.0,0.0710240811704803
1.0,1.0,1.0,1.0,1.0185286887304554,3.0,0.07110038465324421,0.48354135639193546,Feynman33,omega,0.48354135639193546,0.0,0.07110038465324421
1.0,1.0,1.0,1.0,1.0196197532300144,3.0,0.07144543029509547,0.2194398779164078,Feynman33,omega,0.2194398779164078,0.0,0.07144543029509547
1.0,1.0,1.0,1.0,1.020551605471347,3.0,0.07174123371029772,0.44177112630861115,Feynman33,omega,0.44177112630861115,0.0,0.07174123371029772
1.0,1.0,1.0,1.0,1.0212256315777295,3.0,0.07195583195897216,0.10788927487621164,Feynman33,omega,0.10788927487621164,0.0,0.07195583195897216
1.0,1.0,1.0,1.0,1.021317268744498,3.0,0.071985049085915,0.467460090989937,Feynman33,omega,0.467460090989937,0.0,0.071985049085915
