mu,Nn,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function
3.0,1.0006675439789277,3.002002631936783,2.44161738695357,Feynman8,Nn,2.44161738695357,0.0
3.0,1.0032989196147128,3.0098967588441385,1.631948986640493,Feynman8,Nn,1.631948986640493,0.0
3.0,1.0120684073100161,3.0362052219300484,3.3063679093820117,Feynman8,Nn,3.3063679093820117,0.0
3.0,1.0124804713196967,3.03744141395909,2.3827332638964633,Feynman8,Nn,2.3827332638964633,0.0
3.0,1.0132242010724806,3.0396726032174417,4.503924619942053,Feynman8,Nn,4.503924619942053,0.0
3.0,1.0158959691325093,3.047687907397528,4.056297959839303,Feynman8,Nn,4.056297959839303,0.0
3.0,1.0240987023516732,3.0722961070550197,4.894078899506365,Feynman8,Nn,4.894078899506365,0.0
3.0,1.024143955300286,3.072431865900858,4.9159251997079245,Feynman8,Nn,4.9159251997079245,0.0
3.0,1.024645403971812,3.073936211915436,3.640907343122764,Feynman8,Nn,3.640907343122764,0.0
3.0,1.0247323497473788,3.0741970492421364,3.693203750567076,Feynman8,Nn,3.693203750567076,0.0
3.0,1.025125088627599,3.0753752658827973,2.920566690689825,Feynman8,Nn,2.920566690689825,0.0
3.0,1.0261920385282348,3.0785761155847045,1.4605942819317606,Feynman8,Nn,1.4605942819317606,0.0
3.0,1.0263196134792065,3.0789588404376196,2.468644500764503,Feynman8,Nn,2.468644500764503,0.0
3.0,1.0265788402313256,3.079736520693977,3.382962236926762,Feynman8,Nn,3.382962236926762,0.0
3.0,1.0272548957028493,3.081764687108548,2.456244469787853,Feynman8,Nn,2.456244469787853,0.0
3.0,1.0283409949402045,3.0850229848206134,3.0422470984808183,Feynman8,Nn,3.0422470984808183,0.0
3.0,1.029316285913095,3.0879488577392853,4.4026728075727615,Feynman8,Nn,4.4026728075727615,0.0
3.0,1.030025175367471,3.090075526102413,1.751078870177406,Feynman8,Nn,1.751078870177406,0.0
3.0,1.0309489911951082,3.0928469735853246,4.484810645977303,Feynman8,Nn,4.484810645977303,0.0
3.0,1.0338054680956232,3.1014164042868697,2.6348473615265027,Feynman8,Nn,2.6348473615265027,0.0
3.0,1.0418907347454769,3.1256722042364307,3.012632803024404,Feynman8,Nn,3.012632803024404,0.0
3.0,1.0429056959181002,3.1287170877543007,2.0017367993142523,Feynman8,Nn,2.0017367993142523,0.0
3.0,1.043044596999331,3.129133790997993,2.4433947246498806,Feynman8,Nn,2.4433947246498806,0.0
3.0,1.0447940520313161,3.1343821560939484,4.359798807365395,Feynman8,Nn,4.359798807365395,0.0
3.0,1.045430594265616,3.1362917827968477,3.842522160744643,Feynman8,Nn,3.842522160744643,0.0
3.0,1.0458325279708842,3.1374975839126527,3.9653837391731463,Feynman8,Nn,3.9653837391731463,0.0
