lambd,d,n,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,2.000987206491919,1.0,0.523313957643837,0.5108039221298591,Feynman31,d,0.5108039221298591,0.0,0.523313957643837
1.0,2.0011817425440066,1.0,0.5232578709030306,0.5017238820247261,Feynman31,d,0.5017238820247261,0.0,0.5232578709030306
1.0,2.001528095021398,1.0,0.523158045402849,0.5073268112602981,Feynman31,d,0.5073268112602981,0.0,0.523158045402849
1.0,2.0038170669879674,1.0,0.5224993309869547,0.5047612512298938,Feynman31,d,0.5047612512298938,0.0,0.5224993309869547
1.0,2.006206802843149,1.0,0.5218134883987459,0.5414280535263674,Feynman31,d,0.5414280535263674,0.0,0.5218134883987459
1.0,2.0065610762909203,1.0,0.5217119756714578,0.48830889816841605,Feynman31,d,0.48830889816841605,0.0,0.5217119756714578
1.0,2.0070285266348886,1.0,0.5215780973843228,0.5354033594813785,Feynman31,d,0.5354033594813785,0.0,0.5215780973843228
1.0,2.0084779626104723,1.0,0.521163438879887,0.5112263007271355,Feynman31,d,0.5112263007271355,0.0,0.521163438879887
1.0,2.0097500719565358,1.0,0.5208000844318812,0.5031792709883272,Feynman31,d,0.5031792709883272,0.0,0.5208000844318812
1.0,2.0108101517298733,1.0,0.520497701231718,0.5208217293034518,Feynman31,d,0.5208217293034518,0.0,0.520497701231718
1.0,2.012456452553201,1.0,0.5200288361621536,0.45856232326831303,Feynman31,d,0.45856232326831303,0.0,0.5200288361621536
1.0,2.015068814755726,1.0,0.5192866673265187,0.5658738925011169,Feynman31,d,0.5658738925011169,0.0,0.5192866673265187
1.0,2.0186740464108373,1.0,0.5182660944201478,0.4931428739618018,Feynman31,d,0.4931428739618018,0.0,0.5182660944201478
1.0,2.0211975499242127,1.0,0.517554256175262,0.501012700472174,Feynman31,d,0.501012700472174,0.0,0.517554256175262
1.0,2.0258227376719824,1.0,0.5162549155995174,0.5334675589259396,Feynman31,d,0.5334675589259396,0.0,0.5162549155995174
1.0,2.02617951426099,1.0,0.5161549735594683,0.5188037094105673,Feynman31,d,0.5188037094105673,0.0,0.5161549735594683
1.0,2.02763335905882,1.0,0.5157481374540535,0.5297713394244701,Feynman31,d,0.5297713394244701,0.0,0.5157481374540535
1.0,2.027764937793605,1.0,0.5157113505846739,0.5035180537976326,Feynman31,d,0.5035180537976326,0.0,0.5157113505846739
1.0,2.030030882089708,1.0,0.5150787045833163,0.5396646731580989,Feynman31,d,0.5396646731580989,0.0,0.5150787045833163
1.0,2.0310580327945376,1.0,0.5147924661079917,0.4770754772242213,Feynman31,d,0.4770754772242213,0.0,0.5147924661079917
1.0,2.031789367945302,1.0,0.5145888678402089,0.5124439445298526,Feynman31,d,0.5124439445298526,0.0,0.5145888678402089
1.0,2.0338880948086207,1.0,0.5140055406197616,0.5121284495490865,Feynman31,d,0.5121284495490865,0.0,0.5140055406197616
1.0,2.0381909490397363,1.0,0.5128139440421031,0.49858628073910716,Feynman31,d,0.49858628073910716,0.0,0.5128139440421031
1.0,2.039228221145248,1.0,0.5125275620494781,0.4761261610585004,Feynman31,d,0.4761261610585004,0.0,0.5125275620494781
1.0,2.0458422055157306,1.0,0.510709402244195,0.5643226262873595,Feynman31,d,0.5643226262873595,0.0,0.510709402244195
