epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0,1.0005096382608258,1.0,1.0,3.0,0.06551657544149343,0.0846624524096824,Feynman33,Ef,0.0846624524096824,0.0,0.06551657544149343
1.0,1.0,1.0008724615219986,1.0,1.0,3.0,0.06556410171566669,0.0763158696883881,Feynman33,Ef,0.0763158696883881,0.0,0.06556410171566669
1.0,1.0,1.0009884245492255,1.0,1.0,3.0,0.06557929536411748,0.05884874333128905,Feynman33,Ef,0.05884874333128905,0.0,0.06557929536411748
1.0,1.0,1.0011723788286897,1.0,1.0,3.0,0.06560340093858692,0.03661695027713529,Feynman33,Ef,0.03661695027713529,0.0,0.06560340093858692
1.0,1.0,1.0014471212345262,1.0,1.0,3.0,0.06563941173886521,0.036346486610544626,Feynman33,Ef,0.036346486610544626,0.0,0.06563941173886521
1.0,1.0,1.0017205223204932,1.0,1.0,3.0,0.06567525653933151,0.07809617386476053,Feynman33,Ef,0.07809617386476053,0.0,0.06567525653933151
1.0,1.0,1.0023270620977136,1.0,1.0,3.0,0.0657548130912531,0.08530474451670203,Feynman33,Ef,0.08530474451670203,0.0,0.0657548130912531
1.0,1.0,1.002372160086485,1.0,1.0,3.0,0.06576073027466829,0.06669519002146732,Feynman33,Ef,0.06669519002146732,0.0,0.06576073027466829
1.0,1.0,1.002859303444064,1.0,1.0,3.0,0.06582466398820937,0.07089621102502588,Feynman33,Ef,0.07089621102502588,0.0,0.06582466398820937
1.0,1.0,1.0032892150496269,1.0,1.0,3.0,0.06588111229063535,0.06613063190446736,Feynman33,Ef,0.06613063190446736,0.0,0.06588111229063535
1.0,1.0,1.0033463828906357,1.0,1.0,3.0,0.06588862037145304,0.0920521649793228,Feynman33,Ef,0.0920521649793228,0.0,0.06588862037145304
1.0,1.0,1.0040812092803901,1.0,1.0,3.0,0.06598516614559978,0.0668919115054612,Feynman33,Ef,0.0668919115054612,0.0,0.06598516614559978
1.0,1.0,1.0050332171383531,1.0,1.0,3.0,0.06611035159148376,0.08013422504392625,Feynman33,Ef,0.08013422504392625,0.0,0.06611035159148376
1.0,1.0,1.0050899362654422,1.0,1.0,3.0,0.06611781368761709,0.05832092044293786,Feynman33,Ef,0.05832092044293786,0.0,0.06611781368761709
