m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0,1.0000773458586751,3.0,1.0,3.0,1.0,3.0,1.0,0.08333977882155626,0.09792576468053588,Feynman5,G,0.09792576468053588,0.0,0.08333977882155626
1.0,1.0,1.0017296131215025,3.0,1.0,3.0,1.0,3.0,1.0,0.08347746776012521,0.09356157840053153,Feynman5,G,0.09356157840053153,0.0,0.08347746776012521
1.0,1.0,1.002493482300573,3.0,1.0,3.0,1.0,3.0,1.0,0.08354112352504774,0.08505380906415128,Feynman5,G,0.08505380906415128,0.0,0.08354112352504774
1.0,1.0,1.0025398726972399,3.0,1.0,3.0,1.0,3.0,1.0,0.08354498939143666,0.08925244268508938,Feynman5,G,0.08925244268508938,0.0,0.08354498939143666
1.0,1.0,1.0029217778679982,3.0,1.0,3.0,1.0,3.0,1.0,0.08357681482233319,0.08117360018107657,Feynman5,G,0.08117360018107657,0.0,0.08357681482233319
1.0,1.0,1.0037879536743226,3.0,1.0,3.0,1.0,3.0,1.0,0.08364899613952688,0.09695984848483513,Feynman5,G,0.09695984848483513,0.0,0.08364899613952688
1.0,1.0,1.0039829204626032,3.0,1.0,3.0,1.0,3.0,1.0,0.0836652433718836,0.06469309338000036,Feynman5,G,0.06469309338000036,0.0,0.0836652433718836
1.0,1.0,1.004353811491032,3.0,1.0,3.0,1.0,3.0,1.0,0.083696150957586,0.07302403509966762,Feynman5,G,0.07302403509966762,0.0,0.083696150957586
1.0,1.0,1.0045260955517028,3.0,1.0,3.0,1.0,3.0,1.0,0.0837105079626419,0.09218828887613315,Feynman5,G,0.09218828887613315,0.0,0.0837105079626419
1.0,1.0,1.005466364718126,3.0,1.0,3.0,1.0,3.0,1.0,0.0837888637265105,0.09263158279858445,Feynman5,G,0.09263158279858445,0.0,0.0837888637265105
1.0,1.0,1.0066225603549195,3.0,1.0,3.0,1.0,3.0,1.0,0.08388521336290995,0.08461409190520168,Feynman5,G,0.08461409190520168,0.0,0.08388521336290995
1.0,1.0,1.0069098711829474,3.0,1.0,3.0,1.0,3.0,1.0,0.08390915593191228,0.08578188909050359,Feynman5,G,0.08578188909050359,0.0,0.08390915593191228
1.0,1.0,1.0074473307426342,3.0,1.0,3.0,1.0,3.0,1.0,0.08395394422855285,0.07674372726873581,Feynman5,G,0.07674372726873581,0.0,0.08395394422855285
1.0,1.0,1.0075648759424558,3.0,1.0,3.0,1.0,3.0,1.0,0.08396373966187132,0.08940293305012471,Feynman5,G,0.08940293305012471,0.0,0.08396373966187132
1.0,1.0,1.0083131284264355,3.0,1.0,3.0,1.0,3.0,1.0,0.08402609403553629,0.0838158521484952,Feynman5,G,0.0838158521484952,0.0,0.08402609403553629
1.0,1.0,1.0085891866615304,3.0,1.0,3.0,1.0,3.0,1.0,0.08404909888846086,0.09327277488493418,Feynman5,G,0.09327277488493418,0.0,0.08404909888846086
