x,u,c,t,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
5.0,1.0,3.0,1.0004091331346956,4.242206735898358,4.284542993238915,Feynman17,t,4.284542993238915,0.0,4.242206735898358
5.0,1.0,3.0,1.0005041477353989,4.242105957695655,4.305033789699583,Feynman17,t,4.305033789699583,0.0,4.242105957695655
5.0,1.0,3.0,1.0005576655869444,4.242049193442041,4.296717093071443,Feynman17,t,4.296717093071443,0.0,4.242049193442041
5.0,1.0,3.0,1.0014169746696917,4.241137758522722,4.225788657227549,Feynman17,t,4.225788657227549,0.0,4.241137758522722
5.0,1.0,3.0,1.001661794221509,4.240878088174837,4.213014421065626,Feynman17,t,4.213014421065626,0.0,4.240878088174837
5.0,1.0,3.0,1.0020042386468697,4.240514871011809,4.31369918380887,Feynman17,t,4.31369918380887,0.0,4.240514871011809
5.0,1.0,3.0,1.0023866036192224,4.2401093117145505,4.435879725294553,Feynman17,t,4.435879725294553,0.0,4.2401093117145505
5.0,1.0,3.0,1.0030122320128967,4.239445732595045,4.217880186615578,Feynman17,t,4.217880186615578,0.0,4.239445732595045
5.0,1.0,3.0,1.0030804409929202,4.2393733860465765,4.177779928805641,Feynman17,t,4.177779928805641,0.0,4.2393733860465765
5.0,1.0,3.0,1.0038416776066332,4.238565972689111,4.076365238438834,Feynman17,t,4.076365238438834,0.0,4.238565972689111
5.0,1.0,3.0,1.0040278626579324,4.238368493620617,4.066759632274549,Feynman17,t,4.066759632274549,0.0,4.238368493620617
5.0,1.0,3.0,1.0073698990831392,4.2348237286917625,4.286384748584617,Feynman17,t,4.286384748584617,0.0,4.2348237286917625
5.0,1.0,3.0,1.0089026945104336,4.233197953630546,4.39623396297505,Feynman17,t,4.39623396297505,0.0,4.233197953630546
5.0,1.0,3.0,1.010047506371977,4.231983697284825,4.302335117235469,Feynman17,t,4.302335117235469,0.0,4.231983697284825
5.0,1.0,3.0,1.0102392561037545,4.231780315981379,4.196589690945676,Feynman17,t,4.196589690945676,0.0,4.231780315981379
5.0,1.0,3.0,1.0116011848950621,4.230335772355639,4.259440555647014,Feynman17,t,4.259440555647014,0.0,4.230335772355639
5.0,1.0,3.0,1.011721144573485,4.230208535902516,4.279097675400475,Feynman17,t,4.279097675400475,0.0,4.230208535902516
5.0,1.0,3.0,1.0117365666953333,4.230192178272108,4.050025884814257,Feynman17,t,4.050025884814257,0.0,4.230192178272108
5.0,1.0,3.0,1.0120358061966082,4.2298747868512825,4.38900636170647,Feynman17,t,4.38900636170647,0.0,4.2298747868512825
5.0,1.0,3.0,1.0122724190362078,4.229623821036187,4.153199380760009,Feynman17,t,4.153199380760009,0.0,4.229623821036187
5.0,1.0,3.0,1.0132243760541733,4.2286141181419845,4.205802319512882,Feynman17,t,4.205802319512882,0.0,4.2286141181419845
5.0,1.0,3.0,1.013280997425301,4.228554062108758,4.28899279986145,Feynman17,t,4.28899279986145,0.0,4.228554062108758
5.0,1.0,3.0,1.013297166905139,4.228536911785495,4.221564227675346,Feynman17,t,4.221564227675346,0.0,4.228536911785495
5.0,1.0,3.0,1.0133139023697608,4.228519161144715,4.1656447272228885,Feynman17,t,4.1656447272228885,0.0,4.228519161144715
5.0,1.0,3.0,1.013614048188713,4.228200808428826,4.234586314930615,Feynman17,t,4.234586314930615,0.0,4.228200808428826
5.0,1.0,3.0,1.0144908785684166,4.227270789367668,4.265502456624123,Feynman17,t,4.265502456624123,0.0,4.227270789367668
5.0,1.0,3.0,1.0148185964232819,4.226923192091431,4.267045246383899,Feynman17,t,4.267045246383899,0.0,4.226923192091431
5.0,1.0,3.0,1.0152777501234302,4.226436186048958,4.029800380949738,Feynman17,t,4.029800380949738,0.0,4.226436186048958
5.0,1.0,3.0,1.0154189863607317,4.226286382397241,4.328046872775442,Feynman17,t,4.328046872775442,0.0,4.226286382397241
5.0,1.0,3.0,1.0156055164656819,4.226088537344083,4.279206208490614,Feynman17,t,4.279206208490614,0.0,4.226088537344083
5.0,1.0,3.0,1.0160306307424327,4.225637635562277,4.191727208795194,Feynman17,t,4.191727208795194,0.0,4.225637635562277
5.0,1.0,3.0,1.0160833015522817,4.225581769732055,4.258943401662548,Feynman17,t,4.258943401662548,0.0,4.225581769732055
5.0,1.0,3.0,1.0171253016248945,4.224476561756044,4.372099466487358,Feynman17,t,4.372099466487358,0.0,4.224476561756044
5.0,1.0,3.0,1.017175619819576,4.224423191251029,4.171661452085681,Feynman17,t,4.171661452085681,0.0,4.224423191251029
5.0,1.0,3.0,1.017561782082657,4.224013604318735,4.089550816603347,Feynman17,t,4.089550816603347,0.0,4.224013604318735
5.0,1.0,3.0,1.018073443472496,4.223470905461094,4.14313339823638,Feynman17,t,4.14313339823638,0.0,4.223470905461094
5.0,1.0,3.0,1.0184550470172216,4.223066153779794,4.240200820163798,Feynman17,t,4.240200820163798,0.0,4.223066153779794
5.0,1.0,3.0,1.0189616951026674,4.222528772334454,4.185687689197381,Feynman17,t,4.185687689197381,0.0,4.222528772334454
5.0,1.0,3.0,1.0195738575412219,4.221879476017219,4.14851696362337,Feynman17,t,4.14851696362337,0.0,4.221879476017219
5.0,1.0,3.0,1.0203322701811806,4.221075057936241,4.509409806074886,Feynman17,t,4.509409806074886,0.0,4.221075057936241
5.0,1.0,3.0,1.0205322185850234,4.2208629806278735,4.247609232760144,Feynman17,t,4.247609232760144,0.0,4.2208629806278735
5.0,1.0,3.0,1.022992854073489,4.2182530825679905,4.170934579033961,Feynman17,t,4.170934579033961,0.0,4.2182530825679905
5.0,1.0,3.0,1.0232287227588066,4.218002906047704,4.182054141198887,Feynman17,t,4.182054141198887,0.0,4.218002906047704
5.0,1.0,3.0,1.024139583717986,4.217036792106273,4.146497083540545,Feynman17,t,4.146497083540545,0.0,4.217036792106273
5.0,1.0,3.0,1.0244175914071052,4.216741920422976,4.185865703691779,Feynman17,t,4.185865703691779,0.0,4.216741920422976
5.0,1.0,3.0,1.0245133849750565,4.216640316000737,4.206154857562666,Feynman17,t,4.206154857562666,0.0,4.216640316000737
5.0,1.0,3.0,1.0249452746009782,4.216182227875917,4.263931346734038,Feynman17,t,4.263931346734038,0.0,4.216182227875917
5.0,1.0,3.0,1.0253120739870867,4.215793178376038,4.23145874997625,Feynman17,t,4.23145874997625,0.0,4.215793178376038
5.0,1.0,3.0,1.025995582102878,4.21506820854053,4.186285945838242,Feynman17,t,4.186285945838242,0.0,4.21506820854053
5.0,1.0,3.0,1.026107767924989,4.214949217507178,4.138306189006737,Feynman17,t,4.138306189006737,0.0,4.214949217507178
5.0,1.0,3.0,1.0270480507042121,4.213951897013046,3.9797397370594627,Feynman17,t,3.9797397370594627,0.0,4.213951897013046
5.0,1.0,3.0,1.0272036600250936,4.2137868484040295,4.289864126658788,Feynman17,t,4.289864126658788,0.0,4.2137868484040295
5.0,1.0,3.0,1.0273779411878632,4.2136019953159884,4.286995214085432,Feynman17,t,4.286995214085432,0.0,4.2136019953159884
5.0,1.0,3.0,1.027887667406246,4.213061349017638,4.245790656170091,Feynman17,t,4.245790656170091,0.0,4.213061349017638
5.0,1.0,3.0,1.0279365481986016,4.2130095031080215,4.202366121028679,Feynman17,t,4.202366121028679,0.0,4.2130095031080215
5.0,1.0,3.0,1.0285771094478826,4.212330085303323,4.286938351897544,Feynman17,t,4.286938351897544,0.0,4.212330085303323
5.0,1.0,3.0,1.0305784943389673,4.210207296060948,4.191230174260764,Feynman17,t,4.191230174260764,0.0,4.210207296060948
