n,alpha,epsilon,Ef,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
0.0,0.0006883462149085418,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.0007332924934257967,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.0020978807336924366,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.0030079520244056246,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.0044501183297454006,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.00469368965552075,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.004697178146898517,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.004841394470532556,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.005196501628589978,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.00643295124749188,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.006787081677263163,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.006846132669782956,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.00899089160529376,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.00986407395943445,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.009871678260731098,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.011893953767617371,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.012249550510797791,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.012283881343525538,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.01277536340069052,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.013495854404403596,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.013833953805456156,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.014800648292955909,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.01489075138349949,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.01506461269844761,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.01620954804572783,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.016582454763025667,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.016605875079748644,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.017250287978516354,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.01795759574515088,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.018130950401670565,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.018796993367598436,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.019601867392210037,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.020499713444919965,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.021054774359130612,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.021260644091799064,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.02148713668459823,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.021791103719401073,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.021921784058592686,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.021959241977749455,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.022186326542055657,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.022541963609152837,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.022934416385684164,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.022999064380804568,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.02471222041375698,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.02489633530114832,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.025367853682425667,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.025396245541972284,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.02561427997102972,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.025847507541915227,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.026352305942789256,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.02636979289674557,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.029468566807399843,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.02960376290939737,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.03022811370808831,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.031266303772830906,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.03163222737034366,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.03186676507321251,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.033069887779249796,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.033761398304622436,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.034675135973873616,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.03480249167962057,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.03490214245603196,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.0349227847327358,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.035921695198464554,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.0366181886134751,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.037210747373077946,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.0373612051738913,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.037620392885921894,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.03786944805021719,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.038678294605299146,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.039222716100470345,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.03928417718229538,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.040654835102433284,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.0412257120047832,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.04163816084298855,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.04173012396852571,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.042658424724204114,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.043706101844183,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.04470667840511067,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.044839352205031546,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.04693061170099655,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.04761653489864459,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.04763266281058964,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.04889624339713494,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.0491188970880182,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.04924222665296485,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.0492999780971739,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.0498949222238092,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.05012092160310355,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.05015992634004851,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.05049996266924972,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.05221337778594859,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.052379998569611064,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.05267088022986022,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.05275511095836771,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.05303926927920488,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.05456597600290991,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.05485787704086875,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.05504289544802421,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.05533906584862469,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.05563753221798118,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.055707333478184795,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.05618512781027285,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.056424311343621913,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.05702641825095067,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.058432247645768265,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.05953115869680459,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.060530674910770355,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.06146723725598935,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.06148273394153547,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.06194165865092083,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.0626640063415913,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
0.0,0.06384773420455925,1.0,1.0,0.0,0.0,Feynman64,alpha,0.0,0.0,0.0
