mom,Bx,By,Bz,target,target_with_noise,equation_name,varied_variable_name
1.0,1.0,1.0,4.759647732692577,4.965304274596431,4.748276680949043,Feynman91,Bz
1.0,1.0,1.0,2.0479239908975404,2.488773326860787,2.303943925235511,Feynman91,Bz
1.0,1.0,1.0,3.1374666531834774,3.441467274265198,3.476576417943696,Feynman91,Bz
1.0,1.0,1.0,4.285854534876132,4.51315289948372,4.973459648601001,Feynman91,Bz
1.0,1.0,1.0,3.58538681487795,3.854218288096907,3.830844897262648,Feynman91,Bz
1.0,1.0,1.0,2.4322432167149657,2.813504410029592,2.509021029520407,Feynman91,Bz
1.0,1.0,1.0,2.302200130410679,2.70187443092068,2.6119258570788393,Feynman91,Bz
1.0,1.0,1.0,2.161318553156334,2.58288557396912,2.431982629123883,Feynman91,Bz
1.0,1.0,1.0,1.0087841972740828,1.7371371726694227,1.8553325314071805,Feynman91,Bz
1.0,1.0,1.0,2.327869874021071,2.723780121517682,2.5473304474341063,Feynman91,Bz
1.0,1.0,1.0,3.402835330374413,3.6850085869159575,3.7879787754371277,Feynman91,Bz
1.0,1.0,1.0,4.858571527768811,5.060209214098342,5.3023883840471155,Feynman91,Bz
1.0,1.0,1.0,3.964275786617421,4.208976420979473,4.634604721948332,Feynman91,Bz
1.0,1.0,1.0,1.0318981915756975,1.75066098310815,1.340572992775339,Feynman91,Bz
1.0,1.0,1.0,2.0772183673897047,2.5129337726691388,2.257698918058634,Feynman91,Bz
1.0,1.0,1.0,3.4512237001742347,3.729737930290054,3.856557715843576,Feynman91,Bz
1.0,1.0,1.0,1.2119685868489682,1.8624896927254886,1.8815280393275031,Feynman91,Bz
1.0,1.0,1.0,2.6629359504422,3.0151663098670864,1.9876306539836508,Feynman91,Bz
1.0,1.0,1.0,2.9796818391747144,3.298257701076071,3.2271012383757247,Feynman91,Bz
1.0,1.0,1.0,4.960216851389159,5.157882434953804,4.921303410457482,Feynman91,Bz
1.0,1.0,1.0,4.183473215110478,4.4160443998613506,4.877371108355739,Feynman91,Bz
1.0,1.0,1.0,2.041755293608607,2.4836997964687213,2.90832354905407,Feynman91,Bz
1.0,1.0,1.0,1.2909328415863723,1.9148126805215873,1.8525099577821742,Feynman91,Bz
1.0,1.0,1.0,3.75923615696365,4.0164482423931265,3.9586419864826277,Feynman91,Bz
1.0,1.0,1.0,1.1586187149081275,1.828222449959348,1.9524510033975984,Feynman91,Bz
1.0,1.0,1.0,1.0643468750717706,1.7699814322401926,1.193417281464714,Feynman91,Bz
1.0,1.0,1.0,1.5823532728256033,2.1222256901710286,2.4858521637607778,Feynman91,Bz
1.0,1.0,1.0,2.3385851217209086,2.7329435361043224,2.9500848464260017,Feynman91,Bz
1.0,1.0,1.0,3.0163116969847783,3.3313865361688655,3.0044426118383396,Feynman91,Bz
1.0,1.0,1.0,3.281020433768415,3.5728273239559,3.067969604696915,Feynman91,Bz
1.0,1.0,1.0,3.506388085429237,3.780840833153402,3.8034435418674573,Feynman91,Bz
1.0,1.0,1.0,4.1711436572763425,4.404365948651027,4.344146976817344,Feynman91,Bz
1.0,1.0,1.0,2.1968393530170838,2.612681217248771,2.130047260657959,Feynman91,Bz
1.0,1.0,1.0,2.6770912252240286,3.0276752514382204,2.9639621997956684,Feynman91,Bz
1.0,1.0,1.0,2.7088954469098865,3.055832872113446,2.800043406558439,Feynman91,Bz
1.0,1.0,1.0,2.6017216955506415,2.961242269909523,3.0755057720205805,Feynman91,Bz
1.0,1.0,1.0,2.191931020786969,2.6085554622986655,2.78776442734156,Feynman91,Bz
1.0,1.0,1.0,2.1456818437654985,2.5698152802613867,2.736972500036738,Feynman91,Bz
1.0,1.0,1.0,1.4703321530202924,2.0400678028451136,2.1511205809671474,Feynman91,Bz
1.0,1.0,1.0,3.2728872562964217,3.565359868572529,3.4400752234989604,Feynman91,Bz
1.0,1.0,1.0,4.1612855276538205,4.395030971752205,3.7533794286100552,Feynman91,Bz
1.0,1.0,1.0,4.907822170721504,5.107515879507917,5.224569477776609,Feynman91,Bz
1.0,1.0,1.0,4.248509935873276,4.477704397926905,4.8152656900581725,Feynman91,Bz
1.0,1.0,1.0,2.1103785884841426,2.5404129165811455,2.4722640972438037,Feynman91,Bz
1.0,1.0,1.0,4.8208069292082065,5.0239605341505085,5.561744423745393,Feynman91,Bz
1.0,1.0,1.0,2.060862275579097,2.4994305989374968,2.2478162139529867,Feynman91,Bz
1.0,1.0,1.0,1.6067798808809668,2.1405003119840593,2.2055613380683194,Feynman91,Bz
1.0,1.0,1.0,2.2388930363285993,2.64813935209624,2.5662108923183,Feynman91,Bz
1.0,1.0,1.0,2.065117598565628,2.5029404099789243,2.7006820030890717,Feynman91,Bz
1.0,1.0,1.0,4.984114532901351,5.180868428852296,5.250321042109032,Feynman91,Bz
1.0,1.0,1.0,2.5839124654601338,2.9456075144459195,3.322739256218624,Feynman91,Bz
1.0,1.0,1.0,4.68178550184248,4.89071727717545,4.672592781099368,Feynman91,Bz
1.0,1.0,1.0,1.2735240793597393,1.9031194341683002,1.7992939928763576,Feynman91,Bz
1.0,1.0,1.0,3.1918232594835194,3.4910937712671077,3.712403908567547,Feynman91,Bz
1.0,1.0,1.0,3.8774584232692053,4.127309513978969,3.9951479216195214,Feynman91,Bz
1.0,1.0,1.0,1.4249959823439666,2.007638799609244,2.199066841002813,Feynman91,Bz
1.0,1.0,1.0,2.3291866890894872,2.7249056190319045,2.356462471082219,Feynman91,Bz
1.0,1.0,1.0,2.183070639341436,2.601114648829349,3.1722766444233463,Feynman91,Bz
1.0,1.0,1.0,3.76025150426592,4.017398583080115,3.882855012814682,Feynman91,Bz
1.0,1.0,1.0,4.549440731981803,4.764179989653531,5.437778588739654,Feynman91,Bz
1.0,1.0,1.0,3.8054709380997713,4.059754803029606,3.4447643910004633,Feynman91,Bz
1.0,1.0,1.0,4.9338282750335285,5.132510248165153,5.235741997133977,Feynman91,Bz
1.0,1.0,1.0,1.536507944198486,2.088266425192211,2.0962822047387975,Feynman91,Bz
1.0,1.0,1.0,3.815248680142765,4.068921539097444,3.497382402847678,Feynman91,Bz
1.0,1.0,1.0,3.3360026487020065,3.6233842843599686,3.646420852431627,Feynman91,Bz
1.0,1.0,1.0,2.363690859896503,2.754457202636895,2.285955060950819,Feynman91,Bz
1.0,1.0,1.0,2.8267203134703776,3.1607511339215035,3.431678299537308,Feynman91,Bz
1.0,1.0,1.0,4.964244989054143,5.161756320415481,4.616016177287557,Feynman91,Bz
1.0,1.0,1.0,1.7769640761560903,2.2710352987017326,2.0262878285677037,Feynman91,Bz
1.0,1.0,1.0,3.351824377535208,3.6379563848181693,4.354023863601219,Feynman91,Bz
1.0,1.0,1.0,3.5982382637357686,3.8661762249814995,3.477701278920787,Feynman91,Bz
1.0,1.0,1.0,3.3353350474808114,3.622769641994068,4.039145045234186,Feynman91,Bz
1.0,1.0,1.0,1.6648912897444275,2.184459431224774,2.2619790985349204,Feynman91,Bz
1.0,1.0,1.0,2.7126923730056807,3.0591992270140222,2.8064305360686426,Feynman91,Bz
1.0,1.0,1.0,3.5794306286790096,3.8486781660104303,3.808969386229633,Feynman91,Bz
1.0,1.0,1.0,2.9087932819977023,3.234359033470923,2.9397151229197624,Feynman91,Bz
1.0,1.0,1.0,1.3690299961575803,1.9683097140387293,2.0580609302702846,Feynman91,Bz
1.0,1.0,1.0,2.4364537059381286,2.8171451260415465,3.1942972639636262,Feynman91,Bz
1.0,1.0,1.0,1.1487908149596433,1.8220099715796403,1.6548339411284025,Feynman91,Bz
1.0,1.0,1.0,3.3275296550710354,3.615584822041541,3.5159306734380418,Feynman91,Bz
1.0,1.0,1.0,2.339537769458603,2.733758763081215,3.0063740044264127,Feynman91,Bz
1.0,1.0,1.0,1.4715278428940097,2.0409297372551305,1.848878503409099,Feynman91,Bz
1.0,1.0,1.0,1.8055985715204557,2.293509581727687,2.284282372646665,Feynman91,Bz
1.0,1.0,1.0,4.079777339735702,4.317937371224937,4.818516264010619,Feynman91,Bz
1.0,1.0,1.0,4.461182588570342,4.679973299984005,4.994034643035608,Feynman91,Bz
1.0,1.0,1.0,2.89842718991399,3.225039561808926,3.55732765358984,Feynman91,Bz
1.0,1.0,1.0,4.849140636114385,5.051154809428812,5.434498267221513,Feynman91,Bz
1.0,1.0,1.0,1.617645923622736,2.1486689680388773,2.7781725967557254,Feynman91,Bz
1.0,1.0,1.0,2.637823663414023,2.9930108050702016,2.612445810426469,Feynman91,Bz
1.0,1.0,1.0,3.460234811548601,3.738077708000836,4.02743902411976,Feynman91,Bz
1.0,1.0,1.0,1.125350062542307,1.8073219866044827,1.6979076297938238,Feynman91,Bz
1.0,1.0,1.0,4.108187248671818,4.344790267682633,4.08817830721821,Feynman91,Bz
1.0,1.0,1.0,3.7669197010297575,4.023640644243235,3.97649389015785,Feynman91,Bz
1.0,1.0,1.0,3.6709169033889055,3.93390784228436,4.269817916808891,Feynman91,Bz
1.0,1.0,1.0,4.525813065543321,4.741622497019627,4.989038585276535,Feynman91,Bz
1.0,1.0,1.0,2.081553260798886,2.516518225156034,2.5456762562348967,Feynman91,Bz
1.0,1.0,1.0,2.9717800713702887,3.2911209021537933,3.2976372609451823,Feynman91,Bz
1.0,1.0,1.0,3.379876568460257,3.6638184477436493,3.7233976323358546,Feynman91,Bz
1.0,1.0,1.0,1.7278878320458455,2.2328449028385497,2.1349616311660555,Feynman91,Bz
1.0,1.0,1.0,1.7412400799316998,2.243193486073048,2.8228135253386313,Feynman91,Bz
1.0,1.0,1.0,3.4937499671256127,3.7691230853860715,4.197920983195686,Feynman91,Bz
1.0,1.0,1.0,2.39010556915044,2.7771576533722295,2.655793316373063,Feynman91,Bz
1.0,1.0,1.0,4.0953409097002655,4.332645515924953,4.641514247723299,Feynman91,Bz
1.0,1.0,1.0,2.3096330076732534,2.708210595602528,2.271325160769057,Feynman91,Bz
1.0,1.0,1.0,4.274176011159268,4.502064034903253,4.153718186519451,Feynman91,Bz
1.0,1.0,1.0,2.9757092221589376,3.2946692360298857,2.7083544284399026,Feynman91,Bz
1.0,1.0,1.0,4.890705633782928,5.091070771096791,5.127521614862386,Feynman91,Bz
1.0,1.0,1.0,1.1735720885073024,1.8377354126542242,2.4138187304816157,Feynman91,Bz
1.0,1.0,1.0,1.9966132227011677,2.4467252320326334,2.6610579314425657,Feynman91,Bz
1.0,1.0,1.0,3.6270509184377375,3.8930063402131823,4.282745298360197,Feynman91,Bz
1.0,1.0,1.0,3.982155403781477,4.225820826758515,4.273049886005165,Feynman91,Bz
1.0,1.0,1.0,2.824219454867114,3.1585147663498265,2.8117795720284278,Feynman91,Bz
1.0,1.0,1.0,1.1511928826211104,1.8235254462160657,1.33024323783416,Feynman91,Bz
1.0,1.0,1.0,3.7509374542638594,4.008682050973791,4.197006496144802,Feynman91,Bz
1.0,1.0,1.0,2.798252874450833,3.1353180300206147,3.4680618374871224,Feynman91,Bz
