m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name
1.0,1.0,1.0,3.0,1.0,3.0,1.339788064027428,3.0,1.0,0.09296874004877498,0.09123628341338004,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.8991950467909637,3.0,1.0,0.10855675209854149,0.11377843429687357,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.1282412956042775,3.0,1.0,0.08693021100695848,0.088503122608948,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.8195329871850137,3.0,1.0,0.10645656548402577,0.10768080222756903,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.7804242443568334,3.0,1.0,0.10540334407882447,0.10829595841835896,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.9912183133554107,3.0,1.0,0.11089375330095735,0.10953271085098429,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.2689017562074982,3.0,1.0,0.09093636247898858,0.08967235302364485,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.7794786141515622,3.0,1.0,0.10537771508128739,0.10795695554175862,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.6926065446249174,3.0,1.0,0.10299427375967059,0.10402077949174018,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.1858258427793076,3.0,1.0,0.08856432721682808,0.09233251460390343,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.1216270412732094,3.0,1.0,0.08674317146238257,0.08666269347150085,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.027707499282666,3.0,1.0,0.08410472994275753,0.08460953973764603,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.8272775865107311,3.0,1.0,0.10666350534126857,0.10256658049828869,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.3188088006325522,3.0,1.0,0.09236677422743819,0.08898571565740492,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.6248960859607875,3.0,1.0,0.10110292396809727,0.1012401059767203,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.7774614636241317,3.0,1.0,0.10532302047376514,0.107523295630971,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.897830847864772,3.0,1.0,0.10852134754560652,0.10531345866267953,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.3225869375980057,3.0,1.0,0.09247516128012509,0.08814755919616181,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.9099292504902898,3.0,1.0,0.10883460274339644,0.10855805592054256,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.0911050699424463,3.0,1.0,0.08588202665596215,0.09062698106374761,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.6852080400515275,3.0,1.0,0.10278888976386155,0.10086712873900977,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.354625674092882,3.0,1.0,0.09339460429504402,0.10015873992665701,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.7287934069078605,3.0,1.0,0.10399370993615165,0.10753802690361362,Feynman5,y2
1.0,1.0,1.0,3.0,1.0,3.0,1.406729253364168,3.0,1.0,0.09489005953742106,0.09958651686857056,Feynman5,y2
