m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name
1.0,1.0,1.8135259383434208,3.0,1.0,3.0,1.0,3.0,1.0,0.1511271615286184,0.14195053509677155,Feynman5,G
1.0,1.0,1.8411034764225889,3.0,1.0,3.0,1.0,3.0,1.0,0.1534252897018824,0.14881594400087692,Feynman5,G
1.0,1.0,1.4862101819074123,3.0,1.0,3.0,1.0,3.0,1.0,0.12385084849228435,0.12402073057712774,Feynman5,G
1.0,1.0,1.91285270872038,3.0,1.0,3.0,1.0,3.0,1.0,0.15940439239336499,0.15860106135068644,Feynman5,G
1.0,1.0,1.885683757134786,3.0,1.0,3.0,1.0,3.0,1.0,0.1571403130945655,0.16397119545809588,Feynman5,G
1.0,1.0,1.8025523206036058,3.0,1.0,3.0,1.0,3.0,1.0,0.15021269338363383,0.13416189794917288,Feynman5,G
1.0,1.0,1.4248861377335684,3.0,1.0,3.0,1.0,3.0,1.0,0.11874051147779736,0.11854201120675696,Feynman5,G
1.0,1.0,1.4790770281923185,3.0,1.0,3.0,1.0,3.0,1.0,0.12325641901602653,0.1324930860580977,Feynman5,G
1.0,1.0,1.8407918653869135,3.0,1.0,3.0,1.0,3.0,1.0,0.15339932211557614,0.14424045142650285,Feynman5,G
1.0,1.0,1.1361502099052947,3.0,1.0,3.0,1.0,3.0,1.0,0.09467918415877456,0.08938267983145924,Feynman5,G
1.0,1.0,1.4667103219403637,3.0,1.0,3.0,1.0,3.0,1.0,0.12222586016169697,0.11484753948324959,Feynman5,G
1.0,1.0,1.3035879051310355,3.0,1.0,3.0,1.0,3.0,1.0,0.10863232542758629,0.11235287402624759,Feynman5,G
1.0,1.0,1.9811310412939487,3.0,1.0,3.0,1.0,3.0,1.0,0.16509425344116238,0.1588978494332578,Feynman5,G
1.0,1.0,1.2640868051462406,3.0,1.0,3.0,1.0,3.0,1.0,0.10534056709552005,0.11664488277269427,Feynman5,G
1.0,1.0,1.1275820892109576,3.0,1.0,3.0,1.0,3.0,1.0,0.09396517410091314,0.09078456769035229,Feynman5,G
1.0,1.0,1.459433500056082,3.0,1.0,3.0,1.0,3.0,1.0,0.12161945833800684,0.11111506542459665,Feynman5,G
1.0,1.0,1.7500599783422515,3.0,1.0,3.0,1.0,3.0,1.0,0.14583833152852096,0.12497147298211726,Feynman5,G
1.0,1.0,1.890829067236569,3.0,1.0,3.0,1.0,3.0,1.0,0.15756908893638075,0.15019565904118468,Feynman5,G
1.0,1.0,1.2902458320031762,3.0,1.0,3.0,1.0,3.0,1.0,0.10752048600026469,0.11527049326844767,Feynman5,G
1.0,1.0,1.1630666809958998,3.0,1.0,3.0,1.0,3.0,1.0,0.09692222341632499,0.10234448560635184,Feynman5,G
1.0,1.0,1.7890266023592243,3.0,1.0,3.0,1.0,3.0,1.0,0.14908555019660202,0.15382812495724094,Feynman5,G
1.0,1.0,1.6443985814682711,3.0,1.0,3.0,1.0,3.0,1.0,0.13703321512235592,0.13081323912573503,Feynman5,G
1.0,1.0,1.1986313997361941,3.0,1.0,3.0,1.0,3.0,1.0,0.09988594997801618,0.10415447496251497,Feynman5,G
1.0,1.0,1.1149726813549772,3.0,1.0,3.0,1.0,3.0,1.0,0.09291439011291476,0.10997587041042342,Feynman5,G
1.0,1.0,1.1576481596279247,3.0,1.0,3.0,1.0,3.0,1.0,0.09647067996899372,0.11375501636510676,Feynman5,G
1.0,1.0,1.18403612316824,3.0,1.0,3.0,1.0,3.0,1.0,0.09866967693068666,0.09258252404539559,Feynman5,G
1.0,1.0,1.4689982881615145,3.0,1.0,3.0,1.0,3.0,1.0,0.12241652401345954,0.12578174832652322,Feynman5,G
1.0,1.0,1.5562899944499247,3.0,1.0,3.0,1.0,3.0,1.0,0.12969083287082706,0.13098981449323527,Feynman5,G
1.0,1.0,1.4210420701058588,3.0,1.0,3.0,1.0,3.0,1.0,0.11842017250882157,0.11022103194421408,Feynman5,G
1.0,1.0,1.7971769122152816,3.0,1.0,3.0,1.0,3.0,1.0,0.1497647426846068,0.16375092810829284,Feynman5,G
1.0,1.0,1.301387256783473,3.0,1.0,3.0,1.0,3.0,1.0,0.10844893806528942,0.10645834563018072,Feynman5,G
1.0,1.0,1.2040528181450043,3.0,1.0,3.0,1.0,3.0,1.0,0.10033773484541703,0.11448333566216556,Feynman5,G
1.0,1.0,1.5260937590362436,3.0,1.0,3.0,1.0,3.0,1.0,0.12717447991968697,0.12725648682958265,Feynman5,G
1.0,1.0,1.1416901295650412,3.0,1.0,3.0,1.0,3.0,1.0,0.09514084413042011,0.08727123309937612,Feynman5,G
