m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.7900705894860183,1.0,0.06335331412559085,0.06246062105610641,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.527718691195831,1.0,0.06949578550894316,0.06865921165832754,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.549903586431092,1.0,0.06895596660177805,0.07018935227470413,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.276337589032955,1.0,0.075862675337614,0.07849937298869733,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.219097207180443,1.0,0.07737307626514806,0.07617979066655531,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.8340674120737526,1.0,0.06237549034937786,0.0619718037163358,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0808120682823175,1.0,0.08110445540589178,0.08193096458493083,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.508239000949847,1.0,0.06997282241498787,0.06965477974328109,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.945454415177321,1.0,0.05996749146017237,0.06454776299688939,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.589791025615378,1.0,0.06799475122457392,0.06852044316897643,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.7803900105431127,1.0,0.06357049288847831,0.06281783428303038,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.4499586170186816,1.0,0.07141685281520413,0.07126188064955538,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.9071213221394245,1.0,0.06078526890868989,0.0600058796961176,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.95731928986823,1.0,0.05971668951773725,0.06043002011597898,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.3137430741320832,1.0,0.07488725529143331,0.0789924524748934,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.549918321152424,1.0,0.06895560929735865,0.06643014475305481,Feynman5,z1
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.6317053903431553,1.0,0.06699775500407819,0.06527426315562221,Feynman5,z1
