n_rho,mom,B,kb,T,target,target_with_noise,equation_name,varied_variable_name,Predicted
4.903334739662584,4.856915411119664,3.4218082160132157,2.3175104800113155,1.258200416847557,23.814548403515374,21.11021285647233,Feynman81,None,24.039367355813706
3.285175722107445,2.6043527334858068,2.788157330542064,3.9351533453499057,1.658110080031141,6.888003406574452,6.638327134613881,Feynman81,None,6.5845658304080965
2.0206389298921175,4.950551655758995,4.840674101796695,3.0059326529691104,4.2229865009051935,9.554955149941229,10.168103519022297,Feynman81,None,9.446204598325256
1.1634511310777604,4.694823433231733,3.5343729818911767,3.254459488517087,2.6613276418480307,5.230444310816087,5.257692602472308,Feynman81,None,5.704488900085943
1.10667645221557,1.6106481866077882,2.480622809171945,1.389256104798521,2.672241993841162,1.4113483990051892,1.376675682750022,Feynman81,None,1.308117044510793
4.183683675899607,1.229424418901362,1.1487283365224594,4.203984947413161,4.195733082497249,0.410945465576607,1.914534474086901,Feynman81,None,-1.5775276871411763
4.644003927903309,1.734707928818879,2.9585935000428245,4.8741831562419895,1.4972555736960351,4.88540125977379,1.9748777096074739,Feynman81,None,5.022047103554657
1.160555213159082,2.3037293272749357,3.8746156498816164,4.040140852414872,4.600115168396327,1.19367951201864,0.39623440646901764,Feynman81,None,0.613438063837094
3.3463090381808707,2.2784158759454183,3.5008830447766583,3.2577393006321236,1.9533200105122983,6.47499451490143,7.598990839815592,Feynman81,None,6.383346667048316
2.3496549979952803,3.40082310643345,4.654823837964977,1.379202741917763,2.210976528552749,7.9902661178229675,10.830234841484392,Feynman81,None,9.4325832345352
3.3999315585653993,2.312131597346778,1.7375510017630362,4.985570107371209,2.4888459341388387,2.459830970176152,0.6695073723503131,Feynman81,None,2.86924470486158
4.662904710356657,2.779962192375282,1.6499387684767912,4.044481251852448,1.5280356351388318,8.17248453959001,6.381388537086937,Feynman81,None,8.760866600715449
4.147037138068555,3.148486338247586,2.824173509994685,1.626569936673512,4.302750331104285,11.149706676772688,9.059189205024325,Feynman81,None,10.578455652648916
3.8891154661384446,2.2841530994529844,4.333527230795083,2.352998718427326,1.6440563690727217,8.777529838580977,10.810748812486679,Feynman81,None,8.854168039640223
1.9932407682977784,3.4932018123270017,3.407909857959255,4.029032269694042,3.0409987982989204,5.21801182461554,5.421067890499918,Feynman81,None,5.189359110577582
1.430354095343083,1.8753512409563102,2.6624643986282943,2.4491458013550513,1.5637206114035558,2.314077969303834,2.528461913947363,Feynman81,None,2.2419402914699615
1.4904122554475112,1.3954220437337557,1.949668544189314,4.795588831601191,1.0159868505715757,1.0539791732834536,-0.552040135554047,Feynman81,None,0.2705101425950578
3.772589973366494,3.5272033379584915,4.248180809544419,2.2189277591958634,4.063021654564588,12.381761047441433,11.793137338983746,Feynman81,None,11.807174585014208
3.683582220420366,1.4723201902232814,3.092741352308265,2.5517660678551675,4.525612479090215,2.0341157561763814,6.7666490390918135,Feynman81,None,2.4379394759947646
1.4912623495846669,1.236181400131227,1.7332268490323632,3.0788907284277642,2.0284978300392758,0.6087243418372359,2.039701720241978,Feynman81,None,0.02972418415301077
2.134916900227105,4.025816388008316,2.6341762271893927,2.8939588047344995,1.5998529611399772,8.420461069077316,7.731486293667842,Feynman81,None,8.385237563586575
4.717795556249158,3.8416663664425057,3.6548795495313713,4.4095603693289895,3.594994696918716,12.855058840551173,13.67806030801396,Feynman81,None,12.91712398776477
3.5421861952005815,2.5339962701337293,1.397752569680737,4.397022257526885,1.4568623330916246,4.51220009546558,2.314002292396928,Feynman81,None,5.011786502753918
1.364304020203245,3.951496544024598,3.4320215898752378,2.2109215611302924,3.04399070977258,5.202779319651891,5.128174008528947,Feynman81,None,5.791202320228447
2.5919345130463536,2.9512162001530236,3.9817071824154713,1.1898471308266894,4.401264928934581,7.47922953143684,8.445049334962826,Feynman81,None,7.307115840293271
4.130266231640604,2.2658266816841057,3.229653738029115,3.515359094557874,3.8668813632378285,4.601802783523457,5.354975074806918,Feynman81,None,5.625350274621625
1.2624329357906285,2.1791657512314893,2.9596726792172308,3.2704635264061133,3.979992871602195,1.2615482000635068,-0.24142346008617532,Feynman81,None,0.9247348979601381
