n_rho,mom,B,kb,T,target,target_with_noise,equation_name,varied_variable_name,Predicted
2.278984903523446,4.84021687549243,1.1113599739782423,4.842341031276229,3.154276043302761,3.7317941029956896,1.964715436272112,Feynman81,None,8.530928530531884
4.238694484378707,4.719749560904452,1.6841239311157987,2.7368017952997494,1.5184738286437391,19.151537192599356,20.07356230424034,Feynman81,None,9.721126344669148
4.7140404119852475,2.8052770819885557,1.9362441037996798,4.424050616304177,4.011757332852026,3.92536462478917,3.430928973646276,Feynman81,None,7.540856895187848
4.818105954173889,3.473198944349994,3.3894516966826456,3.95968300248368,2.314660196005185,14.352314389423398,17.137906098878624,Feynman81,None,8.704522215431915
2.378622623679263,3.0342135112606443,3.693638295216462,1.5523108471958826,2.394355230390434,7.182632150146594,5.170768175472512,Feynman81,None,6.402617841788936
1.4967770601029011,1.2136925645035443,1.3239542464298455,1.431412201272341,2.6257880096938484,0.7325501195707282,-0.21225618930625445,Feynman81,None,3.1470183378891323
2.8162998643722035,4.762646417234537,2.1700797941382777,2.8599981971437094,3.49167494404606,10.407055619341794,8.841426319184135,Feynman81,None,8.6064102032004
4.399827179013849,2.6255078714051385,1.5305364074777077,3.763905878205607,3.1204061479475995,3.8050277771436463,4.016354311995246,Feynman81,None,7.012200129986397
3.5078247377065255,1.2404199190132514,1.0782004959372964,1.5536381417005085,1.7809233682154635,1.953384849987588,0.6373336787563104,Feynman81,None,4.8681559420721765
2.4917232798562314,1.45829885321161,2.9692768580508275,1.7864255274476672,3.271635368783093,2.2880395973947327,3.634772337085385,Feynman81,None,4.613187400416715
2.856749947573745,3.751506663615048,3.6245940119298847,1.9937471240760423,2.9450112132278026,10.510393727453256,11.903231378271087,Feynman81,None,7.468054852903716
2.110762826563384,3.1041980123405004,4.406579845289331,4.517628832190184,3.00974751929146,5.006650904257227,3.582132276540529,Feynman81,None,6.331411711374659
4.9300228839884515,4.674095607191068,4.946715410033102,1.9538185475542589,2.4355388259806596,23.04062377184977,24.961070770745707,Feynman81,None,10.835220515749032
