n,alpha,epsilon,Ef,target,target_with_noise,equation_name,varied_variable_name,Predicted
0.4995102711429177,0.860592474497617,1.7230468808328219,1.8636134278885388,1.6112460411552436,1.5554706822869873,Feynman64,None,1.524057045855666
0.2857361522025531,0.09640817134832369,1.0508433381401765,1.9062464324342563,0.05569322394763341,-0.10361720855566456,Feynman64,None,-0.0439492330210633
0.3297446813627236,0.22220968250295114,1.6844403811408153,1.6201840700241057,0.20497445520784113,0.49033627767290544,Feynman64,None,0.17126482739608978
0.4290288936120029,0.22678366464510147,1.6331530730815467,1.609332008613967,0.2642953161863013,0.307746031038888,Feynman64,None,0.23810894255278028
0.1316868687287931,0.40341630750709623,1.6479014815443827,1.5250944654494942,0.135920009449609,0.40323124194106974,Feynman64,None,0.09722323751153777
0.6000462260899458,0.03181114319311551,1.0677801905247324,1.8711842941637273,0.03838261241078774,-0.2334011959485767,Feynman64,None,0.053629695457535924
0.4805954490785076,0.6227674909279949,1.4782740290716114,1.791692726384218,0.8805800676953878,1.0474021975483507,Feynman64,None,0.8466614849121039
0.6343230850701727,0.0825921023290902,1.578118658150263,1.637026703123309,0.13775129840184538,0.03322731378820884,Feynman64,None,0.19786920115259518
0.3840366078998395,0.48018460942564367,1.7255956656706242,1.5426066631837068,0.5230301324252644,0.8419704768571863,Feynman64,None,0.5012399798434354
0.06312173478345484,0.4625084598382623,1.4689342742910985,1.200430768022724,0.051985844217356,0.08805537108280154,Feynman64,None,-0.06349026319162378
0.892671895437204,0.737595708597766,1.5405504051977714,1.1237679967020835,1.460417750238235,1.5602910013921427,Feynman64,None,1.6041669852078522
0.09537534094086719,0.31635229877829607,1.658345958409766,1.8083858555917147,0.09140360480508411,0.4486150928101251,Feynman64,None,0.0690108765548629
0.30730542264145977,0.4309071770177597,1.7230028850647812,1.4481815449120212,0.3456755748097196,0.05230077341852196,Feynman64,None,0.31480989685804833
0.4129628099730017,0.42817089231733174,1.1929034076678864,1.6716216036454918,0.37467422340401735,0.42405180412077936,Feynman64,None,0.3235242094795776
0.6251352819965109,0.20827651717900364,1.0244390016667917,1.235905918288655,0.17232790500989234,0.012788572797414466,Feynman64,None,0.03302400199003744
0.9023051404772147,0.5043757235106667,1.6101560070135301,1.4239442340874393,1.2300399458019649,0.9492417990906769,Feynman64,None,1.2198221462417076
0.27186025396387925,0.9661606470334572,1.91880302655518,1.8736284679008275,1.0349075431486459,1.1290555637205562,Feynman64,None,1.2618688584445896
0.5048725145339134,0.21791041859645688,1.2870407853387404,1.8684819244669097,0.27464196479102604,0.554699919669315,Feynman64,None,0.2771580730950109
0.6727567824169572,0.7297123721235401,1.3033537490479565,1.1717053515957105,0.8963901536473754,0.6437265135867305,Feynman64,None,0.986662157396309
0.7569550012066933,0.8486928757692055,1.8880433939954435,1.3848645562082473,2.137445913790406,2.382358362338076,Feynman64,None,2.0560037605994395
0.13171392355130052,0.8537732518701031,1.5822404925290137,1.1348698162427047,0.20979014756693407,-0.03036985611400206,Feynman64,None,0.22250080236470082
0.7495398068615569,0.3817726565157016,1.9370297021851348,1.240840247053412,0.7603047396454392,1.0797061485939927,Feynman64,None,0.8758674187892884
0.37414873532943105,0.8748839317588154,1.7484056129672088,1.3432195588213902,0.8629009124620426,0.8920036039099859,Feynman64,None,0.9455767364661759
0.8999180016415399,0.5413027434878422,1.6026282276079717,1.610285228725036,1.500823656200172,1.5560646400029132,Feynman64,None,1.4238962588047843
0.7626730140713326,0.43509036062702555,1.3112723985305648,1.082856113791971,0.5297726637223693,0.409928061065129,Feynman64,None,0.526913312042252
0.2159221177740972,0.6905594694416799,1.377116414238829,1.756231425387378,0.37948180850889723,0.02451882474913636,Feynman64,None,0.4068823708393626
0.9671673830265284,0.13409430723973392,1.6558208652965165,1.5949639621707987,0.3579883612461136,0.4369347550236436,Feynman64,None,0.5356525244004935
0.8601542382715216,0.4424278236512471,1.2303569479239114,1.7059493874060674,0.9148043003406046,1.2087353656534028,Feynman64,None,0.9671066366943785
0.842050565023245,0.6629573257880688,1.5614884958509314,1.4506844140989585,1.5536543238012241,1.5688613640333064,Feynman64,None,1.495809848640241
0.7597633337922488,0.7943043312238662,1.2041207364487727,1.799977250588436,1.6373559764935632,1.6569231889282043,Feynman64,None,1.687315420650862
0.7781290308001038,0.4211982463516116,1.6993631642388132,1.0323624464530177,0.6455058534187065,0.32842579979685677,Feynman64,None,0.709746209492469
0.8672385849840034,0.4093275100881909,1.3681741004588488,1.9230165829707047,1.0593195117508483,0.8421949197606737,Feynman64,None,1.1167576893912765
