m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name,Predicted
1.0845923293415913,1.7986109371738175,1.7796517806749992,3.9599921309214015,1.8574801582802893,3.9411271678409774,1.2746588632028182,3.6647880264307635,1.0056570751237808,0.18663315118500826,0.24738230063138839,Feynman5,None,0.18136622481706016
1.0826046576727477,1.9849990612642021,1.0986321105876375,3.506980736186334,1.2466169304785857,3.247922098520429,1.7171750040288303,3.327106316887623,1.9314394823215468,0.25115393141459724,0.23947893240983117,Feynman5,None,0.28129742451660494
1.523046830552125,1.0942386213942803,1.1647178811360313,3.392735266272013,1.2231180414643326,3.6835227138268385,1.1924481373557847,3.533138111902547,1.066541627154927,0.11420342777475928,0.1212696666819283,Feynman5,None,0.0961818204443192
1.2826152800541777,1.4392620191017744,1.6301268797020925,3.0578629659106342,1.4321777973123364,3.43920858531406,1.7882158427363624,3.4357605296741895,1.1019377182662389,0.2782382125177316,0.21008494440177305,Feynman5,None,0.2929959089642538
1.546096070604376,1.1621922992533598,1.397722481950931,3.8980413086489705,1.1837779524738825,3.7708042429439015,1.51101728324693,3.8970637374561155,1.8683703794092972,0.1513920906393152,0.12521642826912777,Feynman5,None,0.13341988330940632
1.0136634350862295,1.9000016396598818,1.1720609869222356,3.6454689900400563,1.4309092868817717,3.262386502356657,1.5439709806770632,3.6681857882321047,1.1203676789824453,0.1573215896545878,0.10565746102110808,Feynman5,None,0.1554117920608454
1.3357242056871315,1.8275477674970022,1.2876285121299251,3.303895665873893,1.4835990070080205,3.4447420958228423,1.85480387710775,3.1843822213153596,1.7220097975190172,0.39389255044484917,0.39517133735078874,Feynman5,None,0.3792547092753157
1.0106507243491558,1.4141247458002952,1.3905544144576538,3.52237257006905,1.2428670982999463,3.867864926340691,1.6334922126367122,3.0197261367287753,1.3363422658711852,0.1526115871362948,0.13759474208004946,Feynman5,None,0.15226976121337443
1.066946277586014,1.4175597431177032,1.3515469699734748,3.911660279074038,1.9275921969184235,3.7605023077502313,1.6633865703978048,3.418267739487571,1.735116880278806,0.18304687493081812,0.254713250259069,Feynman5,None,0.18800066481527875
1.5358779220189032,1.9610829588373135,1.6214473339487059,3.037302759928262,1.0758792894858111,3.8731196456201955,1.6156919797908698,3.8330949272730486,1.334856021530602,0.3216318419171043,0.3692094330308096,Feynman5,None,0.34240726203376687
1.5261573281279954,1.7606397099768634,1.3726747774741968,3.3021087160635525,1.7970920836759887,3.375720663474242,1.5111658624629867,3.129927688321864,1.4702297762432825,0.4341210484710527,0.45786196243699423,Feynman5,None,0.4225180114596529
1.3935654682909422,1.8686228781622964,1.5854398208155909,3.239032784376339,1.666681730097416,3.6108762233659544,1.779936528612172,3.0987740508212513,1.3626787806494316,0.4671029691326183,0.5475216690671211,Feynman5,None,0.4497795911955249
1.0392149721923596,1.0244495536460039,1.723646812905743,3.8762960925304064,1.5126374538387006,3.533538962166631,1.0394170186887193,3.376053497709635,1.0325696082058933,0.10607477736898274,0.13808780756153463,Feynman5,None,0.07368620961486842
1.3012393369970572,1.810497605091836,1.3446896326349902,3.53855770507736,1.01813570439757,3.220715764875159,1.6020147831575655,3.830750223859002,1.0921089222506661,0.1923126103445914,0.2149532097828526,Feynman5,None,0.18553132280447943
1.8740882265637344,1.980012509962031,1.1507046220369608,3.0169182494107734,1.8533189965866876,3.5047926652990915,1.8548195254304052,3.1093842236458245,1.0107815203757555,0.5035005642012788,0.5067635352625705,Feynman5,None,0.5225715518133071
1.1851889080236107,1.8219855980746837,1.7536348978109877,3.0478717061966094,1.030268777887529,3.995192876516451,1.699635267486788,3.1935923500199417,1.2067681249027986,0.28498327472661006,0.2551892209179696,Feynman5,None,0.2929374682227428
1.4106501686187762,1.1500585587596088,1.6807707766235724,3.0021847292189174,1.0478458986936752,3.4045567003280808,1.0188789527076867,3.2465827096594198,1.3184816635637069,0.2061285167200952,0.14585251190419837,Feynman5,None,0.21050706816936346
1.2689249118988144,1.2652595433354543,1.9081401328910865,3.3527338728785434,1.294499398660021,3.5164888317493377,1.29635416666645,3.65614238244157,1.9069556007146031,0.2505980004747687,0.2761405083559865,Feynman5,None,0.26701762650141886
1.7146372560307224,1.6795607348871955,1.5826527548821272,3.569564934958162,1.9761362582693867,3.58415380275824,1.284648137297287,3.233312551014258,1.1598581382758422,0.37587000901215256,0.34262216068886653,Feynman5,None,0.39121024652626635
1.3620708453619974,1.5401477826738703,1.0903238478764357,3.0976057679745232,1.1069644555333313,3.0356730551731523,1.9840449795910655,3.256198917272365,1.5577398520337526,0.2875862934539602,0.403149229857726,Feynman5,None,0.298663052930252
1.1242412799551404,1.2216691504055635,1.0966117642954267,3.9733959673178156,1.7870119605836396,3.082527900168721,1.623789948754545,3.99514745478137,1.433947803023342,0.11183172421315986,0.10769828216196375,Feynman5,None,0.11096506336863103
1.1433571096964306,1.8702540201906817,1.5631274178048993,3.2556229226280164,1.8243310427110928,3.585772730244314,1.8132563352147153,3.156561675308672,1.91490799721407,0.49650699278457083,0.4296717005482133,Feynman5,None,0.47132982059047507
1.1556884077887775,1.9199402502156033,1.5440635828173086,3.7163128699445553,1.6304717791128274,3.6227051292405563,1.566986128565631,3.851150983632876,1.1279433386724234,0.21422753668835465,0.2765786019925595,Feynman5,None,0.2140702993869627
1.6594409651557633,1.2660914277133308,1.345771088953411,3.2547954229355405,1.6080889221525245,3.187914503154053,1.1440914873353751,3.269775013338941,1.5858439205830948,0.2907580436230573,0.3625652365367007,Feynman5,None,0.29200262407323413
1.687443103211887,1.7630907899965869,1.213536939019083,3.7977092838148527,1.3680622192872502,3.968723804490291,1.650950879263616,3.5292976794997157,1.9422897135792296,0.2617407253262035,0.21017381688855616,Feynman5,None,0.25316179515737514
1.143924502211004,1.1527832271217582,1.303222833258514,3.7725976076973198,1.475253985892544,3.7822656834714756,1.0520932161522976,3.760485332977063,1.2057393353372596,0.08923689883838096,0.09654376036971411,Feynman5,None,0.05752639862217223
1.0762765351972998,1.5110727058863431,1.926904792083878,3.91636129989136,1.3748579878014668,3.6475782006408286,1.1159460356695687,3.4046793533996365,1.887101230683995,0.20655826421660847,0.2102080293549919,Feynman5,None,0.21199984936493313
1.0203745836531262,1.7580405262199506,1.696754560848644,3.05773011148657,1.3878550984541094,3.7660072644455735,1.327067877449823,3.126050432678775,1.564747239105956,0.2723808077527155,0.28831676953745655,Feynman5,None,0.2965306474815709
1.3490249572056068,1.9204512297146592,1.3727020990188692,3.249760665731327,1.7317698300172775,3.484428493482926,1.881665289384776,3.244736485704149,1.7135073607897415,0.49271320000460794,0.6031006258500605,Feynman5,None,0.4547685168053871
1.5040650825964863,1.5840747184699642,1.7506883184472377,3.9480453334921632,1.786275166322248,3.382241960066532,1.7567700665188128,3.791894475269097,1.849701036401319,0.3761980445446995,0.4068305337931474,Feynman5,None,0.38924713851146225
1.1937046249865029,1.2683246483974695,1.688272457908384,3.834869496221672,1.899146775787423,3.4210495063668485,1.4543773446304917,3.9786159522604563,1.9712730558318974,0.21951207876469023,0.1941978377732161,Feynman5,None,0.23104789297611272
1.8948654930797204,1.3879562868030773,1.1020622325159277,3.392611662760142,1.194271631014146,3.798105014104987,1.031083772140828,3.0214593117094437,1.6649721449397825,0.20227372644364314,0.20282682280582742,Feynman5,None,0.1898683080036555
1.6894445612448807,1.1827607763113648,1.020893756569702,3.6885620244954143,1.52483024691794,3.5686021586348167,1.5535764346813856,3.533215790765219,1.1211417123760352,0.1401054737740762,0.06641035769861728,Feynman5,None,0.12418733585659607
1.8468013156008665,1.7489100026784286,1.3400803940687647,3.055694113068662,1.6701760086959183,3.4796128349122863,1.8542531992674993,3.871066706891078,1.215075947973066,0.3726246319958743,0.38751222926930945,Feynman5,None,0.4096246462045069
1.097894185220659,1.0667201130388566,1.563090541917442,3.98629007039629,1.5714553622214364,3.0324680158545596,1.3010941772615188,3.379456741610146,1.0072502228320808,0.1266291149690283,0.09011699295715435,Feynman5,None,0.1068621382528807
