n,alpha,target,target_with_noise,equation_name,varied_variable_name,Predicted
0.67198552791598,0.4717445284569769,1.3544608408891166,1.2068779829820055,Feynman65,None,1.3489247251410708
0.07849354521715357,0.2770981565399877,1.0219092618715806,1.130551307880733,Feynman65,None,1.0237421049224955
0.6456882383306374,0.36704806871613416,1.257327364360685,1.277495236560683,Feynman65,None,1.252188426756119
0.6216082778962889,0.3815789422835444,1.2575560985909733,1.3252119592717135,Feynman65,None,1.2509790950581026
0.5027201630840332,0.7917537628115158,1.458918438264798,1.4477104838324328,Feynman65,None,1.4599766945726949
0.0007778444723411937,0.12632383488437848,1.0000982635151572,1.0703509746350879,Feynman65,None,1.0020495163252963
0.4561422771254302,0.8341436026657048,1.4357546588303163,1.4533508398691135,Feynman65,None,1.4407504088140017
0.01598639778153499,0.05187977189285675,1.0008296000189358,1.0634762539320066,Feynman65,None,1.0003910305005543
0.5734068164850018,0.33190040167535917,1.2032048593813305,1.2471444132569158,Feynman65,None,1.1962347236824922
0.7114982327172802,0.039709197215025416,1.0285216310801764,1.0816780425419041,Feynman65,None,1.047701985461015
0.04172341519736211,0.9269479967122907,1.0391805443467048,0.9070295898818573,Feynman65,None,1.066925756584767
0.6872953018660297,0.30491618461483994,1.2253064264025861,1.1172926114114359,Feynman65,None,1.2243910162435299
0.08071415091274103,0.38250076566785485,1.0311942468533448,1.068692036437324,Feynman65,None,1.0347145001974347
0.27347094022366214,0.45859637199302694,1.1308843024882596,1.097755133817951,Feynman65,None,1.1233433964532047
0.6856123669803786,0.06193547043086467,1.0430734102911856,1.1360636310078254,Feynman65,None,1.0588984355831146
0.7721371562404336,0.2944639840134816,1.24601151582785,1.3072329347566267,Feynman65,None,1.2508978814616303
0.20008620047679826,0.21881454724583438,1.0444301820583681,1.060721615506912,Feynman65,None,1.0412397196025411
0.1606407946726519,0.2924072922994915,1.0477197118240846,1.1603356544070786,Feynman65,None,1.0451630256560993
0.9966456474155089,0.8354488814029088,2.152529785207939,2.007748530699186,Feynman65,None,2.1332450892282386
0.815456651514319,0.08952269320567974,1.0748226058244341,1.270757231696149,Feynman65,None,1.0942504605751069
0.11753525454727498,0.09427481672667348,1.0111216929791653,1.0213378597400347,Feynman65,None,1.0114098856938003
0.8278737253514094,0.3283238228009645,1.2988912788566638,1.2087483554948406,Feynman65,None,1.3069455116066337
0.21999091363541246,0.03218563099650695,1.0070972972830226,0.9678292599413779,Feynman65,None,1.0108709758091095
0.761222950702994,0.9952265566817832,2.013537745038538,1.8448468112830052,Feynman65,None,2.008360814262263
0.30620636610274987,0.5671924356792842,1.1843504709570762,1.307938849817784,Feynman65,None,1.1776815912941174
0.7922870445453174,0.33948534663242547,1.2954597639542884,1.275073091718129,Feynman65,None,1.3003034002118679
0.6636947797628844,0.7299021507015973,1.5777211684453247,1.6816428862143897,Feynman65,None,1.575376596369671
0.2490091329185652,0.8300222381283515,1.2219760161884594,1.3582311676257464,Feynman65,None,1.2322570486611544
0.9933528598887339,0.7593387771465073,2.0076436378246445,1.9402505808629313,Feynman65,None,2.003137622040014
0.09633492290660917,0.9418125813734195,1.0935589598389144,0.9235345043038685,Feynman65,None,1.1191197374631625
0.6467246469708918,0.4057091352899952,1.2875296406783443,1.2303609557350341,Feynman65,None,1.281572793032117
0.29988773141034863,0.4436542515179671,1.1392207430162709,1.1666151443462505,Feynman65,None,1.1305396039307047
0.5528669130827082,0.9420577268071354,1.6302509499454638,1.680958038146323,Feynman65,None,1.6420632478873283
0.17884884576243776,0.3009180037017428,1.0548019636252666,1.1350245013209341,Feynman65,None,1.0513635779263077
0.45105477111811054,0.2443424317443803,1.1144151191149918,0.9682179820672311,Feynman65,None,1.1084898003705577
0.2364703755163603,0.3870541996484633,1.094407113915061,0.8891923813104452,Feynman65,None,1.0881034533336715
