mom,Bx,By,Bz,target,target_with_noise,equation_name,varied_variable_name,Predicted
1.8596521321364752,2.864600000796587,2.6550018922173635,3.5060304340966217,9.7604666597574,5.9358242268883,Feynman91,None,9.559231692965028
3.401556573713862,4.1358995063933,1.8577001807824294,4.4178807253078105,21.533326744379977,19.185022586201754,Feynman91,None,21.331863020086864
4.695238391310142,3.4500749139796594,4.1389634804483855,1.1111742311585684,25.831810504080696,27.516732441822466,Feynman91,None,25.549152239207253
3.6221760093450883,2.115412671327178,4.084599690350627,1.0943579166063246,17.126629016052558,17.68163033304392,Feynman91,None,16.785839733460083
1.6485478270771527,1.5946846519357885,2.963227823440905,4.908576213282342,9.810987035784102,9.784812746304485,Feynman91,None,10.357758957943803
4.1082918224357,1.6090280082892776,3.618572818088446,2.5158116087643636,19.27500388565084,17.772180236785886,Feynman91,None,18.96905472452885
4.486719722199821,1.7828208351110084,4.41950765627694,4.25064702159985,28.651314656419714,27.604600089920282,Feynman91,None,27.65310510096646
3.1615447691888647,3.1586389760369764,2.235032702110846,3.4108643515511106,16.307677886693536,11.509653153504303,Feynman91,None,16.140204194665213
3.784993028751283,1.893673436154268,2.4372989100975744,1.3502990224175413,12.751400812268377,12.180303432636656,Feynman91,None,13.186153650661122
1.2920034084515577,1.6739144997355946,2.7444535799321983,2.1956442498874487,5.029673002956761,10.04223198696031,Feynman91,None,4.64096386635853
4.941160526023873,4.390652781434276,2.3292297015061854,1.6013795840309113,25.80192433878298,27.992405728301442,Feynman91,None,26.271773101819342
2.307793487329912,1.981638637866363,1.8385141283511892,2.2548961253642523,8.123820679547114,5.179988422396834,Feynman91,None,7.809907648807376
1.4125379132176725,4.692321074795537,2.776786119485712,4.604539952009752,10.080633637901196,10.331056925186038,Feynman91,None,10.712724684365611
4.409993202459411,3.2629363970376115,1.997789360697051,2.3199683398076845,19.732031203281924,26.286586295425526,Feynman91,None,20.27915659417781
3.684599647558925,4.9588062207100325,4.902214180374568,4.637344727342935,30.855399137097237,29.819870313579788,Feynman91,None,31.510815542584844
2.4733975390322454,1.5141206632746038,4.053380017130403,2.8891346363336248,12.868693037154529,14.14842063404942,Feynman91,None,12.651524238776256
4.425356151478743,2.2595147352780165,2.460212806233272,2.1513155524792493,17.582766172729375,16.736280390556963,Feynman91,None,18.058291857712344
3.6366223770610686,2.7605518752741602,1.0770316859475462,4.176643636047827,18.62326923195256,20.463022106895206,Feynman91,None,18.472254106887668
4.337386585683313,3.035455364612848,4.407530313243735,4.414142620313672,30.08938823766069,30.499269540543672,Feynman91,None,29.607853733608266
3.82236917991611,3.8642961279199115,4.822026409002168,2.363213907661213,25.288230384319142,26.55745154289842,Feynman91,None,25.212592375576126
3.39269750548372,3.041210772465356,2.7521834562962506,3.0344042807778004,17.309769453861044,18.08913802915867,Feynman91,None,17.405474410973557
1.4189854668696644,2.2762344424878247,1.6876467793948184,2.4931535995075245,5.355652272913145,5.276279301822369,Feynman91,None,5.024915482394827
