omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name,Predicted
1.2907099302784926,4.971162227851364,4.651185386689379,4.421312912384602,1.4408285896401485,1.748510437790939,0.8077827029136773,Feynman44,None,4.576294273626636
4.379897801131314,2.893509655217972,3.193266873942648,3.9201065564109343,4.242223351346999,1.1088005453952887,2.0290923907488727,Feynman44,None,1.3055064516633836
2.1306725563258744,1.5838630877585937,4.873704948790447,4.96110829541102,4.977708429193642,0.1310685416421457,-0.8019250866473873,Feynman44,None,-0.972909131001946
3.854082758941341,2.7100069539102227,2.0967593542762057,2.8520551331346864,4.150665653402614,0.6205834916265205,0.8061803907067276,Feynman44,None,0.17863260114074228
4.982163267875828,2.3652916451297425,4.601328674729996,2.7927594123157755,1.0630558342963732,11.012794043993908,12.424402746296979,Feynman44,None,9.142729156516685
1.1176331171919514,4.096396594432336,1.135986309094537,3.5781439645639046,4.623605279653058,0.08617873027869537,0.7094040708481445,Feynman44,None,-0.5913074743773029
1.1759816393702063,4.7115791211700895,2.7084844037101736,3.1991535942912455,2.6242969726194016,0.3015459618014675,1.243282983176923,Feynman44,None,1.0616757115005138
1.452188073726263,3.1087711595429828,1.5328260035024726,3.2974611000586878,2.557553581185643,0.32910829395483654,0.9103447384542158,Feynman44,None,0.3454605778689506
3.780649248332966,1.3732147083811173,3.1067479423629245,4.848521054343546,2.1911944689766942,1.7395053877696423,2.158452439820038,Feynman44,None,3.3584976384882768
2.0908024973628403,3.3810776297579417,2.073645425148286,3.296244598958041,1.8677743139502194,1.3716335554029777,0.503222115142725,Feynman44,None,2.1537637410722374
2.2998386440777545,3.0103428693883294,3.4723549287984867,4.043744622796034,2.68350407357308,0.8594499094521776,-1.2940448755590808,Feynman44,None,1.1901492179118471
4.710654440985877,3.4940580591168593,1.8487376356610192,4.974085868584633,4.237355208081927,2.0906614988361425,2.4938118756054997,Feynman44,None,2.964885819451654
1.3053021336091963,4.240356187873356,1.5055781812284996,3.2742027716506614,4.909040345973484,0.09834129809676982,0.7899833616332632,Feynman44,None,-0.6645015953977118
4.581409274194898,1.1693869248225424,2.322069598351592,4.928101559249689,2.590234539108611,1.5714431720889495,2.9044785589903004,Feynman44,None,3.695589541744883
1.600074229403015,2.3616187934952593,3.004300971668668,3.543247100568937,2.526147016503473,0.3248398518494411,1.2449878942804027,Feynman44,None,0.13503775851819214
4.792783567932724,4.50604289950318,1.4275336092269275,2.6936648843577164,2.633291911791067,3.893948499679956,2.9660934357132858,Feynman44,None,5.1100212014649005
3.8680817617217205,1.2042182665460595,1.0428066237433447,4.835643503438243,4.388771872545741,0.4335165123691696,0.44083654793152705,Feynman44,None,0.16226001648331653
4.398942516787313,3.1986427190990487,1.7057758391044735,4.845584766179717,4.622619023742047,1.368023972930868,0.8424916067321366,Feynman44,None,1.9280029691769052
4.860159420321166,1.3273738313798225,1.8114573081826775,3.084857405560177,2.677538941197259,1.1463970041363378,0.735018752991887,Feynman44,None,2.808880328341666
1.4616193336234318,4.3661188798773125,3.9412570521212906,4.942050208787862,3.07428088524977,0.483754683823375,0.1884984107485132,Feynman44,None,1.553095679500649
3.3511227051812646,4.431798074480062,1.447162927861052,1.6429026532826119,4.7403962208862325,0.349478837973393,0.40337203207453776,Feynman44,None,-0.39466330063651384
4.864206325282229,2.5978311654300934,3.821431233157711,1.5156209902252313,1.507452522564407,2.7868334850629277,3.7015673046724737,Feynman44,None,6.132158580652416
1.233237007163169,1.8109794247370559,3.666320622823795,2.952862266516179,2.6157597551449987,0.11251378647393216,1.2882043012798206,Feynman44,None,-0.6665726773443608
1.1213746017797295,1.081375030806858,3.859719244279109,3.9410099401160674,1.720707375509273,0.1689661284281474,0.01810535276946773,Feynman44,None,0.23135826647377045
4.377830652725575,4.4689790119934045,4.402944934257041,3.6022100840880404,1.1456271602290196,21.62076871570632,20.513532452513815,Feynman44,None,10.433295409206229
4.8137204403812275,2.0470179499654244,4.451507591178957,4.1205952133325034,2.8696807725440037,1.9513043379591875,-0.4945506434771729,Feynman44,None,3.4807411403152226
3.699876312679528,2.6936973637361556,1.1340301690310524,3.6847330051150307,2.9431538881200643,1.5364282273046426,2.3235478538974155,Feynman44,None,1.965183691888456
4.968697494747946,1.1893341033261384,1.8539137847565361,1.0044807429324099,1.224306047611611,1.0145088556519546,0.8885100257889388,Feynman44,None,6.140450249062094
2.172137444008924,1.810793754473257,3.1874805918145848,1.6815836092264989,2.1945119092837655,0.2508634852910188,0.7347652752478702,Feynman44,None,-0.05403219719719363
1.929900807000954,4.0625560722552265,2.4665774661750848,4.832486568823395,2.776156731881972,0.9428563569922683,0.9256446941681385,Feynman44,None,2.088626207926046
1.3565009186132775,4.205855488990105,2.1611497971376528,1.1425825056419412,4.703713155321298,0.038560874890821065,-0.40089080206455074,Feynman44,None,-1.5811335881087893
2.911218907081283,1.4227301915598,2.4245041299063166,4.918718368922953,4.536628855416218,0.2691746578147898,1.2566324085943525,Feynman44,None,-0.4472132812382628
2.7347012857480015,4.778707301186798,3.739573193847075,2.277889351214726,3.694119380202923,0.5603613493864088,-0.363796233370544,Feynman44,None,0.41174581119994863
1.002302960254756,3.751568437497136,4.757226514181857,4.7567400892538085,3.2773757139471678,0.16553928231789916,-0.008402497963536565,Feynman44,None,0.4305765110273235
4.271450640437867,4.522059172868623,3.345876155482808,3.3199805691578144,4.238285998816755,1.4309603882490947,2.496470242854648,Feynman44,None,1.923723788864697
4.002649054667552,1.8321075346331481,1.478434203979662,3.114752239555705,2.9794466879611416,0.959770164631723,-0.960307149382902,Feynman44,None,1.3379637856465159
1.990697934565913,4.683037471847751,4.957067459316718,3.897064114312081,1.2991142460890792,4.157770191444811,5.117388188432204,Feynman44,None,5.097552213755122
4.312057238443105,4.442868632040568,2.3415239540587494,1.5466850981337203,4.496046714568952,0.5684653080486087,1.242471558086791,Feynman44,None,0.28746974945819254
1.9779481626140907,3.343076547757878,2.2154738915385157,2.686516859559847,1.7945685003992513,1.0631005284305353,2.1091907924436493,Feynman44,None,1.7337237998486816
2.5864368722973663,2.6347035462974233,2.248313489120049,4.368239414080226,2.0035040365169308,1.8663054006944757,2.3445792923641084,Feynman44,None,2.6447374758653464
2.7061735972524485,2.22226220490477,3.269936448418175,1.8945285112201353,4.348259373876086,0.1391280040173996,0.6038694768682036,Feynman44,None,-1.1974964379129174
1.461087713020624,4.963006600686828,4.455416706082809,4.078152056755735,1.4428469973292288,2.0495455669203224,2.122833042067347,Feynman44,None,4.466140254903531
4.02265805042714,4.788393631379654,1.4076915041199562,2.908758864884466,1.7645431694674212,7.099586109052832,6.093006548841386,Feynman44,None,6.7736448121231
3.256032463371121,1.6727684471571602,4.945976477901146,3.2254839009422858,2.9764564703573835,0.5110693737299521,-0.5996926939371272,Feynman44,None,0.43539855784326015
2.574332437824085,4.172719509035471,1.4833164636195013,1.7537283299149404,1.5109976814123396,2.0640710992781472,1.1748238980247,Feynman44,None,3.1790968276481935
4.880096718672119,3.7835373321380836,2.6350641912620163,3.5113500997817626,1.0588212362105027,26.448596789611123,26.637906695869855,Feynman44,None,11.345073073616277
2.6375760518709566,2.3460423895491496,3.442543025143384,1.4437384483944062,3.3162625536664,0.1740604301067075,1.0109020670939823,Feynman44,None,-0.8200064664268424
2.1235337531922545,2.035966795109062,2.6330852080363267,1.5340129447373156,1.3407908670014073,0.6860494385133543,0.5040418165761733,Feynman44,None,1.3157293021750733
3.862662101029871,1.5321046683326447,4.3839115360682985,1.828782364486794,4.96081864883663,0.1024081004776999,-1.2391685743020866,Feynman44,None,-1.163112679843598
2.075259889185205,4.27402919373422,3.33633489184173,4.626250618909919,2.9199047915956924,0.9840484837206904,1.1808901656637099,Feynman44,None,2.025295933970581
3.8501227012107173,1.446547320438976,3.103821802125699,4.803300445820739,1.5954725014643762,3.5640918079323183,3.33131565960769,Feynman44,None,5.16376025755107
3.871489316334071,4.123186412575304,4.070634778811055,4.040250533088171,1.049157984477091,21.296651920842322,21.907771501767044,Feynman44,None,9.443048455946139
3.2409177812843017,3.202178858228397,3.062073556357137,4.792852590125177,4.603379148783031,0.7317855993875354,1.0498151579431756,Feynman44,None,0.8369813173619829
1.4749279377919509,2.659287337705072,4.347177689921969,3.4349187051711016,2.3642322341719315,0.3404541325586148,-0.7221065229653145,Feynman44,None,0.3319373288217961
4.412735751027526,4.927790408875821,2.889439905635579,1.8870063142438651,2.781367125336487,2.1221465011953375,1.8536172189536482,Feynman44,None,3.658308702644686
4.104396157642494,4.7148198306746565,3.433622804168498,3.860041795937886,2.482324636471081,4.73698374478915,3.8118625598544402,Feynman44,None,5.560381449334178
4.092733241049668,2.4399046514723537,1.643876967659902,1.0113202921014044,2.2262410647046598,0.6748552193965985,-1.5894270592095996,Feynman44,None,2.0404645614732555
4.77903515529306,4.386117109417823,1.2166726806495523,4.899346504246876,4.547707748095986,2.353039255825597,1.0979506985382648,Feynman44,None,3.486782214773774
1.027027376909011,4.7000380721126405,2.8509095913016615,1.135635754076847,3.0811295033086816,0.05750274765261194,0.3338931943976159,Feynman44,None,-0.6855039881238305
1.321882640796562,4.163966976083772,4.61634241403654,1.7627141128983417,4.827968115966165,0.05214311396751033,-0.5211815525922574,Feynman44,None,-1.368615716137288
2.755261397853592,1.3039026602056931,1.9501515785953352,3.8521030771057236,4.867331210112627,0.14958622392705992,0.01366965542176457,Feynman44,None,-0.9785346502649056
4.30414408302864,2.8089720321846388,4.452163265755488,4.364219919872147,4.930961800372191,0.8335319345324019,2.95217073040197,Feynman44,None,1.000817511193265
1.5329451382230728,4.632187922886324,4.550047533513556,2.3017756951971386,4.429177613710182,0.12278689683112955,0.7582412231983887,Feynman44,None,-0.8071218502423468
1.7001913443254222,4.146258381076285,3.4861935620539164,3.8342535127543993,2.9535562392986745,0.5180763620220019,-0.4146456144721774,Feynman44,None,1.007694045014325
4.600948423807781,4.570025388187334,2.5063500209014635,4.522246496287675,2.643764039738553,6.064514430859778,4.990175748960491,Feynman44,None,6.634791185523362
1.3382874362676573,4.350735793982447,4.315096975815415,1.7534589418628581,2.8292284736220545,0.1627412338259771,0.1780775936215185,Feynman44,None,-0.1589903727595905
4.998293581403769,2.2701584879643018,3.3107409298892483,4.5646484002367895,1.9218611759871083,6.237424433056699,6.931957571872799,Feynman44,None,7.303129705285277
1.7502250054930575,3.645480029964472,2.7201054390042407,1.268951450392609,1.1881701083709766,0.9360036734077927,0.22942400133902674,Feynman44,None,2.084888403295482
1.9059284392815816,2.3042472739341178,1.9093717922191606,2.5268027585004633,2.7591153617501516,0.26772826867538047,0.0437669683171413,Feynman44,None,-0.3484825036184587
3.3771910908723863,2.974966828872334,4.504658448146365,3.6610513497912684,2.5656955786774303,1.7073491515481958,3.034937051081723,Feynman44,None,2.3386130912377343
3.6801613202986485,4.339949389457297,2.1662385323515863,3.7196825616490314,2.726339360011447,2.864744618076687,3.582913833669893,Feynman44,None,3.740321060916097
1.5812778491556427,3.6757274732336014,3.2747821515615954,4.605069352221783,4.469024318283013,0.2095342799846621,0.01841106243796728,Feynman44,None,-0.08289351169002246
2.241128269385804,4.829152268718099,4.3296157363308785,2.170505039605193,4.2451684179689835,0.27471951347801005,-0.075688891130481,Feynman44,None,-0.3652036487657837
2.7368551099243015,3.8088976074934235,2.9631177975672007,2.468794436548005,1.551169969392817,2.767090303034306,2.6779719256387033,Feynman44,None,3.514142439453283
1.1817362300845127,3.8954595151090285,3.1429377494078055,2.3870386856950505,2.7340068667110584,0.1704837288431566,1.88806210598439,Feynman44,None,-0.04325315705548205
2.7171189077336613,4.238974554443374,4.527304868518788,2.3434785078445155,1.0845030896171846,5.71583024573687,6.419768575546046,Feynman44,None,5.121019994820598
2.0325972481260557,4.037816133916625,2.0628883530738626,4.658926668012468,1.9234372068714176,2.0909968299301416,1.7386807885161435,Feynman44,None,3.6273978149150943
3.3726635287882982,4.8567336548083775,4.459079901812338,2.0140765026383725,3.5037249992896293,0.8105682857574098,1.9273701748145609,Feynman44,None,1.0297836961712588
1.2421091605871202,3.908766096887159,1.4617776945189522,3.10087078040019,1.0523560126764613,1.6905589090918318,0.6464694456672841,Feynman44,None,3.2332797438490686
4.691516502786237,2.6365862486565748,2.135752338333498,1.4953776565456511,3.458805205734731,0.5963214460497085,2.022755185733888,Feynman44,None,0.8053408059525159
2.0027306655195085,1.8446001753172632,4.442852243408822,3.8277810854062553,1.1686571920306554,1.8973200529835135,1.2198606834011414,Feynman44,None,2.5765053790742014
1.0619765986476657,1.7769318488818473,4.596211003210052,3.238750342180459,1.3592987780037156,0.3324353209687631,-0.5635855846269424,Feynman44,None,0.7865980234268775
1.699882769424148,1.4048167515967114,1.4935644483406914,1.6595650045218995,1.075076296539888,0.5408715254833065,0.02809385533666986,Feynman44,None,1.080639997168741
3.443941429296773,2.9672871934426124,1.6917424131252616,4.09974927483679,1.596588639963763,5.51931977633766,7.428581397864373,Feynman44,None,5.208280843920654
3.5259711621729566,4.971113241788615,3.5129205684946276,1.0199576878031613,4.845911281811228,0.22252702195573568,1.3976094413065732,Feynman44,None,-0.5977158902828067
3.570714308582571,3.4233942178634558,1.6417964487150947,4.322210638255568,3.006024471582929,2.049385823814477,2.3552271515765244,Feynman44,None,2.724481790593833
4.3502595050504445,4.801128108322562,1.622633802526432,3.053912199662331,1.7463749115397986,8.869739651227867,7.770535773035639,Feynman44,None,7.765353401027948
3.002003835167694,4.026358300260757,4.938346170897045,4.782328635791243,3.849080375351227,1.1155287151105926,2.4254603366089253,Feynman44,None,1.679076387969529
1.285838583139205,2.4636962701789953,1.4209389907478887,2.568763508330208,2.753672607269953,0.13662936863695677,-1.2086728895451277,Feynman44,None,-0.5846002826855005
4.7231725399479645,1.1754795564587441,2.4200803332230194,1.1128650870256314,4.112519284429954,0.08057100155752533,-0.05778919446323494,Feynman44,None,-0.7780370309741551
3.8107748391223955,3.6579425977208806,4.819409923163805,2.2154819931471774,2.3841506027572126,1.7421773837860361,1.3609048511393822,Feynman44,None,2.8360653979037527
1.9743387310218647,2.4256880452636618,2.753767877728391,4.117015938875814,3.220606986634957,0.36402792357454306,0.47117056100315446,Feynman44,None,-0.0005143412124762382
4.658493436025028,2.914873666851229,4.901557400206652,1.9666940652588414,3.270773904784453,0.8439993103509815,1.2523501037993268,Feynman44,None,1.5279495072123244
2.1167662501975077,3.6365799104698096,2.7737346402940086,3.792831689298322,4.066072335897821,0.3660648745097735,2.1320629210827757,Feynman44,None,0.023232404940420087
4.25868178339387,2.098883839542978,1.2209282969634083,2.5973388051350863,3.6766120520900336,0.6862659219595966,-1.1014817539432946,Feynman44,None,0.48990337430162983
2.9315328022155285,4.216567722587593,2.4768966066054636,2.4729117104496607,1.7686349142271616,2.744685080324859,4.845148171586772,Feynman44,None,3.6548619952567356
3.202415209754611,1.1559826337388945,1.3124624793266886,2.172946018140492,1.4224542143858012,1.1258188880015645,2.1741169807726903,Feynman44,None,2.5099109019989423
2.5527337576600573,4.25608409378514,3.8391660378159083,3.1525326574586154,1.1361842649560838,6.471361776987142,6.797931981835584,Feynman44,None,5.380610392875129
1.296124655642326,3.434938619771776,1.811853769771825,4.37853096306039,1.9273743957130862,0.6806150502294638,0.08452691056550132,Feynman44,None,2.006803445147455
4.139409851991754,3.3998043140720613,4.5272593499354805,4.941803810860282,2.6877869239222107,3.6898449547692387,3.4141716521832075,Feynman44,None,4.677764823879783
3.3350691090907034,1.7721766205036475,3.800086130700614,4.7841173077866035,1.4523819187893299,4.012104357977135,3.3912019855657385,Feynman44,None,4.783845996632588
2.5752881299916326,4.772302708628137,2.22926369007302,2.9956999726193474,1.5209347983822332,4.021655141520868,3.876046516693183,Feynman44,None,4.759352353561776
2.0760395277514796,2.8944558037474746,2.991645056125031,3.3670785236888494,2.146129617913076,0.8779492992230394,0.399468617527573,Feynman44,None,1.3015133639676344
4.933983838692387,4.790018649527653,1.245056844779909,2.4687464822291316,1.405398338179415,14.165548578974176,13.920166108912477,Feynman44,None,10.07430337443205
2.8401063465884877,4.652095945738881,1.4239956871389947,3.23760042212919,1.346949318796292,6.6408834511007,7.145603119949008,Feynman44,None,5.858428296001693
1.2152181874529302,4.599837618828814,3.3934098132108104,4.571399225171881,2.0721829383349517,0.7213550091051133,0.5140517628063211,Feynman44,None,2.859538571512162
2.07495467548169,1.2905329899531504,3.9096280106398913,3.558451309753917,3.808326492582395,0.11961881367046256,-0.3449183397537216,Feynman44,None,-1.1004825720159082
1.848619991437289,2.271642803481258,3.702261505406294,3.4867209352086577,4.515039126594591,0.1254944903819918,-1.2203428557764582,Feynman44,None,-1.0448212312995973
1.253287756927973,3.4307070388514855,1.928374335784166,4.740296322683642,4.04329374392162,0.15644951949408809,-0.20164560497146883,Feynman44,None,-0.10955860796339986
3.0252788627889795,4.248808433980284,2.409329647480978,4.6941592294931045,3.466519124916184,1.4947804321464562,2.266143100587188,Feynman44,None,2.3335266731666726
3.5262341130689787,1.9201761608211996,1.2527360659748243,1.2201051495405348,2.298759381959561,0.47894055229232557,1.2877197365343234,Feynman44,None,0.9937922241054747
4.289714288862615,4.166758003138803,4.834068794698645,4.390717756443671,4.281006418887618,1.6983913078635453,2.420989317412142,Feynman44,None,2.4528573525395907
3.563872065231242,2.7960390734528557,2.3547283775030525,3.4983051255506634,1.9604464928343286,3.056660870790327,3.105580661065035,Feynman44,None,3.7504583819739143
2.5494132324495573,2.5324647512463496,3.202664877679598,2.328175699212292,1.9781364754804156,0.8869300028198077,-0.49571557522338217,Feynman44,None,1.2775630831496139
4.999529241640878,2.12433986822397,2.7461642592241473,4.768851540798941,3.27065267484906,2.14905995854109,1.5440522342494596,Feynman44,None,3.506539260118922
1.6519016800242916,2.1284329264950657,1.3453150484869596,2.439004413403681,3.08051282950471,0.14615589075528918,-1.31213004078889,Feynman44,None,-0.8428867979413958
4.802933748475298,3.4653794052644225,3.766465641445994,4.072083587475451,1.7875135391781107,9.30517924242219,9.490016541214105,Feynman44,None,8.14249610502917
2.512958804754385,4.022089212467595,1.0975888760414807,2.9107722098336692,4.907040317621571,0.30529807020622585,1.9031188324380806,Feynman44,None,-0.2725865279266252
4.129673322849523,4.923323182644975,4.025321240632713,1.7788512793841873,4.779730044600095,0.5673805506877884,0.9600534844760592,Feynman44,None,0.38711375902724
1.9825446266513054,4.665031019087857,3.2663255454660365,4.334343071135615,3.783341745949715,0.5483496968550367,0.8725541672764447,Feynman44,None,1.054393304458047
1.8899599241613365,3.8362156215198477,4.967184056683993,1.8267789583236933,3.2788848213342647,0.21165249040119324,0.5183369570017137,Feynman44,None,-0.4976371762934089
4.951639513931326,2.3006060631781953,1.7220106228562768,2.6019359976566947,2.1688648284569805,2.816524991049401,3.5880587190726043,Feynman44,None,4.702519867653834
1.7107929894306122,3.887266260549458,2.617348383851954,4.761861413221634,4.7388176376931455,0.23976693258091972,-0.23426011598938593,Feynman44,None,0.1125021965099094
1.127187540798733,4.262969432846378,3.8065301271077296,4.32467427190936,2.807148887996,0.2956372898568948,2.5043996835152047,Feynman44,None,1.1587144435534096
3.924781370856982,2.312961766504991,2.0917583385729914,3.4292194119424937,4.377376464767446,0.5942984859097398,1.5656909649666697,Feynman44,None,0.18757361248999654
3.479012554782767,4.138496689410663,4.670998429400702,3.6234935193945814,1.6447478566941878,6.228650668066728,5.015449344581704,Feynman44,None,5.892120086535437
4.812306909509612,4.391768333515557,4.201459676946094,4.467331873751364,4.998383417572411,1.6956378604066977,2.341689608320237,Feynman44,None,2.7249418979095275
3.9542258379979813,3.949025165671132,4.309476349477871,2.8327952439207995,2.01362475600777,3.862454195166595,4.249493033269661,Feynman44,None,4.804949820812652
1.4093390847538325,2.325216334454396,2.1450575286105633,2.082604028282646,3.9557260909472216,0.05923724714642014,0.27586074197513044,Feynman44,None,-1.4048616897744952
2.3770091252342387,4.628969714102471,2.0301608105261146,2.898607115464939,4.079617226736849,0.4484435507055113,0.09634075903214845,Feynman44,None,0.20435398445390118
4.551725127326316,4.637617521676354,4.881074834614402,2.967990670550606,1.650590954897814,9.301509682142054,8.913108859877935,Feynman44,None,8.279558887213756
3.214760698217621,1.8805358047025589,1.8891215576393132,1.3326056931445294,1.7366413000931158,0.7130485453255225,2.8370520365096823,Feynman44,None,1.7561184442663194
2.7474722636944837,1.1469519263661545,4.992370521221121,4.215472407360167,4.827206534717656,0.12555654360356283,-0.6352917812795925,Feynman44,None,-1.0391667120363328
4.164556679425169,2.15929920170071,1.029998902044261,2.4358401110417547,2.7342715789268115,1.1577806162266242,-0.5072564932925279,Feynman44,None,1.7713524241304133
1.793192642236503,1.6590122150833402,1.3134748100973241,3.4745950520414643,2.5127008017028727,0.2878914224539663,-0.42454626432823944,Feynman44,None,-0.081040950212052
4.018952713356544,1.8003846238047165,4.469214437744329,1.058124561385386,1.2269893131805452,0.8918437315840786,1.2880129192290828,Feynman44,None,4.3264538304289015
2.9975615006089624,4.735122954263693,1.4976426681628374,3.472522261418078,3.267439858953753,1.3719164981259357,1.7970125093308527,Feynman44,None,2.0386391286231054
4.793453526569102,2.1464004816329796,4.669490448914944,4.316835092567246,3.871585218836041,1.1801516580585611,1.9008479046497144,Feynman44,None,1.8265675832970034
1.956874981706112,4.187430844678801,1.4391947279818669,2.120310745290226,3.1172182776959674,0.3456451949091845,-0.44007842997213326,Feynman44,None,0.040421820258022614
1.0503927394479606,1.9467490644530527,3.7448827548192782,2.970670056934063,3.376348051665855,0.05369754843325541,1.5728760653366338,Feynman44,None,-1.1818808661340556
1.265575486450341,4.392035818096911,3.804105143346989,2.6817462965783347,3.2392080517091038,0.17631094018406854,0.24086650937090204,Feynman44,None,-0.08582655709686318
3.38873553979525,2.913514677763125,4.047480459077098,4.754069267775751,1.496400966530663,6.644928373225826,6.609839805194676,Feynman44,None,5.877463557793861
3.3317397087932377,2.5725230611014496,4.116024516624407,3.505067906580515,1.573621837809942,3.6197296658825366,4.345863576517759,Feynman44,None,4.134519858697813
1.7891544442124396,2.64551676181861,4.928968686176949,3.925446827035966,4.746984088146217,0.13959873404485842,-0.1922249448638992,Feynman44,None,-0.8509478401772684
4.672741171822367,1.9693894467284756,3.711824289483547,1.6657835412675306,3.9242081542279212,0.30049224624808407,-1.5414004932849619,Feynman44,None,-0.04719878604018287
1.6406999762724985,2.8720475385595865,4.952206864549501,2.4653823102467203,1.283432973198071,1.0686293991530902,1.3266729078439605,Feynman44,None,1.8275580807728766
4.949233358122346,4.835517484351651,3.0586991689618235,3.482003678078991,1.7081643124379275,13.321281183902132,11.999602009730367,Feynman44,None,9.990284312955932
3.3494140724009465,3.9863123091363413,2.56481354397758,3.6671516632709444,2.6652076872466255,2.23155835361247,3.3372888197174815,Feynman44,None,3.000595302800152
3.7316196468003735,1.0331585273272919,4.814802341607615,4.148020702055659,4.465504044441363,0.2132277384033999,-0.6792585093158716,Feynman44,None,-0.4602120120475303
3.4075908841767895,2.695549738992853,1.470208321519074,1.9220538177647462,3.987250986389075,0.35466131563603687,0.24050065330456963,Feynman44,None,-0.5139345599488345
3.0039802442896715,3.66241124914344,1.8399370487056528,4.778540420816118,2.155883385344722,3.3569572929066362,4.1008927545432305,Feynman44,None,4.24030593497203
3.7627865232758513,4.791625460536308,3.7288849811206206,4.493584607025125,2.0963896012303254,6.670150072112637,6.6763666872157215,Feynman44,None,6.755360839862084
4.305225049516711,4.375568682926715,1.076237188897287,1.4642354727253877,3.5755007402634864,0.8880350655993188,2.2245388101836934,Feynman44,None,1.1917106932851014
3.1276469445463966,3.553476032565759,2.84910163566472,3.92060436895363,3.0642949944720512,1.396973924132766,-0.2999246303706351,Feynman44,None,1.8592374777899001
2.686501517763612,4.564134161826778,2.188903580432251,4.306415895746212,2.978334773301466,1.5820525858802237,1.332158891810549,Feynman44,None,2.633494728142272
4.635106884954521,4.01603446477294,2.3491102630097807,4.626727666238597,1.192510947487524,27.136702486306746,27.26490988905083,Feynman44,None,11.626181328835596
4.591938865150437,1.9542697351706946,3.487012670965608,2.934973194358818,2.0968832995311306,2.213536312493373,4.05543212578168,Feynman44,None,4.157269541977862
2.6910059400653017,1.711060629583523,3.278043027600919,4.800262530695399,4.082587931419058,0.3315455819243985,0.7023066401069634,Feynman44,None,-0.27591591015822386
4.6286590716159335,3.168295452307512,4.754092261655412,3.670124495300725,2.774925215066743,2.8091330118889153,2.9141612605121807,Feynman44,None,3.9923183954616963
