n,alpha,target,target_with_noise,equation_name,varied_variable_name,Predicted
0.15814646087249384,0.2313731259501438,1.037042648227313,1.17636239967886,Feynman65,None,1.0255112344200596
0.07648323342771035,0.9492669358339609,1.0744036474249707,1.0687356643300898,Feynman65,None,1.0874543326259765
0.7953913723568848,0.21692891736371245,1.1830727183914953,1.1377507612566973,Feynman65,None,1.1870882484590082
0.29667211880499267,0.6783985974972851,1.215735033792655,1.0690795673336835,Feynman65,None,1.2147494277615332
0.2702285834134558,0.048905849937503465,1.0132742349104098,0.8635485770697878,Feynman65,None,1.0044785936003817
0.9378516116316827,0.44388580779514575,1.483375232055764,1.529032265849269,Feynman65,None,1.5018569807815765
0.007660647501220641,0.8305908428968665,1.0063763876936984,0.9917938344943462,Feynman65,None,1.01388242210317
0.1929689377914604,0.44187335139825923,1.0877622638938387,1.1167698979952787,Feynman65,None,1.0781506995389092
0.01018992858469392,0.36090516448945054,1.0036821116272652,0.8658899076275814,Feynman65,None,0.9990572658800307
0.45171365402291985,0.9399333284274872,1.4945766167191892,1.517924550704271,Feynman65,None,1.5162741011648024
0.6890755247260443,0.323125839395197,1.2405084961866615,1.2904201211479926,Feynman65,None,1.2387517258402332
0.37114861286382217,0.4976444984794365,1.1968174648470877,1.2484262784026714,Feynman65,None,1.1877152768450259
0.10745679535617148,0.90245805364137,1.1002146988935795,1.144159560882799,Feynman65,None,1.1116437546644213
0.9376656343406662,0.34320488687302997,1.3604803238854724,1.210788548084118,Feynman65,None,1.377856919953988
0.267152351388416,0.9934814132740474,1.2911708693544852,1.6074231143283442,Feynman65,None,1.3151998898921593
0.7097448350481119,0.019873374493683427,1.0141716554193991,1.0212834513353701,Feynman65,None,1.016630639751301
0.6630284577461594,0.1380682989432923,1.0944245192172533,1.1799214173542536,Feynman65,None,1.0921238945521232
0.263700649309925,0.037703084401914166,1.0099753873615909,1.310076494254022,Feynman65,None,1.001461303317909
0.975087340722726,0.3233852730826269,1.352365938952274,1.3559291900131827,Feynman65,None,1.3729258530373536
0.5314790019097658,0.3155412039991665,1.1776334422546455,1.1919275827752347,Feynman65,None,1.1686473154381027
0.9544665160339072,0.3059294733454432,1.3234852784770965,1.4530620699827819,Feynman65,None,1.3416435908981392
0.556239752581594,0.5450737851487949,1.337278376316953,1.2573283919758884,Feynman65,None,1.334133529243619
0.5040366040172075,0.39840919256794494,1.2152190653164812,1.2741986415206743,Feynman65,None,1.206203457452636
0.43420350453482026,0.45832646404546795,1.2131461455077643,1.2657700625838715,Feynman65,None,1.2037337578955793
0.4522197111368541,0.2593683620460877,1.1220638352957577,1.1052138528279474,Feynman65,None,1.1110125863555396
0.7486901795944798,0.1906367346837442,1.1498574623183948,0.9774958529563508,Feynman65,None,1.1510435956857483
0.5994177150132383,0.6297207448799322,1.4317950541960296,1.5496964208760218,Feynman65,None,1.4335826659571123
