p_d,Ef,t,h,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name
2.0,2.0,2.0,2.0,3.0,4.24895257564766,14.499849207994858,13.36693028048196,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.257229777307756,14.387664496836718,10.973851937871842,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.8646692738006303,16.02865741203293,13.23234566591202,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,3.522421547192365,22.92789719446068,24.956211851008973,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.203066271857557,15.120277400670377,17.12401660566706,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.6533315371209922,13.173989178840666,14.630637739251732,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.2608558586532306,8.076101858874114,9.510495780083007,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.745236963969715,14.421103724405627,14.291523991929871,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,2.6291809918713955,24.001681856139516,25.752490588538155,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,2.8151173643723464,24.847684131230686,23.374818135766898,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.298132878785066,8.529157166027183,11.150246518985902,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,3.7712817044146023,20.528048475223045,18.71249999350453,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,2.398374666507905,22.243066863852896,25.605746509812995,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,2.67555225520612,24.263148973243144,25.147390121816628,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.064978252074463,16.957212956951945,15.262809391996173,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.061435779551282,5.823255071719006,3.972126123538544,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.953199852181193,5.670580943072811,10.382903351753859,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.131369913518644,16.081396605138398,15.094804810299422,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.659530114031807,9.054106315964761,4.257596652763389,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,2.545107167351126,23.44631833409475,23.148709045741217,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,3.241047168624281,24.649727962758767,25.461045742065227,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.8867493702140656,16.322016122594807,18.216909614331485,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.106810836249606,16.407266778790248,17.089344457762145,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.9483679326916885,5.720779813687924,3.1933849586314635,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,3.8022307403831515,20.1831277597398,18.810173921677396,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,2.283046944383597,21.11102553068077,18.38487770464742,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.268791663873191,14.230868983422601,12.045842039640574,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.2568266760528668,8.027674356262878,10.29516648486269,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,3.877173729406076,19.312919592704993,13.903306538414295,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.035135668796194,17.34495349716486,16.344036750904,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,3.1084065560008685,25.034442199580024,25.67132880466444,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.0440477141570286,5.642077184873215,7.729241059249042,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.8129504522854618,15.336033598953232,17.536232961123492,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.688098528225473,8.69870723441634,6.35074309188265,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.2299164377983725,7.707060140520449,4.418071818664848,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.610764335873903,12.597734673707588,14.12286951586931,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.9559971855192235,17.23017823589206,21.72922904796959,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.285968715915642,13.997780839274622,15.387488040475446,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.2124999078580965,7.502247134060813,8.455437606126388,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.057359383905084,5.780544460115149,2.500269755300424,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,3.946630653903417,18.467296903133594,13.785762673292137,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.0310605873701477,5.5084840117854235,8.126254941911085,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.8123819859709482,15.328384749558085,17.87423535636468,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.652073241849496,9.147642409756902,10.071582722798759,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,3.5077816397406445,23.045557142092978,28.12109532596619,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.475658382663777,11.437506618696485,9.66320817284352,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,2.2164924047224197,20.392863263149707,23.332741005994787,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,3.317163779561521,24.30123852446614,23.513543364433446,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.997971712970189,5.215275209065768,8.48927952639566,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,3.0381178038082846,25.120571239009596,26.651170871331672,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,1.3256712718801227,8.869412981399792,9.656691204947995,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.712566992921122,8.398205014121675,11.49974654516911,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,3.5261708477819838,22.897305239883543,24.562702342748878,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,3.8369250307077176,19.78616537785083,19.051399291879722,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,4.642668479531679,9.266050948916039,7.437319306545833,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,3.417287073820027,23.707416282015956,26.42841159330623,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,3.9914704597812594,17.904275685094476,16.003667485390768,Feynman90,omega_0
2.0,2.0,2.0,2.0,3.0,2.6670039113791715,24.217407820687416,27.14190046755242,Feynman90,omega_0
