epsilon,p_d,r,x,y,z,target,target_with_noise,equation_name,varied_variable_name
1.0,1.0946666135765506,1.0,1.0,1.0,1.0,0.36957982985828036,0.2653091462140891,Feynman56,p_d
1.0,2.482073715573148,1.0,1.0,1.0,1.0,0.8379942990131991,0.880211547552311,Feynman56,p_d
1.0,1.306538747213734,1.0,1.0,1.0,1.0,0.4411118069279961,0.406532508834462,Feynman56,p_d
1.0,2.752325653382667,1.0,1.0,1.0,1.0,0.9292363849193186,1.0110648688019699,Feynman56,p_d
1.0,1.6018626296333436,1.0,1.0,1.0,1.0,0.5408186481379601,0.5023515850033732,Feynman56,p_d
1.0,2.2125596244343515,1.0,1.0,1.0,1.0,0.7470013238807571,0.7448022180796626,Feynman56,p_d
1.0,1.6204349477830147,1.0,1.0,1.0,1.0,0.5470890085350887,0.5025977740846059,Feynman56,p_d
1.0,1.6360874569805104,1.0,1.0,1.0,1.0,0.5523735870673279,0.4632553011756192,Feynman56,p_d
1.0,1.4018747012528172,1.0,1.0,1.0,1.0,0.4732990000296675,0.6357808484596774,Feynman56,p_d
1.0,2.5061180647805337,1.0,1.0,1.0,1.0,0.8461121189767448,0.8317230523945565,Feynman56,p_d
1.0,1.0851996430839184,1.0,1.0,1.0,1.0,0.36638360435861994,0.4963651154883555,Feynman56,p_d
1.0,2.735360179708777,1.0,1.0,1.0,1.0,0.9235085251343423,0.92924337929743,Feynman56,p_d
1.0,1.123876230958718,1.0,1.0,1.0,1.0,0.37944154052748225,0.22226977042565732,Feynman56,p_d
1.0,1.818985834276347,1.0,1.0,1.0,1.0,0.6141234845466154,0.6185601347262425,Feynman56,p_d
1.0,1.0451021461928505,1.0,1.0,1.0,1.0,0.35284594285058724,0.4225895862782122,Feynman56,p_d
1.0,1.4084366323554558,1.0,1.0,1.0,1.0,0.47551443014361916,0.4383970349322782,Feynman56,p_d
1.0,2.461244264564987,1.0,1.0,1.0,1.0,0.8309618885384833,0.774940979968768,Feynman56,p_d
1.0,1.0733162229501507,1.0,1.0,1.0,1.0,0.3623715404693021,0.31793256243792506,Feynman56,p_d
1.0,2.767233524937134,1.0,1.0,1.0,1.0,0.9342695599191916,1.0053321824324872,Feynman56,p_d
1.0,2.00401732795598,1.0,1.0,1.0,1.0,0.6765935618326256,0.6356758300026599,Feynman56,p_d
1.0,2.734206796909698,1.0,1.0,1.0,1.0,0.9231191216270477,0.8219519051444765,Feynman56,p_d
1.0,1.5178533908728402,1.0,1.0,1.0,1.0,0.5124555650014528,0.4784360902801777,Feynman56,p_d
1.0,1.7180081289879088,1.0,1.0,1.0,1.0,0.5800315311818837,0.5796139248919239,Feynman56,p_d
1.0,2.4133746797752886,1.0,1.0,1.0,1.0,0.8148002254507962,0.7825879625235853,Feynman56,p_d
1.0,2.5247101709635342,1.0,1.0,1.0,1.0,0.8523891601823501,0.7953611959837785,Feynman56,p_d
1.0,1.2966602083661962,1.0,1.0,1.0,1.0,0.4377766282889098,0.326368289271346,Feynman56,p_d
1.0,1.8337283786558645,1.0,1.0,1.0,1.0,0.6191008420140716,0.649018337691607,Feynman56,p_d
1.0,2.2871220890840727,1.0,1.0,1.0,1.0,0.772175000192144,0.7360383832058393,Feynman56,p_d
1.0,1.1870377301004205,1.0,1.0,1.0,1.0,0.400766038613814,0.3887409004485272,Feynman56,p_d
1.0,2.7847876444868955,1.0,1.0,1.0,1.0,0.9401961575116001,1.0228204041189932,Feynman56,p_d
1.0,2.96507297102808,1.0,1.0,1.0,1.0,1.0010638404048775,1.0795371103526543,Feynman56,p_d
1.0,1.5852324740728263,1.0,1.0,1.0,1.0,0.5352039979911983,0.5647638752896905,Feynman56,p_d
1.0,1.11082308458014,1.0,1.0,1.0,1.0,0.3750345552792994,0.4175456273972662,Feynman56,p_d
1.0,1.3715613711770145,1.0,1.0,1.0,1.0,0.46306465540555464,0.47015110414100025,Feynman56,p_d
1.0,2.7542883486910084,1.0,1.0,1.0,1.0,0.9298990273979729,0.9450070684760757,Feynman56,p_d
1.0,2.634026789407944,1.0,1.0,1.0,1.0,0.8892964858870837,0.924905179073391,Feynman56,p_d
1.0,2.75537586798134,1.0,1.0,1.0,1.0,0.9302661941584309,0.8979769547428216,Feynman56,p_d
1.0,1.2125629289902475,1.0,1.0,1.0,1.0,0.40938382100143894,0.4838887478841274,Feynman56,p_d
1.0,2.870725114374637,1.0,1.0,1.0,1.0,0.9692102473775476,0.993263026786369,Feynman56,p_d
1.0,2.0964030652799996,1.0,1.0,1.0,1.0,0.7077847068425078,0.5959518602845872,Feynman56,p_d
1.0,1.0727182599650926,1.0,1.0,1.0,1.0,0.36216965703233744,0.25691583789686345,Feynman56,p_d
1.0,1.4420815940296552,1.0,1.0,1.0,1.0,0.48687359562552995,0.43139410525440003,Feynman56,p_d
1.0,2.398858181559544,1.0,1.0,1.0,1.0,0.8098991853768837,0.7727789699579186,Feynman56,p_d
1.0,2.921090030203219,1.0,1.0,1.0,1.0,0.9862143806834296,0.9129147218956574,Feynman56,p_d
1.0,2.1021543397743043,1.0,1.0,1.0,1.0,0.7097264441922283,0.7473899489523358,Feynman56,p_d
1.0,2.474924241029779,1.0,1.0,1.0,1.0,0.8355805032944448,0.8705541930924344,Feynman56,p_d
1.0,1.8638865173144943,1.0,1.0,1.0,1.0,0.6292827911263064,0.8030867908933895,Feynman56,p_d
1.0,1.8036249864945295,1.0,1.0,1.0,1.0,0.6089373763386244,0.5950103169633443,Feynman56,p_d
1.0,2.8674210600068433,1.0,1.0,1.0,1.0,0.9680947371062495,1.0519468164580617,Feynman56,p_d
1.0,2.656785641707292,1.0,1.0,1.0,1.0,0.8969802981603759,0.8780138634801697,Feynman56,p_d
1.0,1.0649181796140255,1.0,1.0,1.0,1.0,0.3595362046795616,0.30420204228291536,Feynman56,p_d
1.0,2.8754132968080324,1.0,1.0,1.0,1.0,0.9707930650542628,0.9495085264146602,Feynman56,p_d
1.0,1.763099005753718,1.0,1.0,1.0,1.0,0.5952550507051664,0.5720306100204731,Feynman56,p_d
1.0,1.9323272634717552,1.0,1.0,1.0,1.0,0.6523896612970622,0.7198466574226434,Feynman56,p_d
1.0,1.6403810648466768,1.0,1.0,1.0,1.0,0.5538231890237367,0.48448727239063283,Feynman56,p_d
1.0,1.446476624180916,1.0,1.0,1.0,1.0,0.4883574396337234,0.47819163576974644,Feynman56,p_d
1.0,2.6768442626626032,1.0,1.0,1.0,1.0,0.903752462057505,0.8974579742654853,Feynman56,p_d
1.0,1.4244207529635766,1.0,1.0,1.0,1.0,0.480910966862212,0.556636166761359,Feynman56,p_d
1.0,2.430877224215739,1.0,1.0,1.0,1.0,0.8207094103260472,0.7936954946782953,Feynman56,p_d
1.0,2.0849452582222794,1.0,1.0,1.0,1.0,0.703916337851966,0.6300727921594119,Feynman56,p_d
1.0,1.1688387905564204,1.0,1.0,1.0,1.0,0.39462173778573134,0.3687310307398979,Feynman56,p_d
1.0,2.2173302350037094,1.0,1.0,1.0,1.0,0.7486119708308664,0.7508998464708063,Feynman56,p_d
1.0,1.2384472142832967,1.0,1.0,1.0,1.0,0.418122837644463,0.4714921488834034,Feynman56,p_d
1.0,1.4298281500076233,1.0,1.0,1.0,1.0,0.4827366047822226,0.45285622068962517,Feynman56,p_d
1.0,1.04296634184835,1.0,1.0,1.0,1.0,0.35212485553828476,0.33254089953224397,Feynman56,p_d
1.0,2.1824163744322624,1.0,1.0,1.0,1.0,0.7368244014561758,0.744271030358747,Feynman56,p_d
1.0,2.4943525232140136,1.0,1.0,1.0,1.0,0.8421398530864588,0.8234715086986351,Feynman56,p_d
1.0,1.362759458600553,1.0,1.0,1.0,1.0,0.46009296584081333,0.45338940999668753,Feynman56,p_d
1.0,2.8100369191366728,1.0,1.0,1.0,1.0,0.9487207827384725,0.8601798562909491,Feynman56,p_d
1.0,2.844156048828479,1.0,1.0,1.0,1.0,0.9602400361714526,0.7822822896705597,Feynman56,p_d
1.0,2.105530885696073,1.0,1.0,1.0,1.0,0.7108664289618364,0.7384058974595731,Feynman56,p_d
1.0,1.8561265916110574,1.0,1.0,1.0,1.0,0.6266628957301923,0.6287596436912308,Feynman56,p_d
1.0,2.407167815958824,1.0,1.0,1.0,1.0,0.8127046726634983,0.8842992850074028,Feynman56,p_d
1.0,2.176700306518213,1.0,1.0,1.0,1.0,0.7348945505034455,0.7913872891522955,Feynman56,p_d
1.0,1.0467255689635824,1.0,1.0,1.0,1.0,0.3533940406037788,0.2923006537995932,Feynman56,p_d
1.0,2.1808173099827495,1.0,1.0,1.0,1.0,0.7362845275257447,0.6341291826758546,Feynman56,p_d
1.0,2.6963934365944793,1.0,1.0,1.0,1.0,0.910352627154353,0.954096714757582,Feynman56,p_d
1.0,1.4462868290994841,1.0,1.0,1.0,1.0,0.4882933612805212,0.49268115301277776,Feynman56,p_d
1.0,1.247565652996654,1.0,1.0,1.0,1.0,0.4212013923262808,0.4060445712778668,Feynman56,p_d
1.0,1.1102533354056625,1.0,1.0,1.0,1.0,0.3748421973500873,0.38277348786206034,Feynman56,p_d
1.0,2.133516483708235,1.0,1.0,1.0,1.0,0.7203148879022477,0.6766482501360745,Feynman56,p_d
1.0,1.476387532048541,1.0,1.0,1.0,1.0,0.4984559190278339,0.6146703980984236,Feynman56,p_d
1.0,1.1815028253944706,1.0,1.0,1.0,1.0,0.3988973517331359,0.38206421609348334,Feynman56,p_d
1.0,1.7699992522626506,1.0,1.0,1.0,1.0,0.5975847023992283,0.5951036097804988,Feynman56,p_d
1.0,1.1581187486215583,1.0,1.0,1.0,1.0,0.3910024520367896,0.436883549474123,Feynman56,p_d
1.0,1.4243009985507205,1.0,1.0,1.0,1.0,0.4808705355427772,0.41092056764256024,Feynman56,p_d
1.0,1.9106251513469323,1.0,1.0,1.0,1.0,0.6450626241816687,0.6019716827787517,Feynman56,p_d
1.0,2.469235390468059,1.0,1.0,1.0,1.0,0.8336598414266086,0.8314595543226907,Feynman56,p_d
1.0,1.5735355666124886,1.0,1.0,1.0,1.0,0.5312549042530277,0.46449142564242435,Feynman56,p_d
1.0,1.3758420570874499,1.0,1.0,1.0,1.0,0.46450989466912046,0.4729235477944667,Feynman56,p_d
1.0,2.854385590945778,1.0,1.0,1.0,1.0,0.9636937200495852,0.8944517465936146,Feynman56,p_d
1.0,2.4560943291048853,1.0,1.0,1.0,1.0,0.829223174442776,0.7973623491031189,Feynman56,p_d
1.0,1.833111641120019,1.0,1.0,1.0,1.0,0.618892619939206,0.5946562968106502,Feynman56,p_d
1.0,1.7340273356554636,1.0,1.0,1.0,1.0,0.5854399136073933,0.6083000278436733,Feynman56,p_d
1.0,2.1383002030290466,1.0,1.0,1.0,1.0,0.7219299606109137,0.7535345102790596,Feynman56,p_d
1.0,2.818941523410951,1.0,1.0,1.0,1.0,0.9517271429323682,0.9916611971419036,Feynman56,p_d
1.0,2.68034675062774,1.0,1.0,1.0,1.0,0.9049349672058138,1.0227270515794527,Feynman56,p_d
1.0,1.755318726477276,1.0,1.0,1.0,1.0,0.5926282835638516,0.4706387902596182,Feynman56,p_d
1.0,2.5327905762656595,1.0,1.0,1.0,1.0,0.8551172554578498,0.8474259245330465,Feynman56,p_d
1.0,1.9689564460974016,1.0,1.0,1.0,1.0,0.6647563553340752,0.7000261412403106,Feynman56,p_d
1.0,1.7569530629097472,1.0,1.0,1.0,1.0,0.593180065972443,0.5855780177954273,Feynman56,p_d
1.0,2.133532212664475,1.0,1.0,1.0,1.0,0.7203201982907249,0.7102065640635715,Feynman56,p_d
1.0,2.528960350495398,1.0,1.0,1.0,1.0,0.8538240999245253,0.9145894155191765,Feynman56,p_d
1.0,2.112643875660191,1.0,1.0,1.0,1.0,0.7132679068073454,0.6234537974837204,Feynman56,p_d
1.0,1.2349035791495095,1.0,1.0,1.0,1.0,0.4169264404459169,0.3395509539319846,Feynman56,p_d
1.0,2.687995825784539,1.0,1.0,1.0,1.0,0.9075174373935055,0.8807279084572713,Feynman56,p_d
1.0,2.137349652139293,1.0,1.0,1.0,1.0,0.7216090369326452,0.6797182995823601,Feynman56,p_d
1.0,1.6737405103123355,1.0,1.0,1.0,1.0,0.5650859589177438,0.5026170409245184,Feynman56,p_d
1.0,2.6211182541294615,1.0,1.0,1.0,1.0,0.8849383240387434,0.794252349205004,Feynman56,p_d
1.0,2.666563159481723,1.0,1.0,1.0,1.0,0.9002813702043146,0.882280302914527,Feynman56,p_d
1.0,1.0987587477801393,1.0,1.0,1.0,1.0,0.3709614105550537,0.43880887558345416,Feynman56,p_d
