n,alpha,epsilon,Ef,target,target_with_noise,equation_name,varied_variable_name
0.0,0.6299204604630108,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.3419200223660589,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.34394337803951225,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.5785406192420198,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.22320186604664682,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.8822024179208083,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.7318253749733091,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.5217352347952264,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.7360960540937336,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.4639410580410819,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.16149565418438638,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.5723773824534291,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.29810717008684606,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.1731076874026436,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.741299278888674,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.3145390450639527,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.8078592579308649,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.5963957650612065,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.9098224582357234,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.8377533509869225,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.7126745825705978,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.2915648955440816,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.979922292552166,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.040281122286590754,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.9796395613722048,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.7915332857664209,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.6230153648698556,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.9892582819743051,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.6970673989512259,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.6491676186804171,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.9570203243595435,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.9234402959686699,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.3166720155567091,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.6239075836257167,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.06899610744354345,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.5493675870531901,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.15087201964031627,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.919978585260669,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.6245032230758171,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.29315122864530985,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.9179165587993979,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.9221334985457548,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.7405467871165035,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.9938286240765999,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.9249265615727543,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.23259933440307523,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.415117618212283,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.22210537823970822,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.5019280782677865,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.6197740396413709,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.0680411005784024,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.18344805884715076,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.4480920539613783,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.7433521602758909,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.8744198484674031,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.7361370026857965,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.008623002373492117,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.18508081480976502,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.027673507601250535,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.4301870938400114,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.44309569099044976,1.0,1.0,0.0,0.0,Feynman64,alpha
0.0,0.24424889856471477,1.0,1.0,0.0,0.0,Feynman64,alpha
