mom,Bx,By,Bz,target,target_with_noise,equation_name,varied_variable_name
1.0,1.426425469707334,1.0,1.0,2.0086536835974957,2.047394662052804,Feynman91,Bx
1.0,1.2295911414665368,1.0,1.0,1.8740049026544676,1.6250622747175767,Feynman91,Bx
1.0,1.1660220835813573,1.0,1.0,1.8329232115392642,1.693328816705191,Feynman91,Bx
1.0,2.5263789563069063,1.0,1.0,2.895270389941218,2.8005085165953947,Feynman91,Bx
1.0,3.7016639069983515,1.0,1.0,3.962614752959755,4.0838972093254045,Feynman91,Bx
1.0,1.3786867083653123,1.0,1.0,1.9750384907194036,1.9493938386376533,Feynman91,Bx
1.0,2.169540143237532,1.0,1.0,2.5897691852980125,2.733993946075094,Feynman91,Bx
1.0,2.7617214984164304,1.0,1.0,3.1027577467175056,2.608166976036662,Feynman91,Bx
1.0,4.495136475107998,1.0,1.0,4.7123509981586,4.864552136503496,Feynman91,Bx
1.0,1.6807688257662061,1.0,1.0,2.196584586504128,1.9011399582306467,Feynman91,Bx
1.0,3.6072672703304223,1.0,1.0,3.8745809011552583,3.688507963246562,Feynman91,Bx
1.0,1.608054172856893,1.0,1.0,2.1414570326864992,1.845277446977786,Feynman91,Bx
1.0,4.316879903467937,1.0,1.0,4.542626123836888,4.121494234959136,Feynman91,Bx
1.0,2.0821484989073213,1.0,1.0,2.5170106021830763,2.921196830514922,Feynman91,Bx
1.0,4.896237050337989,1.0,1.0,5.096384723811817,5.264470727446989,Feynman91,Bx
1.0,4.708563241438847,1.0,1.0,4.916357167520389,5.045017049248164,Feynman91,Bx
1.0,1.1613064292058461,1.0,1.0,1.8299269445840818,2.1339134530391477,Feynman91,Bx
1.0,3.8338702295764646,1.0,1.0,4.086387272057396,4.279485219239324,Feynman91,Bx
1.0,3.632215036997579,1.0,1.0,3.8978181172280637,3.974534488710892,Feynman91,Bx
1.0,1.2981021024128339,1.0,1.0,1.91965337191083,2.0586117152665153,Feynman91,Bx
1.0,4.21629667467011,1.0,1.0,4.447151633218079,4.462354084484303,Feynman91,Bx
1.0,1.11500120756516,1.0,1.0,1.8008963581704989,1.3458031922203997,Feynman91,Bx
1.0,1.441981515954029,1.0,1.0,2.0197303513967104,1.7832227910828335,Feynman91,Bx
1.0,2.8302759978348355,1.0,1.0,3.163931450572211,3.4074409611821626,Feynman91,Bx
1.0,2.7526914322925613,1.0,1.0,3.094722947440832,3.4668145029575648,Feynman91,Bx
1.0,4.661564996551936,1.0,1.0,4.8713641022898555,4.458956825383754,Feynman91,Bx
1.0,1.6196169100523132,1.0,1.0,2.1501532353131028,2.3371703539694106,Feynman91,Bx
1.0,4.478028504966934,1.0,1.0,4.696034421860257,4.6564224572285235,Feynman91,Bx
1.0,3.998816583559455,1.0,1.0,4.241524969742618,4.694103359255955,Feynman91,Bx
1.0,1.6110446926170061,1.0,1.0,2.143703571301178,2.1347160640604605,Feynman91,Bx
1.0,3.8454659428643123,1.0,1.0,4.097268397082295,3.9108258797510036,Feynman91,Bx
1.0,4.754179455557197,1.0,1.0,4.960062731018845,5.514297636921853,Feynman91,Bx
1.0,1.4285682212749928,1.0,1.0,2.010175903456411,1.7305497900932993,Feynman91,Bx
1.0,3.2197043688517666,1.0,1.0,3.5166029378937784,3.3287213435897858,Feynman91,Bx
1.0,1.2646140536364396,1.0,1.0,1.8971686020632927,1.7431398389458514,Feynman91,Bx
1.0,2.583931254448299,1.0,1.0,2.945623996323149,3.0904093559126506,Feynman91,Bx
1.0,4.3818672332552735,1.0,1.0,4.604428352127572,5.144321263588785,Feynman91,Bx
1.0,2.7741399949344197,1.0,1.0,3.113816422253364,3.0921269642862943,Feynman91,Bx
1.0,1.4094002389002527,1.0,1.0,1.9965993672772937,1.641635817846731,Feynman91,Bx
1.0,3.7560428833700836,1.0,1.0,4.013459622534535,4.247071213461383,Feynman91,Bx
1.0,1.9299944456512534,1.0,1.0,2.3926718454992297,1.7648956703055574,Feynman91,Bx
1.0,2.606628898533193,1.0,1.0,2.9655546217644293,2.594061449726431,Feynman91,Bx
1.0,1.0349590627820695,1.0,1.0,1.7524669074292785,1.434970535253976,Feynman91,Bx
1.0,3.106370591509915,1.0,1.0,3.4131419911567784,2.61619765192728,Feynman91,Bx
1.0,1.6606459251173522,1.0,1.0,2.1812255473950573,2.7783406631963454,Feynman91,Bx
1.0,3.7201176722640525,1.0,1.0,3.9798587280821054,3.366419431823254,Feynman91,Bx
1.0,2.073014200157782,1.0,1.0,2.5094596777106837,2.135192396123214,Feynman91,Bx
1.0,3.5750577743251233,1.0,1.0,3.8446115655242084,4.358883358011057,Feynman91,Bx
1.0,2.4273434029530288,1.0,1.0,2.809269655241303,2.3317746512830824,Feynman91,Bx
1.0,2.006431908313283,1.0,1.0,2.454744182740369,2.694431949626696,Feynman91,Bx
1.0,1.3741982114674607,1.0,1.0,1.9719078894310373,2.0193468963692576,Feynman91,Bx
1.0,2.3650915483866006,1.0,1.0,2.7556592736130727,2.43869636035207,Feynman91,Bx
1.0,4.776893084655351,1.0,1.0,4.981837767554069,5.4777750106845655,Feynman91,Bx
1.0,2.1447772141190984,1.0,1.0,2.5690600028423782,2.9829382524385313,Feynman91,Bx
1.0,2.2979196335471768,1.0,1.0,2.698228056010387,3.344396803852336,Feynman91,Bx
1.0,1.8192821232483145,1.0,1.0,2.304297603169108,2.8062057560530453,Feynman91,Bx
1.0,3.037703205778989,1.0,1.0,3.3507671907191563,4.098740999264503,Feynman91,Bx
1.0,1.5405805406659865,1.0,1.0,2.0912647853102446,2.5151638419284637,Feynman91,Bx
1.0,4.601839886451614,1.0,1.0,4.814242447211919,4.476789219889083,Feynman91,Bx
1.0,1.1734700335531882,1.0,1.0,1.837670242357785,1.0940180467849139,Feynman91,Bx
1.0,2.1302604876517024,1.0,1.0,2.556953215303336,2.4544433109440296,Feynman91,Bx
1.0,1.9013756818400993,1.0,1.0,2.36964754414932,2.973582555722053,Feynman91,Bx
1.0,3.934768132504086,1.0,1.0,4.181196031827459,4.319669040758622,Feynman91,Bx
1.0,2.8460349965094798,1.0,1.0,3.178036375083947,3.218384644331848,Feynman91,Bx
1.0,1.3366606527632308,1.0,1.0,1.945934659911639,2.095730087929428,Feynman91,Bx
1.0,2.0493028472021857,1.0,1.0,2.4899080624695733,2.9764515098317634,Feynman91,Bx
1.0,2.9790491601545375,1.0,1.0,3.2976861431339177,3.3355550410223427,Feynman91,Bx
1.0,3.131576356192712,1.0,1.0,3.4360981468324248,3.5422105535870414,Feynman91,Bx
1.0,3.7604417354400153,1.0,1.0,4.017576638427587,4.186638054855222,Feynman91,Bx
1.0,2.536997036893588,1.0,1.0,2.9045402330156915,2.7248256514604656,Feynman91,Bx
1.0,1.844568902826337,1.0,1.0,2.3243137562028835,2.7123435990092504,Feynman91,Bx
1.0,3.8263463475707487,1.0,1.0,4.079329157051194,4.400003521560947,Feynman91,Bx
1.0,2.245762132201056,1.0,1.0,2.6539494257480176,2.506362169829378,Feynman91,Bx
1.0,2.015118515204168,1.0,1.0,2.4618494329098706,2.613032179696006,Feynman91,Bx
1.0,2.2430621336714984,1.0,1.0,2.6516650873575522,2.659733702607928,Feynman91,Bx
1.0,3.667672326975624,1.0,1.0,3.9308803464443924,3.43956629114563,Feynman91,Bx
1.0,1.9137360977456463,1.0,1.0,2.379576822003176,2.322110773679726,Feynman91,Bx
1.0,3.8166995085783344,1.0,1.0,4.070281948315387,3.917853505510907,Feynman91,Bx
1.0,2.14652298218697,1.0,1.0,2.5705176352355266,2.2634630652975183,Feynman91,Bx
1.0,1.0869166744963215,1.0,1.0,1.7836445434273451,1.911865088792117,Feynman91,Bx
1.0,3.300776168618727,1.0,1.0,3.590978044394218,3.305758424452456,Feynman91,Bx
1.0,4.2155472421045355,1.0,1.0,4.446441110642888,4.499612779330418,Feynman91,Bx
1.0,2.047445523199955,1.0,1.0,2.48837962748282,2.171630860220228,Feynman91,Bx
1.0,2.033213370192366,1.0,1.0,2.476682581343237,3.479417120828665,Feynman91,Bx
1.0,4.164599021706467,1.0,1.0,4.398168370082989,3.993115507932591,Feynman91,Bx
1.0,4.6322272929915576,1.0,1.0,4.843297398873612,5.083787645041344,Feynman91,Bx
1.0,4.738901605528882,1.0,1.0,4.945420955478332,4.781659404827891,Feynman91,Bx
1.0,4.273391280860517,1.0,1.0,4.501319033276212,4.278417883503716,Feynman91,Bx
1.0,3.1104967293742094,1.0,1.0,3.4168977016363327,3.63741436295724,Feynman91,Bx
1.0,1.848654458455575,1.0,1.0,2.327557369167874,2.0249642288512835,Feynman91,Bx
1.0,4.169665844715934,1.0,1.0,4.4029664155646975,4.295934992642288,Feynman91,Bx
1.0,1.2931615495376185,1.0,1.0,1.916315942949527,2.050759199394819,Feynman91,Bx
1.0,4.810987450635186,1.0,1.0,5.014538887093134,4.728338910268048,Feynman91,Bx
1.0,4.005804577240588,1.0,1.0,4.24811373565276,4.423811280222703,Feynman91,Bx
1.0,1.997137380933029,1.0,1.0,2.4471529822060654,2.694893469236579,Feynman91,Bx
1.0,1.6075366749155364,1.0,1.0,2.1410684625201735,2.081631205374976,Feynman91,Bx
1.0,3.3820365313386502,1.0,1.0,3.665811110696945,3.49087092408548,Feynman91,Bx
1.0,4.5425106205717185,1.0,1.0,4.757562688815236,5.154424824111943,Feynman91,Bx
1.0,1.4900938127715304,1.0,1.0,2.0543562424418984,2.3115329218622547,Feynman91,Bx
1.0,3.081652776414685,1.0,1.0,3.3906612680101706,3.764715936208777,Feynman91,Bx
1.0,3.933674733088049,1.0,1.0,4.180167090647853,4.757172647254781,Feynman91,Bx
1.0,3.1563611605181814,1.0,1.0,3.458701458008147,3.8672506250304917,Feynman91,Bx
1.0,2.869211648431922,1.0,1.0,3.1988084474531178,2.7096747207354044,Feynman91,Bx
1.0,3.118711811306547,1.0,1.0,3.424377806548653,3.5362004425890414,Feynman91,Bx
1.0,3.1506176001522688,1.0,1.0,3.453460766012731,4.014850547361077,Feynman91,Bx
1.0,2.366312126454261,1.0,1.0,2.756706926716093,3.374647027856683,Feynman91,Bx
1.0,3.934141523508592,1.0,1.0,4.180606358770759,4.313017348256684,Feynman91,Bx
1.0,1.7324473772711517,1.0,1.0,2.236375173134797,1.9285637304002599,Feynman91,Bx
1.0,1.7273823763763625,1.0,1.0,2.232453778741152,2.034504631335333,Feynman91,Bx
1.0,1.0508962650137983,1.0,1.0,1.761925923476907,1.7375160101732514,Feynman91,Bx
1.0,1.7380370008464596,1.0,1.0,2.2407080613750994,2.2358148438658967,Feynman91,Bx
1.0,3.2536594303396593,1.0,1.0,3.547717532250587,4.2139729430497885,Feynman91,Bx
1.0,2.0694918308726415,1.0,1.0,2.506550705261834,2.6745364717487754,Feynman91,Bx
1.0,2.92822801870332,1.0,1.0,3.251848601875427,3.307658293801224,Feynman91,Bx
1.0,2.25638360757734,1.0,1.0,2.6629432935276207,2.839442844368831,Feynman91,Bx
1.0,1.8083704484761984,1.0,1.0,2.2956924181871594,1.9702667499505173,Feynman91,Bx
1.0,1.420376478983405,1.0,1.0,2.0043625774917313,2.0359334855373312,Feynman91,Bx
1.0,2.807424183405952,1.0,1.0,3.1435060912256203,2.675227412182407,Feynman91,Bx
1.0,4.143439916009619,1.0,1.0,4.378138227326977,4.581384219036059,Feynman91,Bx
1.0,3.9812665326629206,1.0,1.0,4.224983219387012,3.799345239541063,Feynman91,Bx
1.0,2.7772791901475964,1.0,1.0,3.116613498659545,3.0925336959881484,Feynman91,Bx
1.0,4.640356840522019,1.0,1.0,4.851073242838073,4.221445879047004,Feynman91,Bx
1.0,1.4473960007924185,1.0,1.0,2.0235995609581177,2.544795667282208,Feynman91,Bx
1.0,3.434496295208008,1.0,1.0,3.71426504194269,3.5658742956536487,Feynman91,Bx
1.0,3.1730208271125426,1.0,1.0,3.473911508557747,4.021866036257019,Feynman91,Bx
1.0,3.5143599743197456,1.0,1.0,3.7882352130115526,3.330113999350665,Feynman91,Bx
1.0,3.102729940307716,1.0,1.0,3.4098288934317402,3.3908438105234633,Feynman91,Bx
1.0,3.576150860010343,1.0,1.0,3.84562803369654,3.5332931002670307,Feynman91,Bx
1.0,2.302676101195344,1.0,1.0,2.7022800052948233,3.0925079273154594,Feynman91,Bx
1.0,1.0606471157014918,1.0,1.0,1.767759119350228,2.357929915414454,Feynman91,Bx
1.0,3.955961132236527,1.0,1.0,4.20114609121917,4.144894873858092,Feynman91,Bx
1.0,2.557911727945691,1.0,1.0,2.92282609950748,2.939647139689063,Feynman91,Bx
1.0,1.4364798915663903,1.0,1.0,2.0158061610369655,1.391726991649004,Feynman91,Bx
1.0,4.06242339160443,1.0,1.0,4.3015443520501835,4.430881912350138,Feynman91,Bx
1.0,1.9675988689105908,1.0,1.0,2.4231065409796235,2.3881149508271213,Feynman91,Bx
1.0,2.6670720584387957,1.0,1.0,3.018819862943954,3.6252550952215388,Feynman91,Bx
1.0,2.2364241153477256,1.0,1.0,2.646052309329666,3.1621464888495163,Feynman91,Bx
1.0,3.519942387604344,1.0,1.0,3.7934146111457117,3.8541197736964254,Feynman91,Bx
1.0,2.282131405501412,1.0,1.0,2.684794918047904,2.308500917589715,Feynman91,Bx
1.0,3.346427104828626,1.0,1.0,3.6329842234630885,4.19872441529933,Feynman91,Bx
1.0,2.526202472614053,1.0,1.0,2.895116393625886,2.778672106098165,Feynman91,Bx
1.0,2.502043550746663,1.0,1.0,2.8740601820130647,2.4204461435319358,Feynman91,Bx
1.0,4.664177252443444,1.0,1.0,4.873863912976118,5.385963987065998,Feynman91,Bx
1.0,2.1891551765268105,1.0,1.0,2.6062233954352667,2.9223284041613007,Feynman91,Bx
1.0,3.097526948633432,1.0,1.0,3.405095181857673,3.704824577573082,Feynman91,Bx
1.0,4.659365266571285,1.0,1.0,4.8692591517941315,4.9188316331395585,Feynman91,Bx
1.0,1.039778014110551,1.0,1.0,1.755317156136657,1.5129159961799719,Feynman91,Bx
1.0,1.7528672673194974,1.0,1.0,2.252230817842639,2.402721737144641,Feynman91,Bx
1.0,3.9396781103302705,1.0,1.0,4.185816958852297,3.665464128022654,Feynman91,Bx
1.0,4.233265905862957,1.0,1.0,4.4632432411579055,4.092977855762761,Feynman91,Bx
1.0,3.693813723757992,1.0,1.0,3.9552825216187637,3.8925268859849944,Feynman91,Bx
1.0,3.6279230331046284,1.0,1.0,3.8938188882035956,4.092477367152052,Feynman91,Bx
1.0,2.6682365688234504,1.0,1.0,3.019848735815544,2.906651529310899,Feynman91,Bx
1.0,4.0876280748667595,1.0,1.0,4.325355855700075,4.296450363237094,Feynman91,Bx
1.0,2.447533262883248,1.0,1.0,2.8267329327193114,2.926775993997968,Feynman91,Bx
1.0,3.556491081687017,1.0,1.0,3.8273527161889964,3.508349424287907,Feynman91,Bx
1.0,2.8311809291204164,1.0,1.0,3.164740977302115,2.9652850417526664,Feynman91,Bx
1.0,3.401177342758819,1.0,1.0,3.6834776118358508,3.9379896946900907,Feynman91,Bx
1.0,2.868163295946453,1.0,1.0,3.197868148034628,3.1404224384241104,Feynman91,Bx
1.0,4.256873352453981,1.0,1.0,4.485640504859122,4.237126969225295,Feynman91,Bx
1.0,3.7157499140736983,1.0,1.0,3.97577632971709,3.7887468145406675,Feynman91,Bx
1.0,1.9561331201609362,1.0,1.0,2.4138054569062852,2.412250888899545,Feynman91,Bx
1.0,4.364621553530332,1.0,1.0,4.588019322707952,4.7326988087172515,Feynman91,Bx
1.0,3.7842060973505207,1.0,1.0,4.039828682905361,3.4688874868503983,Feynman91,Bx
1.0,4.705585618598757,1.0,1.0,4.913505471042384,5.214187516157318,Feynman91,Bx
1.0,3.4920118694082953,1.0,1.0,3.767512029985892,3.7166524523423323,Feynman91,Bx
1.0,2.5422242895668234,1.0,1.0,2.909107137673609,3.234221966124203,Feynman91,Bx
1.0,3.6731480306323165,1.0,1.0,3.935989895177332,4.046553969025081,Feynman91,Bx
1.0,4.044674787506319,1.0,1.0,4.284786358348487,4.1243634185533296,Feynman91,Bx
1.0,1.5904095724048122,1.0,1.0,2.1282393211283495,1.7955996331052022,Feynman91,Bx
1.0,1.6036103468665917,1.0,1.0,2.13812210703168,2.407198435793587,Feynman91,Bx
1.0,2.1127876437931405,1.0,1.0,2.5424145271306506,2.4972716549942575,Feynman91,Bx
1.0,4.377111981222939,1.0,1.0,4.5999031833469495,4.24777797231403,Feynman91,Bx
1.0,2.34568770114326,1.0,1.0,2.739023693087512,2.5242549863221666,Feynman91,Bx
1.0,1.439297090628762,1.0,1.0,2.017814687996006,2.202971099335754,Feynman91,Bx
1.0,3.7666102999200515,1.0,1.0,4.023350985368269,4.140505883886934,Feynman91,Bx
1.0,2.7986745473022414,1.0,1.0,3.1356943763251874,2.4879672360996263,Feynman91,Bx
1.0,2.1140277349493433,1.0,1.0,2.543445156502308,2.0251067989846567,Feynman91,Bx
1.0,4.5116497702061995,1.0,1.0,4.728105714660117,5.037787346000132,Feynman91,Bx
1.0,4.332373762175386,1.0,1.0,4.55735256647823,4.6648281230439474,Feynman91,Bx
1.0,3.7443309170898735,1.0,1.0,4.002500970227876,3.455100194819302,Feynman91,Bx
1.0,3.2604136336425276,1.0,1.0,3.5539129227433346,3.2637064432263205,Feynman91,Bx
1.0,3.5615123737236516,1.0,1.0,3.8320191007074427,3.2154534182711876,Feynman91,Bx
1.0,3.4071019855480693,1.0,1.0,3.688948893645126,4.280719936170046,Feynman91,Bx
1.0,1.1308274091900383,1.0,1.0,1.8107375926333045,1.569978725165728,Feynman91,Bx
1.0,3.048802441525383,1.0,1.0,3.360832683644209,3.0523384098984296,Feynman91,Bx
1.0,1.3567419603735345,1.0,1.0,1.959782831601048,1.8323173501741012,Feynman91,Bx
1.0,4.916502575610956,1.0,1.0,5.115857462438644,5.759420604717535,Feynman91,Bx
1.0,3.643066198346684,1.0,1.0,3.907931847606373,3.864587326500523,Feynman91,Bx
1.0,2.3218789782193316,1.0,1.0,2.718661801235462,2.6389856541616177,Feynman91,Bx
1.0,3.31595270452154,1.0,1.0,3.604933056053013,3.4570809512519114,Feynman91,Bx
1.0,3.5241181812242734,1.0,1.0,3.797289685451385,3.9313125910468005,Feynman91,Bx
1.0,3.1097427135192555,1.0,1.0,3.416211314348997,3.50426506491766,Feynman91,Bx
1.0,2.0162594480152496,1.0,1.0,2.4627834175401535,2.7304547932901975,Feynman91,Bx
1.0,1.104756213686915,1.0,1.0,1.794571339256216,1.1814415302820036,Feynman91,Bx
1.0,4.5349201349059225,1.0,1.0,4.75031584528599,4.520423465056571,Feynman91,Bx
1.0,2.7966093358285757,1.0,1.0,3.133851269164436,3.604464559141877,Feynman91,Bx
1.0,1.0620509736552313,1.0,1.0,1.7686017840774741,1.7045538084663465,Feynman91,Bx
1.0,1.8039636806060209,1.0,1.0,2.2922227118990035,2.6900629461348387,Feynman91,Bx
1.0,1.6577881021606622,1.0,1.0,2.1790505711583315,2.2933183021768717,Feynman91,Bx
1.0,3.223732471446051,1.0,1.0,3.5202913299122938,4.481681221179633,Feynman91,Bx
1.0,2.4501377506714888,1.0,1.0,2.828988334593401,2.9979311510087046,Feynman91,Bx
1.0,3.3041026570614207,1.0,1.0,3.5940359442276506,3.6259726883450196,Feynman91,Bx
1.0,3.3039933137998494,1.0,1.0,3.5939354220177786,3.986514686644876,Feynman91,Bx
1.0,4.518330574750308,1.0,1.0,4.734481089065987,5.1430837671666545,Feynman91,Bx
1.0,4.10502966677312,1.0,1.0,4.341804758978395,4.503549953764584,Feynman91,Bx
1.0,3.845550627121902,1.0,1.0,4.0973478770733704,3.664594750129257,Feynman91,Bx
1.0,1.81011740848516,1.0,1.0,2.297068791416798,2.4797030548326298,Feynman91,Bx
1.0,4.051772641015781,1.0,1.0,4.291487100584597,4.449961389386257,Feynman91,Bx
1.0,1.0154867532112606,1.0,1.0,1.7410380081857912,1.7255737384642136,Feynman91,Bx
1.0,3.0571743201398722,1.0,1.0,3.3684291329524343,3.269601042777295,Feynman91,Bx
1.0,2.698739387600302,1.0,1.0,3.046833484486025,2.525929180747979,Feynman91,Bx
1.0,1.0455573501213435,1.0,1.0,1.758746761871295,2.122188404527254,Feynman91,Bx
1.0,1.492686830283795,1.0,1.0,2.0562378202198994,1.5891547780718072,Feynman91,Bx
1.0,2.397251325318661,1.0,1.0,2.7833098851443183,2.9558493796906364,Feynman91,Bx
1.0,4.5292854152928665,1.0,1.0,4.744936919831988,4.532435828133054,Feynman91,Bx
1.0,4.373319469375069,1.0,1.0,4.596294505491901,4.541543607269148,Feynman91,Bx
1.0,2.768644419340357,1.0,1.0,3.108921343608504,2.8644776292497975,Feynman91,Bx
1.0,1.0285379977303295,1.0,1.0,1.7486824791182403,1.9081616814383664,Feynman91,Bx
1.0,1.3723150671597124,1.0,1.0,1.9705960122647073,1.716171633592257,Feynman91,Bx
1.0,2.173466615032917,1.0,1.0,2.593059414410446,2.9697365104363143,Feynman91,Bx
1.0,1.9021075980456272,1.0,1.0,2.370234864848398,2.3620270891933943,Feynman91,Bx
1.0,1.4555700335274522,1.0,1.0,2.029454143976431,2.1246636404458172,Feynman91,Bx
