p_d,Ef,t,h,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name
2.0,2.0,2.0,2.0,1.0302564117755102,3.0,5.500260819414001,1.8944556968502018,Feynman90,omega
2.0,2.0,2.0,2.0,4.139175283827278,3.0,15.977420338703721,14.981609364888218,Feynman90,omega
2.0,2.0,2.0,2.0,4.023506558757406,3.0,17.494892263691035,16.20971730360362,Feynman90,omega
2.0,2.0,2.0,2.0,1.1245141778398344,3.0,6.502113466347157,8.99016543521594,Feynman90,omega
2.0,2.0,2.0,2.0,4.418956764516851,3.0,12.196916551418239,11.467822820605807,Feynman90,omega
2.0,2.0,2.0,2.0,3.2340223158626262,3.0,24.677268184532373,25.848339292213726,Feynman90,omega
2.0,2.0,2.0,2.0,2.5318522407669635,3.0,23.349511858806107,21.634154144141156,Feynman90,omega
2.0,2.0,2.0,2.0,3.636054960148601,3.0,21.921093547928955,20.74984401408159,Feynman90,omega
2.0,2.0,2.0,2.0,4.226935797270302,3.0,14.797901105154214,19.260899065897355,Feynman90,omega
2.0,2.0,2.0,2.0,3.339581038852911,3.0,24.181410038245826,23.50857664902677,Feynman90,omega
2.0,2.0,2.0,2.0,2.4616194825887727,3.0,22.79639715354119,24.839862955503754,Feynman90,omega
2.0,2.0,2.0,2.0,3.4337825886243136,3.0,23.595377042366646,27.773119114288694,Feynman90,omega
2.0,2.0,2.0,2.0,2.1166010285468815,3.0,19.238569957087584,19.744518419555334,Feynman90,omega
2.0,2.0,2.0,2.0,2.2526550630258964,3.0,20.788546700379513,19.405229018545633,Feynman90,omega
2.0,2.0,2.0,2.0,1.7626288868308602,3.0,14.65670409556219,20.489952940967118,Feynman90,omega
2.0,2.0,2.0,2.0,1.0812862068835907,3.0,6.033280258942559,3.1342054529362087,Feynman90,omega
2.0,2.0,2.0,2.0,3.054126228789117,3.0,25.108207446760048,25.260421184087097,Feynman90,omega
2.0,2.0,2.0,2.0,2.976436804687112,3.0,25.128090137892322,23.965552274030852,Feynman90,omega
2.0,2.0,2.0,2.0,2.919306162011069,3.0,25.0782379904262,23.76992102667414,Feynman90,omega
2.0,2.0,2.0,2.0,3.9818309465381714,3.0,18.026337464364065,17.29930923101003,Feynman90,omega
2.0,2.0,2.0,2.0,4.625492137994808,3.0,9.483534219631753,9.567808897579257,Feynman90,omega
2.0,2.0,2.0,2.0,4.912598636859583,3.0,6.09865695528087,5.278441961401541,Feynman90,omega
2.0,2.0,2.0,2.0,3.5851814212467437,3.0,22.391774019532235,22.263086179267376,Feynman90,omega
2.0,2.0,2.0,2.0,4.627881381145993,3.0,9.45318901287077,8.818733232109993,Feynman90,omega
2.0,2.0,2.0,2.0,1.641544514066343,3.0,13.01422602700678,10.09569733699476,Feynman90,omega
2.0,2.0,2.0,2.0,1.4944277088569002,3.0,11.040474956107385,10.582552008360011,Feynman90,omega
2.0,2.0,2.0,2.0,1.8580313164993698,3.0,15.940164503764604,16.26234430695317,Feynman90,omega
2.0,2.0,2.0,2.0,1.368107420297846,3.0,9.40231076027226,11.123593507665309,Feynman90,omega
2.0,2.0,2.0,2.0,2.4083309797845986,3.0,22.333503005824088,23.127942717393815,Feynman90,omega
2.0,2.0,2.0,2.0,2.578531037718561,3.0,23.679383726514992,20.8253300008572,Feynman90,omega
2.0,2.0,2.0,2.0,3.2107353086851003,3.0,24.762894143440068,22.973679136821374,Feynman90,omega
2.0,2.0,2.0,2.0,2.466331267651158,3.0,22.83557028506113,18.695316249940774,Feynman90,omega
2.0,2.0,2.0,2.0,3.0457507213450334,3.0,25.115210769473112,26.27397498596713,Feynman90,omega
2.0,2.0,2.0,2.0,1.0227578592269642,3.0,5.423860332219055,3.385741572854868,Feynman90,omega
2.0,2.0,2.0,2.0,1.3890234666755146,3.0,9.668522143852915,8.206011577204098,Feynman90,omega
2.0,2.0,2.0,2.0,4.220034412680677,3.0,14.891200848325905,15.029348880310188,Feynman90,omega
2.0,2.0,2.0,2.0,1.8389752278061455,3.0,15.685422100929086,15.01800183698719,Feynman90,omega
2.0,2.0,2.0,2.0,1.9725052588205494,3.0,17.443547630651118,18.618619385935922,Feynman90,omega
2.0,2.0,2.0,2.0,4.329422768802447,3.0,13.407924037311377,11.696956219768191,Feynman90,omega
2.0,2.0,2.0,2.0,1.6770227083979599,3.0,13.495396163220581,11.480041298027086,Feynman90,omega
2.0,2.0,2.0,2.0,4.488084068478563,3.0,11.272244103382612,12.586729855904565,Feynman90,omega
2.0,2.0,2.0,2.0,2.2398979572409257,3.0,20.650411602294003,22.59341894677448,Feynman90,omega
2.0,2.0,2.0,2.0,1.7055689511506893,3.0,13.882910436279964,18.157462603997832,Feynman90,omega
2.0,2.0,2.0,2.0,2.722494532910151,3.0,24.494177797331428,19.45871694705115,Feynman90,omega
2.0,2.0,2.0,2.0,3.8401091015991238,3.0,19.749212173023526,22.317315367835633,Feynman90,omega
2.0,2.0,2.0,2.0,3.0672970565866327,3.0,25.09482295999317,23.787483057908343,Feynman90,omega
2.0,2.0,2.0,2.0,4.171918264404096,3.0,15.539368459122937,13.14936762248605,Feynman90,omega
2.0,2.0,2.0,2.0,4.331942271092533,3.0,13.373736650105405,12.079681383713197,Feynman90,omega
2.0,2.0,2.0,2.0,1.466631199526561,3.0,10.6742680500646,7.665018757711262,Feynman90,omega
