EquationName,VariedVariable,DataFilePath,Degree,Lambda,Alpha,MaxInteractions,Runtime,Successful,RMSE_Training,RMSE_Test,RMSE_Full
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-07,0,2,841,True,0.021954746491714475,0.02218520969839716,0.022001032264071848
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-07,0.5,2,194,True,0.02195474504576985,0.02218520826326789,0.022001030820321083
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-07,1,2,179,True,0.02195474580773972,0.022185208842840205,0.022001031545499386
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-06,0,2,220,True,0.021954745472470123,0.022185207376705943,0.022001030982166433
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-06,0.5,2,153,True,0.02195473925376095,0.022185201218184344,0.022001024775650146
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-06,1,2,172,True,0.0219547396350592,0.022185201572672175,0.022001025151538085
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-05,0,2,174,True,0.02195474468193657,0.022185194047453265,0.02200102766290358
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-05,0.5,2,191,True,0.02195474713815177,0.022185196598867526,0.02200103013829642
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-05,1,2,174,True,0.021954745011362214,0.022185194570627533,0.022001028031400416
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,0.0001,0,2,188,True,0.02195474698937793,0.022185070458876036,0.0220010045804081
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,0.0001,0.5,2,160,True,0.021954747727317838,0.022185072192029892,0.02200100551904957
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,0.0001,1,2,286,True,0.02195474657487686,0.022185072238937547,0.022001004608495245
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,0.001,0,2,330,True,0.021954767583614216,0.02218383184739223,0.022000771232097507
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,0.001,0.5,2,138,True,0.021954764761962873,0.022183838802161356,0.022000770382024304
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,0.001,1,2,139,True,0.021954767447947537,0.022183850797803585,0.02200077494541061
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,0.01,0,2,169,True,0.021956901865625204,0.022173340258900356,0.022000359889709782
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,0.01,0.5,2,148,True,0.021956888573443196,0.022173374371805374,0.022000356153201863
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,0.01,1,2,154,True,0.021956874218396878,0.022173407955940774,0.02200035146151344
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,0.1,0,2,239,True,0.0221430674882433,0.022231965421248702,0.022160875603852798
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,0.1,0.5,2,162,True,0.0221541270576713,0.022238602381834543,0.02217104787170473
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,0.1,1,2,137,True,0.022166382770337893,0.022246079626783332,0.022182345048464624
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1,0,2,161,True,0.02760262428441152,0.027159017345210517,0.02751447507296108
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1,0.5,2,129,True,0.03131712889568298,0.030310209099873416,0.03111835157829969
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1,1,2,139,True,0.038428475379625265,0.03703731829331896,0.03815430205460578
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-07,0,3,182,True,0.021954745127480434,0.022185208338855046,0.022001030900796036
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-07,0.5,3,177,True,0.021954739955725507,0.022185203181681035,0.0220010257320271
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-07,1,3,180,True,0.021954740183926687,0.02218520358309934,0.0220010259951597
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-06,0,3,184,True,0.021954745137133965,0.022185207083614725,0.022001030655352936
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-06,0.5,3,210,True,0.021954740651079004,0.02218520258228572,0.022001026166256987
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-06,1,3,198,True,0.021954745249435706,0.022185207082164017,0.022001030744712772
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-05,0,3,189,True,0.02195474622774666,0.02218519559512653,0.022001029209075863
Feynman17,c,D:\src\SC-DataValidation-Datasets\data\univariate_gridsearch\Feynman17_c.csv,3,1E-05,0.5,3,205,True,0.021954737706511303,0.022185187173986327,0.022001020708101893
