EquationName,VariedVariable,DataFilePath,Degree,Lambda,Alpha,MaxInteractions,Runtime,Successful,RMSE_Training,RMSE_Test,RMSE_Full
Feynman65,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman65.csv,3,1E-07,0,2,1179,True,0.09751863092020382,0.09703546167106564,0.09742218877434498
Feynman2,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman2.csv,3,1E-07,0,2,1242,True,0.024130456970669782,0.022968149121109626,0.023902517392538007
Feynman31,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman31.csv,3,1E-07,0,2,1921,True,0.048198810836106845,0.04799814421632835,0.04815874440279916
Feynman65,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman65.csv,3,1E-07,0.5,2,949,True,0.09751863068278466,0.0970354819804301,0.09742219262997096
Feynman2,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman2.csv,3,1E-07,0.5,2,1156,True,0.024130456948072622,0.022968101433244813,0.023902508209553936
Feynman65,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman65.csv,3,1E-07,1,2,826,True,0.09751863060939397,0.09703549090757545,0.09742219434954222
Feynman64,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman64.csv,3,1E-07,0,2,3215,True,0.26645063224356547,0.27574766009459717,0.2683358081731281
Feynman17,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman17.csv,3,1E-07,0,2,3328,True,0.5373023366597952,0.5637252365093612,0.5426898462654042
Feynman2,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman2.csv,3,1E-07,1,2,896,True,0.02413045777099615,0.022968102700586433,0.023902509117730727
Feynman81,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman81.csv,3,1E-07,0,2,3577,True,1.873242936414975,1.8859614564061862,1.8757935392981888
Feynman44,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman44.csv,3,1E-07,0,2,3717,True,1.7396425739042043,1.5936143790985946,1.7114340144469482
Feynman31,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman31.csv,3,1E-07,0.5,2,1747,True,0.048198805685619614,0.04799801069749161,0.04815871366429339
Feynman65,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman65.csv,3,1E-06,0,2,817,True,0.09751863091238203,0.09703546762843118,0.09742218995482488
Feynman2,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman2.csv,3,1E-06,0,2,889,True,0.024130456689734323,0.022968148282491583,0.02390251700447927
Feynman56,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman56.csv,3,1E-07,0,2,4817,True,0.23702850718628724,0.2307353460125417,0.23578331271545355
Feynman65,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman65.csv,3,1E-06,0.5,2,859,True,0.09751863056467293,0.09703549747533695,0.09742219562206846
Feynman33,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman33.csv,3,1E-07,0,2,4954,True,2.551963039534556,2.5696163167758908,2.555503450830882
Feynman31,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman31.csv,3,1E-07,1,2,1546,True,0.04819881071759812,0.0479980890359853,0.04815873330865288
Feynman2,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman2.csv,3,1E-06,0.5,2,996,True,0.024130458014123158,0.02296810113640637,0.02390250901348072
Feynman65,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman65.csv,3,1E-06,1,2,750,True,0.09751863028792136,0.0970354924816687,0.09742219440567858
Feynman64,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman64.csv,3,1E-07,0.5,2,2434,True,0.2664506317127675,0.2757476112704508,0.2683357977169246
Feynman17,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman17.csv,3,1E-07,0.5,2,2736,True,0.5373023350628078,0.563725203766841,0.5426898381981647
Feynman2,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman2.csv,3,1E-06,1,2,940,True,0.024130455619443526,0.02296811856274665,0.023902510428488986
Feynman65,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman65.csv,3,1E-05,0,2,821,True,0.09751863089855224,0.09703553714178217,0.09742220379123694
Feynman81,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman81.csv,3,1E-07,0.5,2,2959,True,1.8732429351008597,1.8859611613108513,1.8757934789093456
Feynman31,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman31.csv,3,1E-06,0,2,1651,True,0.048198810723469585,0.0479981503034971,0.0481587455259883
Feynman44,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman44.csv,3,1E-07,0.5,2,3344,True,1.7396425575757686,1.593614217606748,1.7114339710940312
Feynman2,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman2.csv,3,1E-05,0,2,907,True,0.0241304570811849,0.022968147517292405,0.023902517173568706
Feynman65,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman65.csv,3,1E-05,0.5,2,953,True,0.09751863085336394,0.09703552597343816,0.09742220153024715
Feynman64,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman64.csv,3,1E-07,1,2,2543,True,0.2664506283091724,0.2757476896372413,0.26833581111945803
Feynman2,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman2.csv,3,1E-05,0.5,2,1001,True,0.024130457719415403,0.02296811046192577,0.02390251056765881
Feynman65,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman65.csv,3,1E-05,1,2,894,True,0.09751863076228338,0.09703547538310542,0.09742219137940557
Feynman17,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman17.csv,3,1E-07,1,2,2574,True,0.5373023361899789,0.5637251923712763,0.542689836723495
Feynman31,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman31.csv,3,1E-06,0.5,2,1963,True,0.0481988105805337,0.04799802021920678,0.04815871948147304
Feynman33,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman33.csv,3,1E-07,0.5,2,4301,True,2.551963032126511,2.569616208364499,2.5555034231106353
Feynman2,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman2.csv,3,1E-05,1,2,946,True,0.02413045669942975,0.022968130570550766,0.023902513608397288
Feynman65,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman65.csv,3,0.0001,0,2,896,True,0.09751863554457824,0.09703628362327421,0.09742235621593393
Feynman56,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman56.csv,3,1E-07,0.5,2,4763,True,0.23702850945988027,0.23073532283004317,0.2357833100066984
Feynman81,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman81.csv,3,1E-07,1,2,3052,True,1.873242935279158,1.8859611098994582,1.8757934687137765
Feynman65,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman65.csv,3,0.0001,0.5,2,983,True,0.09751863435887533,0.0970358671448338,0.0974222723009784
Feynman2,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman2.csv,3,0.0001,0,2,1070,True,0.024130457498968593,0.022968124619311876,0.023902513110408957
Feynman44,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman44.csv,3,1E-07,1,2,3378,True,1.7396425622685008,1.5936144880117258,1.711434025268011
Feynman31,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman31.csv,3,1E-06,1,2,1804,True,0.04819880748558275,0.04799796175470731,0.04815870534957399
Feynman64,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman64.csv,3,1E-06,0,2,2754,True,0.26645063240300343,0.2757476515770635,0.268335806549222
Feynman65,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman65.csv,3,0.0001,1,2,969,True,0.09751863641113727,0.09703540999077882,0.09742218287641571
Feynman17,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman17.csv,3,1E-06,0,2,2894,True,0.537302336676649,0.5637252731600029,0.5426898538930078
Feynman2,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman2.csv,3,0.0001,0.5,2,1204,True,0.02413045632694426,0.02296808968665425,0.023902505450435325
Feynman65,None,C:\Users\P41874\Desktop\fbachinger_scprval\multivariate_data\Feynman65.csv,3,0.001,0,2,919,True,0.0975190932650225,0.09704414663169368,0.09742428916897702
