sigma,theta,target,target_with_noise,equation_name,varied_variable_name,Predicted
1.9378112250374133,1.0,0.18020693610407468,0.18421860921635128,Feynman2,sigma,0.1819108427804471
2.3812295061984607,1.0,0.1533956176363702,0.13607842051908411,Feynman2,sigma,0.15372025376085835
2.636837923000923,1.0,0.1407976862532196,0.12452989021269349,Feynman2,sigma,0.14061056471784972
1.6554633650646022,1.0,0.20079636069870158,0.20122201819228172,Feynman2,sigma,0.2012116900417694
1.0349105264420497,1.0,0.24169236778986714,0.24640567595375568,Feynman2,sigma,0.24392953405022152
2.9444038438734825,1.0,0.12789850494748445,0.13563089639185774,Feynman2,sigma,0.1291491906895106
2.9443160814207516,1.0,0.12790187751340157,0.11676356803548135,Feynman2,sigma,0.12915195280942027
2.734387416436467,1.0,0.13646067150818328,0.15729493031181635,Feynman2,sigma,0.13649470209960612
1.4696381797081082,1.0,0.2153579427765588,0.20684682196263188,Feynman2,sigma,0.21399840401284728
2.713378618046153,1.0,0.13737435873006973,0.13272129547197975,Feynman2,sigma,0.13733858154129977
1.1075494540904758,1.0,0.2396208503988714,0.2330098622320098,Feynman2,sigma,0.23892596637551203
2.8637696827389263,1.0,0.13106731650289108,0.13356702239174634,Feynman2,sigma,0.13176856095152317
2.50064217972027,1.0,0.14727627706608157,0.15995028498158478,Feynman2,sigma,0.14719949299888466
2.8009702452108662,1.0,0.13363598021005285,0.12018418940137134,Feynman2,sigma,0.13396700601684358
1.6887558061611225,1.0,0.19824482300889135,0.19654798458714262,Feynman2,sigma,0.19892301534929427
1.7107376276528063,1.0,0.19657553252215826,0.19228510118998585,Feynman2,sigma,0.19741275324171662
2.5926824850093197,1.0,0.142842282302836,0.14552457127142943,Feynman2,sigma,0.14264065499257075
2.8767456218647394,1.0,0.13054773956787244,0.14490319935765172,Feynman2,sigma,0.13133370009631393
1.3110675698339926,1.0,0.22748652087032883,0.22039197329132434,Feynman2,sigma,0.2249125642223298
1.5929234504800727,1.0,0.2056537782324012,0.20995809517834782,Feynman2,sigma,0.20551374750630239
2.604231533689501,1.0,0.14230245875117292,0.1249603434425193,Feynman2,sigma,0.1420996473945135
2.17280191276226,1.0,0.1651560808098855,0.16126941901248132,Feynman2,sigma,0.1663981745047871
1.0679144508188685,1.0,0.24097238138674404,0.2382997762381672,Feynman2,sigma,0.241656059571797
1.5331541284498635,1.0,0.21035035249837125,0.22207006185783476,Feynman2,sigma,0.20962689308525845
1.8970946979363787,1.0,0.1830143257232402,0.20637716862503125,Feynman2,sigma,0.18466942608209364
1.5512483489065625,1.0,0.20892493635523657,0.1946688680981119,Feynman2,sigma,0.20838161484876372
2.645990689199947,1.0,0.14038035370630092,0.13298527293858686,Feynman2,sigma,0.14020280178100977
2.1691466168767466,1.0,0.16537530132016776,0.1633079011661002,Feynman2,sigma,0.16663179819983023
1.4171265352075875,1.0,0.21946926703553638,0.22107788235569448,Feynman2,sigma,0.2176125931157926
1.7929103880737474,1.0,0.19045818776791335,0.1927295709039625,Feynman2,sigma,0.19177668451746055
2.7110241641765276,1.0,0.13747743989798789,0.13402442966620048,Feynman2,sigma,0.1374345892963686
1.1036283516695689,1.0,0.23977547334357416,0.23783437392221746,Feynman2,sigma,0.23919604474824235
2.824789981525096,1.0,0.1326510074884559,0.12152596859679163,Feynman2,sigma,0.13311358289366307
2.9248380074026503,1.0,0.12865444521553496,0.13576964454171367,Feynman2,sigma,0.12976879855955295
2.9045767241696963,1.0,0.12944592830705748,0.12042665761756959,Feynman2,sigma,0.13041992466673824
1.0084253266114849,1.0,0.2419537870290287,0.230014915017703,Feynman2,sigma,0.24575401145483444
2.319191749290484,1.0,0.1567477588368729,0.16070927789965656,Feynman2,sigma,0.15734328864933034
2.437606463650968,1.0,0.150453239549362,0.16397076887676515,Feynman2,sigma,0.15056214009547658
2.4487969495668818,1.0,0.14988066201266143,0.14455109841583158,Feynman2,sigma,0.14995173679988918
1.217931269759573,1.0,0.23382889671243307,0.22486969935741125,Feynman2,sigma,0.23132438281212178
2.405293165366147,1.0,0.1521278110387602,0.1570789633169244,Feynman2,sigma,0.15235574776038524
1.7683534842488624,1.0,0.19226487674906065,0.182451569905641,Feynman2,sigma,0.19345901235064725
1.0302249103110257,1.0,0.24176046228314846,0.252810097736494,Feynman2,sigma,0.2442523087254519
1.5253296169362138,1.0,0.21096730256002533,0.19393522807915717,Feynman2,sigma,0.21016540448904072
1.8742269015361277,1.0,0.18461653938628206,0.18653422404207792,Feynman2,sigma,0.18622418178072087
2.0161202622348418,1.0,0.1749731744473869,0.19809023856675304,Feynman2,sigma,0.17665034777595923
1.8266729148879064,1.0,0.18800590730762223,0.18476955857615232,Feynman2,sigma,0.18946741324699676
2.806683662179896,1.0,0.1333985176058666,0.13098695321307377,Feynman2,sigma,0.13375999071270533
1.305014306356676,1.0,0.2279243918281722,0.2286845127569466,Feynman2,sigma,0.2253292413880841
2.092975613904664,1.0,0.17004939523037463,0.1532830278358761,Feynman2,sigma,0.17156598728867337
2.9306134284805943,1.0,0.12843045688185317,0.1364440282636985,Feynman2,sigma,0.12958505577245596
1.9437810648280018,1.0,0.1798002455636194,0.18089585603733999,Feynman2,sigma,0.18150756375176838
1.6122553457404345,1.0,0.20414452729399263,0.2085075116092481,Feynman2,sigma,0.2041836517836545
1.020961083092497,1.0,0.24186804402717185,0.22941666523953852,Feynman2,sigma,0.24489046211485269
2.8917286442025505,1.0,0.12995245388516488,0.11853587657387092,Feynman2,sigma,0.13083873944989277
2.362372581821837,1.0,0.15440167380384842,0.15883094610931953,Feynman2,sigma,0.15480592571576263
2.592130940348448,1.0,0.14286815292527574,0.15501855005210066,Feynman2,sigma,0.1426666684177182
2.915713979722426,1.0,0.12900976479639917,0.12266349009802634,Feynman2,sigma,0.1300606936092716
1.3873219383787816,1.0,0.22177329528164336,0.23335295777769563,Feynman2,sigma,0.2196639508666624
1.4392183564048462,1.0,0.21774574183652337,0.20574975629854728,Feynman2,sigma,0.21609209114259884
1.4906336797135733,1.0,0.21370398034726462,0.21147544156474452,Feynman2,sigma,0.21255336219227905
1.835115444895793,1.0,0.1873985832910887,0.204670438210853,Feynman2,sigma,0.18889075123168728
1.015921458626243,1.0,0.24191098738925917,0.22992302919895377,Feynman2,sigma,0.24523762579359817
2.2302542059505717,1.0,0.16177057673947637,0.1435376716567466,Feynman2,sigma,0.16277023281866085
2.4013602905044302,1.0,0.15233379651025744,0.1738065190285603,Feynman2,sigma,0.15257711244983616
2.80286426240363,1.0,0.13355717574406215,0.1199721354709289,Feynman2,sigma,0.1338982148308219
2.5953034178684105,1.0,0.1427194583299151,0.14641968581694853,Feynman2,sigma,0.14251725933746223
1.4465684045886449,1.0,0.21717008624374048,0.214541278579731,Feynman2,sigma,0.21558621369603484
2.012301281554749,1.0,0.17522333349449307,0.17297950107121252,Feynman2,sigma,0.1769052402256341
2.1443932507786467,1.0,0.16687201772210197,0.17414586600594892,Feynman2,sigma,0.16822193242502714
1.2584804307359974,1.0,0.23118307997347587,0.23162309584528673,Feynman2,sigma,0.2285326213629745
1.9744399420884664,1.0,0.1777316173892474,0.18862598525774985,Feynman2,sigma,0.17944192047422655
2.7516416547967806,1.0,0.13571840820084372,0.09310275044649277,Feynman2,sigma,0.13581862348131507
1.0843966229383042,1.0,0.24046933947627833,0.24103004235888315,Feynman2,sigma,0.24052072651822637
2.6385732992013,1.0,0.14071839025859517,0.15373993630461863,Feynman2,sigma,0.1405329071490655
1.8663124856320679,1.0,0.18517527846432624,0.2027103530769148,Feynman2,sigma,0.1867630673578279
1.7353947620432928,1.0,0.19471887437577826,0.22368964956470458,Feynman2,sigma,0.1957197552402233
1.3877186930346201,1.0,0.22174282159989514,0.21913432391850884,Feynman2,sigma,0.21963664328957036
1.0806348842227755,1.0,0.24059190524768972,0.2398011317736934,Feynman2,sigma,0.24077984142655803
1.8028447510557084,1.0,0.1897327594191053,0.17697590084451587,Feynman2,sigma,0.19109671547802173
2.3162841035959136,1.0,0.15690787776756376,0.14040021241086853,Feynman2,sigma,0.15751659317024447
2.592639901716888,1.0,0.14284427941019912,0.14000095094944073,Feynman2,sigma,0.14264266284710908
2.9719520778411823,1.0,0.12684788645043613,0.11621468695997582,Feynman2,sigma,0.1282880803661366
2.6804886188619927,1.0,0.13882698023788656,0.1390955851881169,Feynman2,sigma,0.13870626699817323
2.1805515988539943,1.0,0.16469282901648194,0.15853775494274733,Feynman2,sigma,0.165903915381825
2.2523920758196088,1.0,0.1604958662652889,0.1371462732821956,Feynman2,sigma,0.16139631846266098
2.7919660563553403,1.0,0.1340117723272947,0.16320674001343682,Feynman2,sigma,0.13429630449311228
2.6566914774516235,1.0,0.13989521818540765,0.1446944253352104,Feynman2,sigma,0.1397317721950602
1.9227204377359413,1.0,0.18124061793899404,0.15750475153610738,Feynman2,sigma,0.18293167741248548
1.0987066584353322,1.0,0.23996341139311586,0.22512212830031436,Feynman2,sigma,0.23953504560518837
1.3523778275348364,1.0,0.22443089182875428,0.2050853449871963,Feynman2,sigma,0.22206909781882805
2.8827030139034213,1.0,0.1303104531498652,0.13177451688360575,Feynman2,sigma,0.13113601304998307
1.248027567498524,1.0,0.2318846630294227,0.23265285811671454,Feynman2,sigma,0.22925225317984618
2.2218693947502146,1.0,0.16225767783241654,0.1631882889805402,Feynman2,sigma,0.16329426459644153
2.164098475649567,1.0,0.1656788142459415,0.15156939848562784,Feynman2,sigma,0.1669549578943982
1.8142854002115643,1.0,0.1889013116469003,0.2024736170097358,Feynman2,sigma,0.19031413192400048
2.2902977986258954,1.0,0.1583510559796358,0.1420118468093572,Feynman2,sigma,0.15907843404982552
1.3988328013069966,1.0,0.22088686181179176,0.21318212572839879,Feynman2,sigma,0.21887169098932588
1.828424897610285,1.0,0.18787968032104765,0.19514608360684482,Feynman2,sigma,0.18934771712221554
2.261597279812271,1.0,0.15997064242448045,0.14608695802826493,Feynman2,sigma,0.16082930301676734
2.0976815717046007,1.0,0.16975472162320235,0.1759955572018562,Feynman2,sigma,0.17125780940422974
1.854888350241603,1.0,0.18598559152866198,0.2171535278069239,Feynman2,sigma,0.1875415872591379
1.350355933783306,1.0,0.2245828587120042,0.21859542684637678,Feynman2,sigma,0.2222082643190257
1.355212864108882,1.0,0.22421744207027838,0.23756230152734606,Feynman2,sigma,0.22187396349809455
2.213888975119459,1.0,0.16272349317894436,0.14895863561571449,Feynman2,sigma,0.1637948214536508
2.506262854113505,1.0,0.14699863873014107,0.1484367925174714,Feynman2,sigma,0.14690883965340723
2.2378918188184045,1.0,0.16132894307696372,0.1702527802540067,Feynman2,sigma,0.16229462362472782
1.39044372014474,1.0,0.22153336075771687,0.2212945487078079,Feynman2,sigma,0.21944908703530405
2.028105788295298,1.0,0.17419145811651107,0.16325827241298133,Feynman2,sigma,0.17585164871416642
2.8697489554416338,1.0,0.1308274294282941,0.12399823453472841,Feynman2,sigma,0.13156743341893928
2.065784824820055,1.0,0.17176736070273219,0.18563196544508864,Feynman2,sigma,0.1733541931395273
1.3720909841702187,1.0,0.22293840268810777,0.20841714094866787,Feynman2,sigma,0.22071226318638842
2.5376039807722046,1.0,0.145467086062255,0.1517746420532421,Feynman2,sigma,0.14531685655217427
1.192036863376307,1.0,0.23539770683432365,0.22754872499949946,Feynman2,sigma,0.23310738299290182
1.4318140120223624,1.0,0.2183246109574752,0.22874513523242296,Feynman2,sigma,0.21660170568811749
1.7909185517617259,1.0,0.19060401814812702,0.180489839501908,Feynman2,sigma,0.19191306258176233
1.2656793739608407,1.0,0.23069280894076005,0.22694750533864816,Feynman2,sigma,0.22803702058206768
2.065791327816191,1.0,0.17176694669418807,0.1958897770865564,Feynman2,sigma,0.17335376398848681
2.4905902689439703,1.0,0.14777507697583378,0.15380005885465137,Feynman2,sigma,0.14772312743788382
1.3864550223853607,1.0,0.22183986008833423,0.21784562153334022,Feynman2,sigma,0.21972361843309185
2.3034308955463665,1.0,0.15761895391904035,0.17772998895700706,Feynman2,sigma,0.1582862211616706
1.250457749432409,1.0,0.23172267748394457,0.23216845089106766,Feynman2,sigma,0.22908494415239827
2.5231159863281865,1.0,0.14617159792291864,0.13597897637073894,Feynman2,sigma,0.14604667776560767
1.9003989036162194,1.0,0.182784326962638,0.17430514628312174,Feynman2,sigma,0.18444507784648964
1.445141124952572,1.0,0.2172819452188078,0.25249858206373904,Feynman2,sigma,0.21568444823073032
2.0850170192000714,1.0,0.17054952172995258,0.175832682285622,Feynman2,sigma,0.17208807105218032
1.8303282828844214,1.0,0.18774266118073962,0.18418870319698413,Feynman2,sigma,0.18921769354882925
2.7741366444967026,1.0,0.13476155409200516,0.12923328978151205,Feynman2,sigma,0.13495963478383616
2.8221618564881013,1.0,0.1327590362740156,0.13445824468439016,Feynman2,sigma,0.1332065173175616
1.9869903706626189,1.0,0.17689448391582877,0.19422230938437335,Feynman2,sigma,0.17859918847511086
2.4278840688318204,1.0,0.1509537542354463,0.15324448828310994,Feynman2,sigma,0.15109700703813564
2.0968630143721785,1.0,0.16980592113157875,0.149420051169576,Feynman2,sigma,0.17131138518525027
1.6298304745596888,1.0,0.20277811382048075,0.2046303450155808,Feynman2,sigma,0.20297461418612106
1.2267313648980012,1.0,0.23327287186280884,0.24658072468037248,Feynman2,sigma,0.23071847472067503
2.608728038054153,1.0,0.1420932577806176,0.13349881699648108,Feynman2,sigma,0.14189092645036286
1.0489688484231943,1.0,0.24143548937498477,0.22524050715956717,Feynman2,sigma,0.242961116231324
