sigma,theta,target,target_with_noise,equation_name,varied_variable_name,Predicted
1.0,2.282965333527018,0.029454638111046018,0.017956916309636195,Feynman2,theta,0.06320486636272442
1.0,1.019100082294782,0.23734962306797366,0.2425146601378842,Feynman2,theta,0.13623743763221435
1.0,1.3412490321834205,0.16228308728834637,0.12106779974332484,Feynman2,theta,0.11762203043643416
1.0,1.307012670258081,0.16980923937375306,0.2218658482377598,Feynman2,theta,0.11960038180731912
1.0,1.8052642488006398,0.0782045039982781,0.10945496155953587,Feynman2,theta,0.09080886790813932
1.0,2.632628351867356,0.012471558430347127,-0.027037882032231855,Feynman2,theta,0.04299955643779598
1.0,2.355170366452539,0.02491333041548745,0.032749912014057254,Feynman2,theta,0.059032491838993194
1.0,2.2158315547275866,0.034256009402139444,0.048565457575109564,Feynman2,theta,0.06708419799842849
1.0,1.5239725947206975,0.1249071312336896,0.10442343320380466,Feynman2,theta,0.10706333232936614
1.0,2.977946877477883,0.004733822157117573,-0.023086101053466812,Feynman2,theta,0.023045293457137433
1.0,2.347546548235453,0.02536396200155006,-0.01535220232925456,Feynman2,theta,0.05947303488158602
1.0,1.5701968584298178,0.11628657965452069,0.10829579143820905,Feynman2,theta,0.1043922589431089
1.0,2.567827140121583,0.014760410567399932,0.0002718891368223616,Feynman2,theta,0.04674410046205115
1.0,1.1808205459233174,0.19867059763208017,0.17088564005008142,Feynman2,theta,0.12689240550526037
1.0,1.2377674990511571,0.18544949019645993,0.14866645628412523,Feynman2,theta,0.12360172049495849
1.0,2.6817113857657535,0.010946598486534521,-0.024458603173285097,Feynman2,theta,0.04016328877735134
1.0,2.30111127194825,0.028254710945821635,-0.010260999457766967,Feynman2,theta,0.062156301628043545
1.0,1.1902770907241453,0.19645570173392035,0.19220547426932955,Feynman2,theta,0.12634595817966446
1.0,1.4911047454429662,0.1312521214587309,0.13249367077167865,Feynman2,theta,0.10896260406399792
1.0,1.904008045042809,0.0651175063613055,0.06803059587745323,Feynman2,theta,0.08510294846140526
1.0,2.6792240847955044,0.011019824714833594,0.04963923985562531,Feynman2,theta,0.040307017694305995
1.0,2.9364835863780456,0.005351349752332053,-0.020578001201507806,Feynman2,theta,0.025441253572205093
1.0,2.48611786643486,0.018145556737225413,0.028076644206771213,Feynman2,theta,0.05146567841367788
1.0,2.5747427980526085,0.014500258947503368,-0.020884703009427755,Feynman2,theta,0.04634447852775123
1.0,1.2601479896853565,0.18033753111751802,0.20787084150605503,Feynman2,theta,0.12230846175221
1.0,1.0558074073986154,0.22848078274351336,0.1975510981923583,Feynman2,theta,0.1341163014131521
1.0,1.7181717670442493,0.09117307609548016,0.12873745473268844,Feynman2,theta,0.09584151506929492
1.0,1.1003687197557364,0.21776382110436437,0.2280642818527912,Feynman2,theta,0.13154132180692918
1.0,1.5280443935300727,0.1241334146088305,0.0963812751420142,Feynman2,theta,0.10682804305563151
1.0,1.6306223792373737,0.10556765995508458,0.1278538568303139,Feynman2,theta,0.1009005645944261
1.0,2.0783542220403417,0.04601827543436913,0.05553388776867588,Feynman2,theta,0.07502833842757614
1.0,1.0658896296524076,0.2260500408555069,0.21294955464420834,Feynman2,theta,0.1335336992561789
1.0,1.9038762225113854,0.06513385176512593,0.03911476567240693,Feynman2,theta,0.08511056583863597
1.0,2.9743679492000705,0.004784513735965007,0.012138196291871241,Feynman2,theta,0.023252102159019305
1.0,1.6210719811087586,0.10721965297339628,0.11636772036004907,Feynman2,theta,0.10145243523975325
1.0,2.667161016933301,0.011380971574319216,0.0340349064701469,Feynman2,theta,0.041004083188096896
1.0,1.947181189176054,0.05992294303276432,0.09557554226555988,Feynman2,theta,0.08260818431544947
1.0,1.5594413296926795,0.1182602986078165,0.14398748418124363,Feynman2,theta,0.10501376817338649
1.0,1.01616004605639,0.2380608054623911,0.2623152841277177,Feynman2,theta,0.13640732790166865
1.0,1.641017668287249,0.1037876777231537,0.08452692051132388,Feynman2,theta,0.10029987184860295
1.0,2.050108784248728,0.04878113850740294,0.03461825437005741,Feynman2,theta,0.07666050367310707
1.0,1.3591313865353436,0.15841175426485854,0.1703900834039431,Feynman2,theta,0.11658869692074857
1.0,2.8456880983863204,0.006957681973779975,-0.020113795988419794,Feynman2,theta,0.030687879252669904
1.0,1.1681575036003498,0.2016474285451843,0.1970791490843801,Feynman2,theta,0.12762414059014768
1.0,1.1244687426656492,0.21200328485720535,0.20229573944695853,Feynman2,theta,0.13014869972775936
1.0,2.5282439936791588,0.016326799519484583,0.023728834061314062,Feynman2,theta,0.04903141624697699
1.0,1.0121607688435739,0.23902831907948371,0.2538721461043269,Feynman2,theta,0.13663842651007288
1.0,2.588539692083803,0.01399286948030278,-0.020493202253787,Feynman2,theta,0.04554722372787533
1.0,2.3761331989581214,0.023707993178175596,0.019109015630497654,Feynman2,theta,0.057821152618993066
1.0,2.478987266369105,0.01846963093903287,0.0170753419140642,Feynman2,theta,0.05187772079933493
1.0,1.9033363472949962,0.06520082487504575,0.04008765238220621,Feynman2,theta,0.08514176257819442
1.0,1.680442450578183,0.09720997512317506,0.1330984236739344,Feynman2,theta,0.098021707133151
1.0,1.936364773904829,0.06119481581149139,0.03276073375985721,Feynman2,theta,0.08323321187699693
1.0,1.5434690449856154,0.1212274337825833,0.1544467100347896,Feynman2,theta,0.10593672813365064
1.0,1.7980717934912205,0.0792245050771172,0.08844379975619152,Feynman2,theta,0.09122448460716918
1.0,2.1750660226594185,0.03746325718737501,0.013443769754542683,Feynman2,theta,0.06943983805165199
1.0,2.9909743434882,0.004553303366126657,0.026687156784580182,Feynman2,theta,0.022292500127614776
1.0,1.1963350516391165,0.1950406440532418,0.20900936149537594,Feynman2,theta,0.12599589834175903
1.0,1.027659906110201,0.23527953184467712,0.2746741487415508,Feynman2,theta,0.13574280741121864
1.0,2.623121219074085,0.012787067144330654,-0.003333155255648892,Feynman2,theta,0.043548926986979035
1.0,2.3708249948913886,0.02400857762594869,0.02138293373546673,Feynman2,theta,0.0581278876831481
1.0,1.1752856714411202,0.19997023711119868,0.25693023408502136,Feynman2,theta,0.12721223874481954
1.0,2.8402816438445497,0.00706545091300954,0.018851162065415955,Feynman2,theta,0.031000291728987987
1.0,2.462591257899545,0.01923321811043066,0.014602634465567161,Feynman2,theta,0.05282516566837716
1.0,1.1185289592018288,0.21342025061978295,0.19415338608831745,Feynman2,theta,0.13049193067101722
1.0,2.357699696617069,0.024765283561446787,-0.005891990491314697,Feynman2,theta,0.058886334260908606
1.0,1.4631769784014288,0.13677993366794597,0.155648948526271,Feynman2,theta,0.11057641268675839
1.0,1.0318611687435826,0.23426384197873734,0.21094205268155902,Feynman2,theta,0.13550003705643304
1.0,2.2262170258257568,0.03347489057582643,0.08866505667819533,Feynman2,theta,0.066484072587466
1.0,1.8952883148116006,0.06620512306561269,0.051091939459358346,Feynman2,theta,0.08560681888330336
1.0,2.346487987708023,0.025427056091363722,-0.006877365541383965,Feynman2,theta,0.05953420389982033
1.0,2.3420800513340545,0.02569116766856277,0.04218998194344502,Feynman2,theta,0.059788916911927954
1.0,2.6332937863371146,0.012449726604561543,0.014182192133817623,Feynman2,theta,0.042961104245317135
1.0,2.186025129958747,0.03657861614658415,0.01534481756754898,Feynman2,theta,0.06880656501938098
1.0,1.2417239885739617,0.1845420800962312,0.18880524136132415,Feynman2,theta,0.12337309437811625
1.0,2.001152287671017,0.053866647766639984,0.055970294636216014,Feynman2,theta,0.07948945937474058
1.0,2.9127982810630972,0.005735183993875596,0.026778749625597245,Feynman2,theta,0.026809911132792668
1.0,2.1889252625058013,0.036347297091955215,0.03588497901465969,Feynman2,theta,0.0686389805910334
1.0,1.7708082652373414,0.08317408239820707,0.10675917048064786,Feynman2,theta,0.09279991012342928
1.0,2.6854852503988127,0.010836295897272087,0.02809935658273796,Feynman2,theta,0.0399452156599745
1.0,1.9070003110909046,0.06474727744583449,0.0690654263098898,Feynman2,theta,0.08493004008969941
1.0,2.2865375152383054,0.02921522102618769,0.02931329794240361,Feynman2,theta,0.06299844751121214
1.0,2.7554161448305057,0.008958991637366189,0.07118518154694453,Feynman2,theta,0.035904252448394465
1.0,1.8138245244273914,0.07700243487217899,0.10552679805148885,Feynman2,theta,0.09031421158489474
1.0,2.4775444191978107,0.018535792103211615,-0.008481150476014453,Feynman2,theta,0.05196109585685187
1.0,1.8546889422037207,0.07144166264552801,0.103116665828618,Feynman2,theta,0.08795285740372526
1.0,2.9147405117064205,0.0057028190370531084,0.04200914013759728,Feynman2,theta,0.02669767915523986
1.0,2.240707857969611,0.032408829250104805,-0.0302129088061086,Feynman2,theta,0.065646718507667
1.0,1.5598091769450988,0.11819247167566625,0.11137794975265655,Feynman2,theta,0.10499251208562789
1.0,1.0562454158853944,0.2283751237312879,0.24935803675630175,Feynman2,theta,0.134090991051729
1.0,1.7157884170968032,0.09154693573867757,0.10836794023396412,Feynman2,theta,0.09597923716782188
1.0,2.2407846721046774,0.032403251490489504,0.01411848726032,Feynman2,theta,0.06564227979574613
1.0,2.756005961913055,0.008944441829438229,0.03663796109905905,Feynman2,theta,0.035870169813655796
1.0,1.2810223298492973,0.17561737819901416,0.17743508884531334,Feynman2,theta,0.12110223605555315
1.0,1.8459948678604428,0.07260023942526074,0.0986515981253613,Feynman2,theta,0.08845524529802043
1.0,1.89241699776921,0.06656611731426271,0.06927607097818077,Feynman2,theta,0.08577273820549326
1.0,2.0945122302362,0.04449273887335231,0.0714771626936101,Feynman2,theta,0.07409464642380637
1.0,2.333386137080486,0.02621865849017507,0.023607703710948866,Feynman2,theta,0.060291295553259294
1.0,2.780086945833726,0.008367666334805958,-0.048071675134550074,Feynman2,theta,0.034478647927688774
1.0,1.2989156082647717,0.17161024139817896,0.17677026936127646,Feynman2,theta,0.12006827129086914
1.0,1.5999871717986218,0.1109231113573801,0.11466404529389208,Feynman2,theta,0.10267082290969023
1.0,2.090083105709429,0.04490697156445964,0.03293618828818459,Feynman2,theta,0.07435058379578953
1.0,2.076308802109173,0.04621422378874677,0.03630718959458577,Feynman2,theta,0.07514653320821307
1.0,2.6595777985019025,0.011613168997922564,0.03204828574439082,Feynman2,theta,0.0414422801675876
1.0,2.884813129174543,0.006219834823235481,-0.002973662873524131,Feynman2,theta,0.028427035725823016
1.0,1.749434644425205,0.08636270765067469,0.0658799057448019,Feynman2,theta,0.09403498679062572
1.0,1.5062936775197067,0.12829809510400564,0.14034248947334113,Feynman2,theta,0.1080849102078415
1.0,2.330045250294254,0.026423699388534113,0.047034147338844395,Feynman2,theta,0.06048434900601086
1.0,1.8778974134551851,0.06841331011665502,0.08128408059208805,Feynman2,theta,0.0866117537347846
1.0,2.146713092178696,0.03983031061619118,0.013732018920916116,Feynman2,theta,0.07107821477082936
1.0,1.3838926863980756,0.15312234801210953,0.14718036666064624,Feynman2,theta,0.11515786289697923
1.0,1.5395936206093834,0.12195382475404451,0.12981140133922187,Feynman2,theta,0.10616066989241438
1.0,1.093535423140819,0.21940226797243834,0.2169549322895563,Feynman2,theta,0.13193618449139957
1.0,1.3397364600581518,0.16261246498062348,0.15334868828140522,Feynman2,theta,0.11770943455791641
1.0,1.628841524073746,0.10587449577488045,0.08924534009983352,Feynman2,theta,0.10100347147590906
1.0,2.4525917730849693,0.019711723161181763,-0.03347283462395276,Feynman2,theta,0.05340298682521116
1.0,1.1470448758116085,0.20663640933616143,0.2309948197832407,Feynman2,theta,0.12884413576173173
1.0,2.5574015005110597,0.015160078046232648,0.019593979767866025,Feynman2,theta,0.047346547012935655
1.0,2.0175413450315167,0.052121639411652265,0.033450386419120876,Feynman2,theta,0.07854241617286589
1.0,1.208876141467977,0.19212111550490454,0.18449588827244112,Feynman2,theta,0.1252712102934881
1.0,2.2783551379073503,0.029765966543513645,0.05779157352842257,Feynman2,theta,0.06347126694421774
1.0,1.2632954490748036,0.17962279162330322,0.17861301088042764,Feynman2,theta,0.12212658551729881
1.0,2.683502678043229,0.010894122615747298,0.009323449156937611,Feynman2,theta,0.04005977878717796
1.0,2.117417175454207,0.04239748304472632,0.007551585036588558,Feynman2,theta,0.07277108203802787
1.0,1.5497331217942005,0.12005864976009852,0.11994990727521768,Feynman2,theta,0.10557475787148984
1.0,1.854947523153353,0.07140740596390119,0.022327219736375012,Feynman2,theta,0.08793791527950881
1.0,1.7651453956189322,0.08401098901886868,0.09765253389016544,Feynman2,theta,0.09312713957116318
1.0,2.9381349563383656,0.0053254554313307894,0.010718712716261975,Feynman2,theta,0.02534582900615377
1.0,1.8358900704462036,0.07396341435915657,0.06329603329705108,Feynman2,theta,0.08903915195619942
1.0,2.528329301468328,0.01632327849354967,-0.04074264692400881,Feynman2,theta,0.0490264867284748
1.0,1.2434606832390267,0.1841442670404262,0.20996043274687615,Feynman2,theta,0.12327273931459148
1.0,2.5243282071197224,0.016489112211794506,-0.021829407724581154,Feynman2,theta,0.04925769033617301
1.0,1.1101316614133696,0.21542667424984493,0.20855542578578534,Feynman2,theta,0.13097716930954037
1.0,1.7888269359693387,0.08054901187744254,0.08693440243663317,Feynman2,theta,0.09175869955899149
1.0,2.087413182829333,0.04515810822269848,0.056642299112685444,Feynman2,theta,0.07450486553729867
1.0,2.8847956789115936,0.006220147941305029,0.0022618159245153587,Feynman2,theta,0.028428044090883293
1.0,1.5832022763085056,0.11392633119557569,0.12560004169822334,Feynman2,theta,0.103640739659261
1.0,1.2835961431278962,0.17503872172560866,0.16324338303783595,Feynman2,theta,0.12095350801480645
1.0,2.09115728034838,0.04480623752510845,0.059929530663070336,Feynman2,theta,0.07428851251454956
1.0,1.740452630440415,0.08772694268327548,0.08282542046446166,Feynman2,theta,0.09455401330450167
1.0,1.7738998372717758,0.08271958794631275,0.07904585180761768,Feynman2,theta,0.09262126334581014
1.0,1.3245153230675728,0.16594332680194038,0.17894317048388828,Feynman2,theta,0.1185889893801746
1.0,2.9836123212979677,0.004654551247735267,-0.005449652905292076,Feynman2,theta,0.022717915261471
1.0,1.185434477512062,0.19758903552497706,0.2003765943737859,Feynman2,theta,0.12662578903694596
1.0,2.5590628516441276,0.015095782594690778,0.032921503824126355,Feynman2,theta,0.04725054568377637
1.0,2.7198969807003968,0.009873920150560846,-0.0014001689108014415,Feynman2,theta,0.03795673063723764
1.0,1.0403336009980806,0.23221641150786654,0.24022673366439792,Feynman2,theta,0.13501045676508353
1.0,2.001421864974313,0.053837594463285364,0.04116759601913539,Feynman2,theta,0.07947388182522871
1.0,2.826664590507767,0.0073433885555258685,0.02250347792146694,Feynman2,theta,0.03178715441697144
1.0,2.8174709027059066,0.007536407442639839,0.0050914176183705535,Feynman2,theta,0.032318412517938024
1.0,1.129506794770698,0.21080297849722762,0.20733757615743914,Feynman2,theta,0.12985757541547294
