omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name,Predicted
1.0,1.0,2.998274047428543,1.0,1.0,0.0790618489750376,0.07664336511615633,Feynman44,h,0.07917786626521049
1.0,1.0,4.473485351176614,1.0,1.0,0.0694963369009248,0.0682285830715059,Feynman44,h,0.0693771833406849
1.0,1.0,2.122746541601136,1.0,1.0,0.08516762737853735,0.08656051271438475,Feynman44,h,0.08529369333219065
1.0,1.0,4.569401970094583,1.0,1.0,0.06890533513114633,0.06602119190020105,Feynman44,h,0.06876998879311214
1.0,1.0,4.268048716891325,1.0,1.0,0.07077475892782974,0.06858631841913952,Feynman44,h,0.07069175987274784
1.0,1.0,4.454833453166668,1.0,1.0,0.06961169710701556,0.06433968229320748,Feynman44,h,0.06949575261226451
1.0,1.0,1.9027200666744828,1.0,1.0,0.08675289199935736,0.0890382639391347,Feynman44,h,0.08685202572854481
1.0,1.0,4.65770835712075,1.0,1.0,0.06836452586563363,0.06869095839120569,Feynman44,h,0.06821480785605809
1.0,1.0,1.1057754004517601,1.0,1.0,0.09266682329868817,0.09162326011893247,Feynman44,h,0.09253443963538249
1.0,1.0,2.1443046003099555,1.0,1.0,0.08501340613889333,0.08525058401872056,Feynman44,h,0.08514137277117033
1.0,1.0,2.0281488568830266,1.0,1.0,0.08584668080762604,0.0845389688058079,Feynman44,h,0.08596288059449943
1.0,1.0,2.278602232278206,1.0,1.0,0.08405709573803181,0.08524437005388215,Feynman44,h,0.08419411568292397
1.0,1.0,2.57150119053979,1.0,1.0,0.08199780767006105,0.08084146764193971,Feynman44,h,0.08213919465470297
1.0,1.0,3.3541480032080044,1.0,1.0,0.0766718831388226,0.07666802633586009,Feynman44,h,0.07674486871609769
1.0,1.0,2.745361998915588,1.0,1.0,0.0807925191838867,0.08134485598678233,Feynman44,h,0.0809276423072457
1.0,1.0,2.959108487946981,1.0,1.0,0.07932810507150134,0.08119144175354426,Feynman44,h,0.07944778142782738
1.0,1.0,1.3000677515951877,1.0,1.0,0.09120011680591097,0.09181817059496397,Feynman44,h,0.09114571005281631
1.0,1.0,4.422859167307352,1.0,1.0,0.06980978435273177,0.06466762439344738,Feynman44,h,0.06969938107570392
1.0,1.0,2.7856856040525977,1.0,1.0,0.08051478955514413,0.07879281460347082,Feynman44,h,0.08064761794347043
1.0,1.0,2.133195723705746,1.0,1.0,0.08509285186570499,0.08408947950210376,Feynman44,h,0.08521985491931944
1.0,1.0,4.196425479642968,1.0,1.0,0.07122451641464392,0.0769325307643316,Feynman44,h,0.07115441997679695
1.0,1.0,1.4643136746537264,1.0,1.0,0.08997277141462812,0.0917877948953269,Feynman44,h,0.08997287029630965
1.0,1.0,3.677726124782649,1.0,1.0,0.07454451879165937,0.07180051763896088,Feynman44,h,0.0745667394361393
1.0,1.0,3.5403069781363934,1.0,1.0,0.07544267865881774,0.07401326281196197,Feynman44,h,0.07548749057940174
1.0,1.0,1.9210773930310694,1.0,1.0,0.08661984569499998,0.0850925353967088,Feynman44,h,0.0867217699440407
1.0,1.0,3.4517474248092737,1.0,1.0,0.076025641970822,0.07745492639297583,Feynman44,h,0.0760842508285001
1.0,1.0,3.750961462322378,1.0,1.0,0.07406904883677463,0.06916273429635648,Feynman44,h,0.07407874997174055
1.0,1.0,2.946507684160094,1.0,1.0,0.07941390454791664,0.07487358509196813,Feynman44,h,0.07953470659722416
1.0,1.0,4.632052884128871,1.0,1.0,0.06852132030117067,0.06475412851192623,Feynman44,h,0.06837571865707907
1.0,1.0,1.6498176564315625,1.0,1.0,0.08860037304482676,0.08787403921969565,Feynman44,h,0.08865025411361162
1.0,1.0,1.5980360727328438,1.0,1.0,0.08898199262413219,0.08695214759101962,Feynman44,h,0.08901918791098971
1.0,1.0,3.29624241455001,1.0,1.0,0.07705716851307287,0.0817854356960795,Feynman44,h,0.07713822207442383
1.0,1.0,4.217619728012393,1.0,1.0,0.07109120880332996,0.07013439681112456,Feynman44,h,0.07101728470603522
1.0,1.0,4.101640603055531,1.0,1.0,0.07182294460251297,0.07250625546146819,Feynman44,h,0.07177002206974187
1.0,1.0,2.021488940671937,1.0,1.0,0.08589463057926285,0.08408241155143234,Feynman44,h,0.08601004022672529
1.0,1.0,1.6230761712334116,1.0,1.0,0.08879731000889793,0.08736917884010038,Feynman44,h,0.08884075442612767
1.0,1.0,4.4196098047849315,1.0,1.0,0.06982993811462974,0.06468073024791329,Feynman44,h,0.06972010064480084
1.0,1.0,4.04785071816525,1.0,1.0,0.07216418699157537,0.06961869140267225,Feynman44,h,0.07212101932072335
1.0,1.0,4.032762890423822,1.0,1.0,0.07226011719545138,0.07061666637614665,Feynman44,h,0.07221968287212331
1.0,1.0,4.263762213544299,1.0,1.0,0.07080161699525846,0.07612366666742834,Feynman44,h,0.0707193872278872
1.0,1.0,3.0347057503208803,1.0,1.0,0.07881475405205637,0.07705287723140751,Feynman44,h,0.07892715566557694
1.0,1.0,3.273647534280496,1.0,1.0,0.07720788607026954,0.08277187685582385,Feynman44,h,0.07729198699373396
1.0,1.0,4.045578671534371,1.0,1.0,0.0721786269582655,0.07139500352987914,Feynman44,h,0.07213587101498074
1.0,1.0,4.3519589832177505,1.0,1.0,0.07025051082561239,0.0731003747773253,Feynman44,h,0.07015255421136235
1.0,1.0,2.1697365573256,1.0,1.0,0.08483172457997061,0.08884664340082836,Feynman44,h,0.08496177133732635
1.0,1.0,3.0669977041655265,1.0,1.0,0.07859620034910203,0.0802527265748118,Feynman44,h,0.07870523182568695
1.0,1.0,1.0498103441828528,1.0,1.0,0.09309228703449268,0.09078914029663997,Feynman44,h,0.09293459763603944
1.0,1.0,1.1022975099786083,1.0,1.0,0.0926932243767794,0.09210096555386656,Feynman44,h,0.09255930600388207
1.0,1.0,2.079620912741888,1.0,1.0,0.08547672779050416,0.08599751151467383,Feynman44,h,0.08559860744077462
