n_rho,mom,B,kb,T,target,target_with_noise,equation_name,varied_variable_name,Predicted
1.0,1.0,1.0,1.0,2.981872128771616,0.3233285296697491,0.2567320845176097,Feynman81,T,0.37171554000195933
1.0,1.0,1.0,1.0,1.6452317615289616,0.5425886753901008,0.4763150013298076,Feynman81,T,0.5404465594418209
1.0,1.0,1.0,1.0,4.952769207176969,0.19920757545307566,0.25855667577663993,Feynman81,T,0.12291907577145948
1.0,1.0,1.0,1.0,4.377611398550451,0.22454285578061162,0.22860683940053475,Feynman81,T,0.1955241939942661
1.0,1.0,1.0,1.0,2.794613812649443,0.3433022631523163,0.2929303581745372,Feynman81,T,0.3953541228577228
1.0,1.0,1.0,1.0,2.513225298172101,0.3781464786139868,0.40389289595268635,Feynman81,T,0.4308752471909297
1.0,1.0,1.0,1.0,1.2591486514469858,0.6607746546944058,0.6588351029249504,Feynman81,T,0.5891838309652246
1.0,1.0,1.0,1.0,3.2472407866636526,0.2985744104953616,0.28786145769841076,Feynman81,T,0.33821668696958695
1.0,1.0,1.0,1.0,3.2967511366789886,0.2943560781181982,0.21845535428936041,Feynman81,T,0.3319667405144675
1.0,1.0,1.0,1.0,1.2986682745475226,0.646940836022307,0.6592260658515957,Feynman81,T,0.5841950640458701
1.0,1.0,1.0,1.0,4.787856564979733,0.20587673038335538,0.23437467479435706,Feynman81,T,0.14373684328652628
1.0,1.0,1.0,1.0,3.7389792096680705,0.261252959069991,0.3023452251107798,Feynman81,T,0.27614201533139665
1.0,1.0,1.0,1.0,3.391284218865192,0.2866142286613718,0.2333992580638607,Feynman81,T,0.3200333428341126
1.0,1.0,1.0,1.0,2.6926782707535453,0.3551959693619876,0.3768610019451593,Feynman81,T,0.40822197220653994
1.0,1.0,1.0,1.0,1.3971042928159365,0.6142799246324682,0.5293662596252126,Feynman81,T,0.5717689752221596
1.0,1.0,1.0,1.0,1.511811631800276,0.5793329323377691,0.5674004351888632,Feynman81,T,0.5572888734563417
1.0,1.0,1.0,1.0,2.5187874541286415,0.3773932134087641,0.34209801244966603,Feynman81,T,0.43017310752675847
1.0,1.0,1.0,1.0,2.690188863689775,0.3554962349062964,0.2922065716081797,Feynman81,T,0.4085362229055573
1.0,1.0,1.0,1.0,2.29436144107084,0.41019954911795226,0.3483300860782844,Feynman81,T,0.4585035623096132
1.0,1.0,1.0,1.0,3.4251797658920946,0.28393364092807966,0.3576676532891896,Feynman81,T,0.31575453345516125
1.0,1.0,1.0,1.0,3.493624536005225,0.2786664669702387,0.28310934914183,Feynman81,T,0.30711439786451544
1.0,1.0,1.0,1.0,1.5876974097342447,0.5579440561645237,0.5412775287928737,Feynman81,T,0.5477094186253364
1.0,1.0,1.0,1.0,2.4414453106066927,0.38812742588593185,0.30679439004030296,Feynman81,T,0.43993640567451575
1.0,1.0,1.0,1.0,2.6024807652942323,0.36639157279067247,0.31251368384364525,Feynman81,T,0.4196080688093853
1.0,1.0,1.0,1.0,3.3977543988662466,0.28609875932225576,0.2587134844034722,Feynman81,T,0.3192165787057022
1.0,1.0,1.0,1.0,1.1192102851109031,0.7131118287291421,0.7864378428468012,Feynman81,T,0.6068489766983203
1.0,1.0,1.0,1.0,4.2607065744348365,0.23048617314486064,0.254499855925274,Feynman81,T,0.21028168985630993
1.0,1.0,1.0,1.0,3.4021031848967835,0.28575330728564835,0.3299090197431965,Feynman81,T,0.31866760905900865
1.0,1.0,1.0,1.0,4.45314100335389,0.2208605388107966,0.2656203322700923,Feynman81,T,0.18598970451543756
1.0,1.0,1.0,1.0,4.838958629208918,0.20376356837710743,0.20411922962674242,Feynman81,T,0.13728596792101985
1.0,1.0,1.0,1.0,2.7056195118389277,0.35364276632545766,0.40212879445097127,Feynman81,T,0.4065883325691805
1.0,1.0,1.0,1.0,4.307394603433641,0.2280759558196331,0.246687570886537,Feynman81,T,0.20438802034090683
1.0,1.0,1.0,1.0,4.4808587701965195,0.21953880264845052,0.26481786822883113,Feynman81,T,0.18249074864053785
1.0,1.0,1.0,1.0,4.780764862359355,0.2061734014020873,0.2887949885167761,Feynman81,T,0.14463206524295605
1.0,1.0,1.0,1.0,2.981288314025343,0.32338733522926816,0.36643900969412324,Feynman81,T,0.3717892379469164
1.0,1.0,1.0,1.0,3.419330781879273,0.2843927228419322,0.22745365969166623,Feynman81,T,0.31649288081338756
1.0,1.0,1.0,1.0,2.086887108141314,0.4455887468261297,0.498152662939331,Feynman81,T,0.4846941197363224
1.0,1.0,1.0,1.0,4.472193476004458,0.21995033800935898,0.17145846066451126,Feynman81,T,0.1835846131698612
1.0,1.0,1.0,1.0,2.002782325437796,0.46157070351872403,0.5557800913347273,Feynman81,T,0.49531110138668044
1.0,1.0,1.0,1.0,2.151199700288063,0.43403442718248475,0.46617843699590156,Feynman81,T,0.47657560873423066
1.0,1.0,1.0,1.0,1.2030113952633585,0.6811451900393674,0.7052640013602905,Feynman81,T,0.5962703279121188
1.0,1.0,1.0,1.0,3.8434881018171714,0.2544641929785931,0.2573883330983314,Feynman81,T,0.2629493206120235
1.0,1.0,1.0,1.0,2.9149777941929584,0.33020273867031036,0.2842751078480794,Feynman81,T,0.3801599567313331
1.0,1.0,1.0,1.0,4.174423898649517,0.2350744526811119,0.1908658571037054,Feynman81,T,0.22117359494531144
1.0,1.0,1.0,1.0,3.5053762421848305,0.2777811486106512,0.20866545611216988,Feynman81,T,0.3056309195201018
1.0,1.0,1.0,1.0,2.44204386221074,0.38804215350646415,0.44528143356931604,Feynman81,T,0.43986084741440046
1.0,1.0,1.0,1.0,2.5914118011614873,0.36781166866079806,0.35571919603589897,Feynman81,T,0.4210053612860289
1.0,1.0,1.0,1.0,3.6989520945619243,0.26394753871316073,0.2993132046992997,Feynman81,T,0.281194843894596
1.0,1.0,1.0,1.0,3.9324554554581543,0.24895086196447397,0.19709153116484973,Feynman81,T,0.25171851434500664
1.0,1.0,1.0,1.0,3.690008275969064,0.2645570469561566,0.21371661256923113,Feynman81,T,0.28232386810938015
1.0,1.0,1.0,1.0,3.103922124401491,0.3114704643602884,0.3631587258204248,Feynman81,T,0.3563085400226157
1.0,1.0,1.0,1.0,4.208996788273562,0.23321462283188768,0.18117983182446235,Feynman81,T,0.21680928159557555
1.0,1.0,1.0,1.0,4.807047652068719,0.20507810094584109,0.2648105601059422,Feynman81,T,0.14131425404127024
1.0,1.0,1.0,1.0,3.671545990603622,0.2658239394166493,0.35333049479321366,Feynman81,T,0.28465445733822503
1.0,1.0,1.0,1.0,4.30505210216371,0.22819570541259798,0.31044173994560664,Feynman81,T,0.20468372629762027
1.0,1.0,1.0,1.0,1.130514121880335,0.7086930669641324,0.6798080694152967,Feynman81,T,0.6054220347460927
1.0,1.0,1.0,1.0,1.068277188107095,0.7334190861541873,0.8040801382158793,Feynman81,T,0.6132785257679707
1.0,1.0,1.0,1.0,3.943652557619757,0.2482734780478552,0.19618661262265988,Feynman81,T,0.2503050466052857
1.0,1.0,1.0,1.0,4.730530644036357,0.20829922998364167,0.1391159891316744,Feynman81,T,0.15097338802422483
1.0,1.0,1.0,1.0,4.437082654918285,0.2216334687426811,0.23915284530979178,Feynman81,T,0.1880168322089704
1.0,1.0,1.0,1.0,4.477192191768987,0.2197127522723698,0.2864904843893912,Feynman81,T,0.1829535996408134
1.0,1.0,1.0,1.0,2.3278784138975848,0.40496665429753004,0.27038840112692186,Feynman81,T,0.45427254165959624
1.0,1.0,1.0,1.0,4.747156963636543,0.20759086816996214,0.19059055620123566,Feynman81,T,0.14887456250223263
